row_id,category,query,title,publication_year,authors,venue,doi,openalex_id,url,cited_by_count,source_mapping,abstract
79,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Assignment constraints in shared transportation services,2020,Margaretha Gansterer; Richard F. Hartl; Sarah Wieser,Annals of Operations Research,https://doi.org/10.1007/s10479-020-03522-x,https://openalex.org/W3001716819,https://doi.org/10.1007/s10479-020-03522-x,33,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Competitive markets, increased fuel costs, and underutilized vehicle fleets are characteristics that currently define the logistics sector. Given an increasing pressure to act in a manner that is economically and ecologically efficient, mechanisms that help to benefit from idle capacities are on the rise. In the Sharing Economy, collaborative usage is typically organized through platforms that facilitate the exchange of goods or services. Our study examines a collaborative pickup and delivery problem where carriers can exchange customer requests. The aim is to quantify the potential of horizontal collaborations under a centralized framework. An Adaptive Large Neighborhood Search is developed to solve yet unsolved test instances. A computational study confirms the results of past studies which have reported cost savings between 20 and 30%. In addition, the numerical results indicate an even greater potential for settings with a high degree of regional customer overlap. Unfortunately, these high collaborative gains typically come at the cost of an uneven customer distribution, which is known to be one of the main barriers that prevent companies from entering into horizontal collabora"
80,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Bi-Objective Adaptive Large Neighborhood Search Algorithm for the Healthcare Waste Periodic Location Inventory Routing Problem,2021,Ayyuce Aydemir-Karadag,Arabian Journal for Science and Engineering,https://doi.org/10.1007/s13369-021-06106-4,https://openalex.org/W3200608891,https://doi.org/10.1007/s13369-021-06106-4,31,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,
81,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Data-driven predictive maintenance policy based on multi-objective optimization approaches for the component repairing problem,2020,Ornella Pisacane; Domenico Potena; Sara Antomarioni; Maurizio Bevilacqua; Filippo Emanuele Ciarapica; Claudia Diamantini,Engineering Optimization,https://doi.org/10.1080/0305215x.2020.1823381,https://openalex.org/W3096113052,https://doi.org/10.1080/0305215x.2020.1823381,30,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"In systems with many components that are required to be constantly active, such as refineries, predicting the components that will break in a time interval after a stoppage may significantly increase their reliability. However, predicting the set of components to be repaired is a challenging task, especially when several conditions (e.g. breakage probability, repair time and cost) have to be considered simultaneously. A data-driven predictive maintenance policy is proposed for maximizing the system reliability and minimizing the maximum repair time, considering both budget and human resources constraints. Therefore, a data-driven algorithm is designed for extracting component breakage probabilities. Then, two bi-objective optimization approaches are proposed for determining the set of components to repair. The former is based on the formulation of a bi-objective mixed integer linear programming model solved through the AUGMEnted ε-CONstraint (AUGMECON) method. The latter implements a bi-objective large neighbourhood search, outperforming the first approach."
82,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A metaheuristic for the multimodal network flow problem with product quality preservation and empty repositioning,2017,Maryam SteadieSeifi; Nico Dellaert; Wpm Wim Nuijten; Tom Van Woensel,Transportation Research Part B Methodological,https://doi.org/10.1016/j.trb.2017.07.007,https://openalex.org/W2741123889,https://doi.org/10.1016/j.trb.2017.07.007,30,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,
83,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,"The two-echelon vehicle routing problem with time windows, intermediate facilities, and occasional drivers",2023,Vincent F. Yu; Panca Jodiawan; Albert H. Schrotenboer; Ming-Lu Hou,Expert Systems with Applications,https://doi.org/10.1016/j.eswa.2023.120945,https://openalex.org/W4383893672,https://doi.org/10.1016/j.eswa.2023.120945,30,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,
84,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,An Adaptive Large Neighborhood Search heuristic for last-mile deliveries under stochastic customer availability and multiple visits,2023,Sami Serkan Özarık; Virginie Lurkin; Lucas P. Veelenturf; Tom Van Woensel; Gilbert Laporte,Transportation Research Part B Methodological,https://doi.org/10.1016/j.trb.2023.02.016,https://openalex.org/W4323043617,https://doi.org/10.1016/j.trb.2023.02.016,29,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Attended Home Delivery, where customer attendance at home is required, is an essential last-mile delivery challenge, e.g., for valuable, perishable, or oversized items. Logistics service providers are often faced no-show customers. In this paper, we consider the delivery problem in which customers can be revisited on the same day by a courier in the case of a failed first delivery attempt. Specifically, customer presence uncertainty is considered in a two-stage stochastic program, where penalties are introduced as recourse actions for failed deliveries. We build on the notion of a customer availability profile defined as a profile containing historical time-varying probability information of successful deliveries. We tackle this stochastic program by developing an efficient parallelized Adaptive Large Neighborhood Search algorithm. Our results show that by achieving a right balance between increasing the hit rate and reducing travel cost, logistics service providers can realize costs savings as high as 32% if they plan for second visits on the same day."
85,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,An adaptive large neighborhood search heuristic for solving the reliable multiple allocation hub location problem under hub disruptions,2016,S. Kamal Chaharsooghi; Farid Momayezi; Nader Ghaffarinasab,International Journal of Industrial Engineering Computations,https://doi.org/10.5267/j.ijiec.2016.11.001,https://openalex.org/W2551278857,https://doi.org/10.5267/j.ijiec.2016.11.001,28,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"The hub location problem (HLP) is one of the strategic planning problems encountered in different contexts such as supply chain management, passenger and cargo transportation industries, and telecommunications. In this paper, we consider a reliable uncapacitated multiple allocation hub location problem under hub disruptions. It is assumed that every open hub facility can fail during its use and in such a case, the customers originally assigned to that hub, are either reassigned to other operational hubs or they do not receive service in which case a penalty must be paid. The problem is modeled as two-stage stochastic program and a metaheuristic algorithm based on the adaptive large neighborhood search (ALNS) is proposed. Extensive computational experiments based on the CAB and TR data sets are conducted. Results show the high efficiency of the proposed solution method."
86,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Variable Neighborhood Search for the Two-Echelon Electric Vehicle Routing Problem with Time Windows,2022,Mehmet Anıl Akbay; Can B. Kalaycı; Christian Blum; Olcay Polat,Applied Sciences,https://doi.org/10.3390/app12031014,https://openalex.org/W4205849173,https://doi.org/10.3390/app12031014,28,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Increasing environmental concerns and legal regulations have led to the development of sustainable technologies and systems in logistics, as in many fields. The adoption of multi-echelon distribution networks and the use of environmentally friendly vehicles in freight distribution have become major concepts for reducing the negative impact of urban transportation activities. In this line, the present paper proposes a two-echelon electric vehicle routing problem. In the first echelon of the distribution network, products are transported from central warehouses to satellites located in the surroundings of cities. This is achieved by means of large conventional trucks. Subsequently, relatively smaller-sized electric vehicles distribute these products from the satellites to demand points/customers located in the cities. The proposed problem also takes into account the limited driving range of electric vehicles that need to be recharged at charging stations when necessary. In addition, the proposed problem considers time window constraints for the delivery of products to customers. A mixed-integer linear programming formulation is developed and small-sized instances are solved using CPL"
87,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Optimizing first-mile ridesharing services to intercity transit hubs,2023,Ping He; Jian Gang Jin; Frederik Schulte; Martin Trépanier,Transportation Research Part C Emerging Technologies,https://doi.org/10.1016/j.trc.2023.104082,https://openalex.org/W4323927905,https://doi.org/10.1016/j.trc.2023.104082,28,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,
88,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,An Adaptive Iterated Local Search for the Mixed Capacitated General Routing Problem,2016,Mauro Dell’Amico; José Carlos Díaz Díaz; Geir Hasle; Manuel Iori,Transportation Science,https://doi.org/10.1287/trsc.2015.0660,https://openalex.org/W2189203986,https://doi.org/10.1287/trsc.2015.0660,27,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"We study the mixed capacitated general routing problem (MCGRP) in which a fleet of capacitated vehicles has to serve a set of requests by traversing a mixed weighted graph. The requests may be located on nodes, edges, and arcs. The problem has theoretical interest because it is a generalization of the capacitated vehicle routing problem (CVRP), the capacitated arc routing problem (CARP), and the general routing problem. It is also of great practical interest since it is often a more accurate model for real-world cases than its widely studied specializations, particularly for so-called street routing applications. Examples are urban waste collection, snow removal, and newspaper delivery. We propose a new iterated local search metaheuristic for the problem that also includes vital mechanisms from adaptive large neighborhood search combined with further intensification through local search. The method utilizes selected, tailored, and novel local search and large neighborhood search operators, as well as a new local search strategy. Computational experiments show that the proposed metaheuristic is highly effective on five published benchmarks for the MCGRP. The metaheuristic yields exc"
89,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Small and large neighborhood search for the park-and-loop routing problem with parking selection,2023,Théo Le Colleter; Dorian Dumez; Fabien Lehuédé; Olivier Péton,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2023.01.007,https://openalex.org/W4280493947,https://doi.org/10.1016/j.ejor.2023.01.007,26,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,
90,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,An Extension of the Lin-Kernighan-Helsgaun TSP Solver for Constrained Traveling Salesman and Vehicle Routing Problems: Technical report,2017,Keld Helsgaun,RUCforsk (Roskilde University),,https://openalex.org/W2784910652,https://openalex.org/W2784910652,26,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"This report describes the implementation of an extension of the Lin-Kernighan-Helsgaun TSP solver for solving constrained traveling salesman and vehicle routing problems. The extension, which is called LKH-3, is able to solve a variety of well-known problems, including the sequential ordering problem (SOP), the traveling repairman problem (TRP), variants of the multiple travel-ing salesman problem (mTSP), as well as vehicle routing problems (VRPs) with capacity, time windows, pickup-and-delivery and distance constraints. The implementation of LKH-3 builds on the idea of transforming the problems into standard symmetric traveling salesman problems and handling constraints by means of penalty functions. Extensive testing on benchmark instances from the literature has shown that LKH-3 is effective. Best known solutions are often obtained, and in some cases, new best solutions are found. The program is free of charge for academic and non-commercial use and can be downloaded in source code. A comprehensive library of bench-mark instances and the best obtained results for these instances can also be downloaded."
91,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Collaborative multicenter logistics delivery network optimization with resource sharing,2020,Shejun Deng; Yingying Yuan; Yong Wang; Haizhong Wang; Charles Koll,PLoS ONE,https://doi.org/10.1371/journal.pone.0242555,https://openalex.org/W3109446956,https://doi.org/10.1371/journal.pone.0242555,26,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Collaboration among logistics facilities in a multicenter logistics delivery network can significantly improve the utilization of logistics resources through resource sharing including logistics facilities, vehicles, and customer services. This study proposes and tests different resource sharing schemes to solve the optimization problem of a collaborative multicenter logistics delivery network based on resource sharing (CMCLDN-RS). The CMCLDN-RS problem aims to establish a collaborative mechanism of allocating logistics resources in a manner that improves the operational efficiency of a logistics network. A bi-objective optimization model is proposed with consideration of various resource sharing schemes in multiple service periods to minimize the total cost and number of vehicles. An adaptive grid particle swarm optimization (AGPSO) algorithm based on customer clustering is devised to solve the CMCLDN-RS problem and find Pareto optimal solutions. An effective elite iteration and selective endowment mechanism is designed for the algorithm to combine global and local search to improve search capabilities. The solution of CMCLDN-RS guarantees that cost savings are fairly allocated to"
92,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A periodic location routing problem for collaborative recycling,2016,Vera Hemmelmayr; Karen Smilowitz; Luis de la Torre,IISE Transactions,https://doi.org/10.1080/24725854.2016.1267882,https://openalex.org/W2560429286,https://doi.org/10.1080/24725854.2016.1267882,26,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Motivated by collaborative recycling efforts for non-profit agencies, we study a variant of the periodic location routing problem, in which one decides the set of open depots from the customer set, the capacity of open depots, and the visit frequency to nodes in an effort to design networks for collaborative pickup activities. We formulate this problem, highlighting the challenges introduced by these decisions. We examine the relative difficulty introduced with each decision through exact solutions and a heuristic approach that can incorporate extensions of model constraints and solve larger instances. The work is motivated by a project with a network of hunger relief agencies (e.g., food pantries, soup kitchens and shelters) focusing on collaborative approaches to address their cardboard recycling challenges collectively. We present a case study based on data from the network. In this novel setting, we evaluate collaboration in terms of participation levels and cost impact. These insights can be generalized to other networks of organizations that may consider pooling resources."
93,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Review of Stochastic Dynamic Vehicle Routing in the Evolving Urban Logistics Environment,2023,Nikola Mardešić; Tomislav Erdelić; Tonči Carić; Marko Ðurasević,Mathematics,https://doi.org/10.3390/math12010028,https://openalex.org/W4390061930,https://doi.org/10.3390/math12010028,25,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Urban logistics encompass transportation and delivery operations within densely populated urban areas. It faces significant challenges from the evolving dynamic and stochastic nature of on-demand and conventional logistics services. Further challenges arise with application doctrines shifting towards crowd-sourced platforms. As a result, “traditional” deterministic approaches do not adequately fulfil constantly evolving customer expectations. To maintain competitiveness, logistic service providers must adopt proactive and anticipatory systems that dynamically model and evaluate probable (future) events, i.e., stochastic information. These events manifest in problem characteristics such as customer requests, demands, travel times, parking availability, etc. The Stochastic Dynamic Vehicle Routing Problem (SDVRP) addresses the dynamic and stochastic information inherent in urban logistics. This paper aims to analyse the key concepts, challenges, and recent advancements and opportunities in the evolving urban logistics landscape and assess the evolution from classical VRPs, via DVRPs, to state-of-art SDVRPs. Further, coupled with non-reactive techniques, this paper provides an in-depth"
94,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Collection-disassembly-delivery problem of disassembly centers in a reverse logistics network,2023,Jieyu Lei; Ada Che; Tom Van Woensel,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2023.07.008,https://openalex.org/W4384470990,https://doi.org/10.1016/j.ejor.2023.07.008,25,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,
95,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A Path Planning Model for Stock Inventory Using a Drone,2022,László Radácsi; Miklós Gubán; László Szabó; József Udvaros,Mathematics,https://doi.org/10.3390/math10162899,https://openalex.org/W4291891033,https://doi.org/10.3390/math10162899,25,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"In this study, a model and solution are shown for controlling the inventory of a logistics warehouse in which neither satellite positioning nor IoT solutions can be used. Following a review of the literature on path planning, a model is put forward using a drone that can be moved in all directions and is suitable for imaging and transmission. The proposed model involves three steps. In the first step, a traversal path definition provides an optimal solution, which is pre-processing. This is in line with the structure and capabilities of the warehouse. In the second step, the pre-processed path determines the real-time movement of the drone during processing, including camera movements and image capture. The third step is post-processing, i.e., the processing of images for QR code identification, the interpretation of the QR code, and the examination of matches and discrepancies for inventory control. A key benefit for the users of this model is that the result can be achieved without any external orientation tools, relying solely on its own movement and the organization of a pre-planned route. The proposed model can be effective not only for inventory control, but also for explorin"
96,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A robust approach for solving a vehicle routing problem with time windows with uncertain service and travel times,2019,Mehdi Nasri; Abdelmoutalib Metrane; Imad Hafidi; Anouar Jamali,International Journal of Industrial Engineering Computations,https://doi.org/10.5267/j.ijiec.2019.7.002,https://openalex.org/W2958902297,https://doi.org/10.5267/j.ijiec.2019.7.002,24,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"The main purpose of this paper is to study the vehicle routing problem with hard time windows where the main challenges is to include both sources of uncertainties, namely the travel and the service time that can arise due to multiple causes. We propose a new resolution approach for the robust problem based on the implementation of an adaptive large neighborhood search algorithm and the use of efficient mechanisms to derive the best robust solution that responds to all uncertainties with reduced running times. The computational experiments are performed and improve the objective function of a set of instances with different levels of the uncertainty polytope to obtain the best robust solutions that protect from the violation of time windows for different scenarios."
97,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Hybridizing adaptive large neighborhood search with kernel search: a new solution approach for the nurse routing problem with incompatible services and minimum demand,2022,Alessandro Gobbi; Daniele Manerba; Renata Mansini; Roberto Zanotti,International Transactions in Operational Research,https://doi.org/10.1111/itor.13127,https://openalex.org/W4212835328,https://doi.org/10.1111/itor.13127,24,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Abstract The average age of the population has grown steadily in recent decades along with the number of people suffering from chronic diseases and asking for treatments. Hospital care is expensive and often unsafe, especially for older individuals. This is particularly true during pandemics as the recent SARS‐CoV‐2. Hospitalization at home has become a valuable alternative to face efficiently a huge increase in treatment requests while guaranteeing a high quality of service and lower risk to fragile patients. This new model of care requires the redefinition of health services organization and the optimization of scarce resources (e.g., available nurses). In this paper, we study a Nurse Routing Problem that tries to find a good balance between hospital costs reduction and the well‐being of patients, also considering realistic operational restrictions like maximum working times for the nurses and possible incompatibilities between services jointly provided to the same patient. We first propose a Mixed Integer Linear Programming formulation for the problem and use some valid inequalities to strengthen it. A simple branch‐and‐cut algorithm is proposed and validated to derive ground be"
98,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Large-scale collaborative vehicle routing,2022,Johan Los; Frederik Schulte; Margaretha Gansterer; Richard F. Hartl; Matthijs T. J. Spaan; Rudy R. Negenborn,Annals of Operations Research,https://doi.org/10.1007/s10479-021-04504-3,https://openalex.org/W4225993891,https://doi.org/10.1007/s10479-021-04504-3,24,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Carriers can remarkably reduce transportation costs and emissions when they collaborate, for example through a platform. Such gains, however, have only been investigated for relatively small problem instances with low numbers of carriers. We develop auction-based methods for large-scale dynamic collaborative pickup and delivery problems, combining techniques of multi-agent systems and combinatorial auctions. We evaluate our approach in terms of both solution quality and possibilities of strategic behaviour using a real-world data set of over 12,000 orders. Hence, this study is (to the best of our knowledge) the first to assess the benefits of large-scale carrier cooperation and to propose an approach for it. First, we use iterative single-order auctions to investigate possible collaboration gains for increasing numbers of carriers. Our results show that travel costs can be reduced by up to 77% when 1000 carriers collaborate, largely increasing the gains that were previously observed in smaller-scale collaboration. We also ensure that individual rationality is guaranteed in each auction. Next, we compare this approach of multiple local auctions with an established central combinator"
99,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,"The Electric Vehicle Routing Problem with Time Windows, Partial Recharges, and Parcel Lockers",2023,Vincent F. Yu; Pham Tuan Anh; Yuwei Chen,Applied Sciences,https://doi.org/10.3390/app13169190,https://openalex.org/W4385812287,https://doi.org/10.3390/app13169190,24,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"This paper presents an extension of the Electric Vehicle Routing Problem with Time Windows and Partial Recharges (EVRPTW-PR), which incorporates the use of parcel lockers as a delivery method (i.e., self-pickup method). This variant, named the electric vehicle routing problem with time windows, partial recharges, and parcel lockers (EVRPTW-PR-PL), focuses on minimizing delivery costs by employing a homogeneous fleet of electric vehicles (EVs) and providing two delivery methods for serving customers: home delivery and self-pickup methods. We derive a mathematical formulation and propose an adaptive large neighborhood search (ALNS) algorithm to address EVRPTW-PR-PL. Moreover, in ALNS, the solution representation is constructed to handle the assignment of delivery methods. The performance of our proposed ALNS algorithm is evaluated by solving EVRPTW-PR benchmark instances. Finally, the results of EVRPTW-PR-PL obtained by using the GUROBI solver and our ALNS algorithm are provided, accompanied by managerial insights on the implementation of parcel lockers."
100,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A Bee Evolutionary Algorithm for Multiobjective Vehicle Routing Problem with Simultaneous Pickup and Delivery,2018,Guiliang Gong; Qianwang Deng; Xuran Gong; Like Zhang; Haibin Wang; He Ming Xie,Mathematical Problems in Engineering,https://doi.org/10.1155/2018/2571380,https://openalex.org/W2808735580,https://doi.org/10.1155/2018/2571380,24,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"A new closed-loop supply chain logistics network of vehicle routing problem with simultaneous pickups and deliveries (VRPSPD) dominated by remanufacturer is constructed, in which the customers are originally divided into three types: distributors, recyclers, and suppliers. Furthermore, the fuel consumption is originally added to the optimization objectives of the proposed VRPSPD. In addition, a bee evolutionary algorithm guiding nondominated sorting genetic algorithm II (BEG-NSGA-II) with a two-stage optimization mechanism is originally designed to solve the proposed VRPSPD model with three optimization objectives: minimum fuel consumption, minimum waiting time, and the shortest delivery distance. The proposed BEG-NSGA-II could conquer the disadvantages of traditional nondominated sorting genetic algorithm II (NSGA-II) and algorithms with a two-stage optimization mechanism. Finally, the validity and feasibility of the proposed model and algorithm are verified by simulating an engineering machinery remanufacturing company’s reverse logistics and another three test examples."
101,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,An ILP-based local search procedure for the VRP with pickups and deliveries,2017,Agustín Montero; Juan José Miranda‐Bront; Isabel Méndez‐Díaz,Annals of Operations Research,https://doi.org/10.1007/s10479-017-2520-5,https://openalex.org/W2615749417,https://doi.org/10.1007/s10479-017-2520-5,24,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,
102,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A Study of Proxies for Shapley Allocations of Transport Costs,2016,Haris Aziz; Casey Cahan; Charles Gretton; Philip Kilby; Nicholas Mattei; Toby Walsh,Journal of Artificial Intelligence Research,https://doi.org/10.1613/jair.5021,https://openalex.org/W2128546426,https://doi.org/10.1613/jair.5021,23,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"We survey existing rules of thumb, propose novel methods, and comprehensively evaluate a number of solutions to the problem of calculating the cost to serve each location in a single-vehicle transport setting. Cost to serve analysis has applications both strategically and operationally in transportation settings. The problem is formally modeled as the traveling salesperson game (TSG), a cooperative transferable utility game in which agents correspond to locations in a traveling salesperson problem (TSP). The total cost to serve all locations in the TSP is the length of an optimal tour. An allocation divides the total cost among individual locations, thus providing the cost to serve each of them. As one of the most important normative division schemes in cooperative games, the Shapley value gives a principled and fair allocation for a broad variety of games including the TSG. We consider a number of direct and sampling-based procedures for calculating the Shapley value, and prove that approximating the Shapley value of the TSG within a constant factor is NP-hard. Treating the Shapley value as an ideal baseline allocation, we survey six proxies for it that are each relatively easy to"
103,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A hyper-heuristic with two guidance indicators for bi-objective mixed-shift vehicle routing problem with time windows,2018,Binhui Chen; Rong Qu; Ruibin Bai; Wasakorn Laesanklang,Applied Intelligence,https://doi.org/10.1007/s10489-018-1250-y,https://openalex.org/W2885975332,https://doi.org/10.1007/s10489-018-1250-y,23,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"In this paper, a Mixed-Shift Vehicle Routing Problem is proposed based on a real-life container transportation problem. In a long planning horizon of multiple shifts, transport tasks are completed satisfying the time constraints. Due to the different travel distances and time of tasks, there are two types of shifts ( long shift and short shift ) in this problem. The unit driver cost for long shifts is higher than that of short shifts . A mathematical model of this Mixed-Shift Vehicle Routing Problem with Time Windows (MS-VRPTW) is established in this paper, with two objectives of minimizing the total driver payment and the total travel distance. Due to the large scale and nonlinear constraints, the exact search showed is not suitable to MS-VRPTW. An initial solution construction heuristic (EBIH) and a selective perturbation Hyper-Heuristic (GIHH) are thus developed. In GIHH, five heuristics with different extents of perturbation at the low level are adaptively selected by a high level selection scheme with the Hill Climbing acceptance criterion. Two guidance indicators are devised at the high level to adaptively adjust the selection of the low level heuristics for this bi-objective"
104,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,The Team Orienteering Problem with Overlaps: An Application in Cash Logistics,2020,Christos Orlis; Nicola Bianchessi; Roberto Roberti; Wout Dullaert,Transportation Science,https://doi.org/10.1287/trsc.2019.0923,https://openalex.org/W3009135302,https://doi.org/10.1287/trsc.2019.0923,23,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"The team orienteering problem (TOP) aims at finding a set of routes subject to maximum route duration constraints that maximize the total collected profit from a set of customers. Motivated by a real-life automated teller machine cash replenishment problem that seeks for routes maximizing the number of bank account holders having access to cash withdrawal, we investigate a generalization of the TOP that we call the team orienteering problem with overlaps (TOPO). For this problem, the sum of individual profits may overestimate the real profit. We present exact solution methods based on column generation and a metaheuristic based on large neighborhood search to solve the TOPO. An extensive computational analysis shows that the proposed solution methods can efficiently solve synthetic and real-life TOPO instances. Moreover, the proposed methods are competitive with the best algorithms from the literature for the TOP. In particular, the exact methods can find the optimal solution of 371 of the 387 benchmark TOP instances, 33 of which are closed for the first time."
105,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Planning Multi-Modal Transportation Problems,2011,José Flórez; Álvaro Torralba Arias de Reyna; Javier García; Carlos Linares López; Ángel García‐Olaya; Daniel Borrajo,Proceedings of the International Conference on Automated Planning and Scheduling,https://doi.org/10.1609/icaps.v21i1.13466,https://openalex.org/W2209253126,https://doi.org/10.1609/icaps.v21i1.13466,23,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Multi-modal transportation is a logistics problem in which a set of goods have to be transported to different places, with the combination of at least two modes of transport, without a change of container for the goods. The goal of this paper is to describe TIMIPLAN, a system that solves multi-modal transportation problems in the context of a project for a big company. In this paper, we combine Linear Programming (LP) with automated planning techniques in order to obtain good quality solutions. The direct use of classical LP techniques is difficult in this domain, because of the non-linearity of the optimization function and constraints; and planning algorithms cannot deal with the entire problem due to the large number of resources involved. We propose a new hybrid algorithm, combining LP and planning to tackle the multi-modal transportation problem, exploiting the benefits of both kinds of techniques. The system also integrates an execution component that monitors the execution, keeping track of failures and replans if necessary, maintaining most of the plan in execution. We also present some experimental results that show the performance of the system."
106,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Decomposition methods for large-scale network expansion problems,2020,Ioannis Fragkos; Jean‐François Cordeau; Raf Jans,Transportation Research Part B Methodological,https://doi.org/10.1016/j.trb.2020.12.002,https://openalex.org/W3116651547,https://doi.org/10.1016/j.trb.2020.12.002,22,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Network expansion problems are a special class of multi-period network design problems in which arcs can be opened gradually in different time periods but can never be closed. Motivated by practical applications, we focus on cases where demand between origin-destination pairs expands over a discrete time horizon. Arc opening decisions are taken in every period, and once an arc is opened it can be used throughout the remaining horizon to route several commodities. Our model captures a key timing trade-off: the earlier an arc is opened, the more periods it can be used for, but its fixed cost is higher, since it accounts not only for construction but also for maintenance over the remaining horizon. An overview of practical applications indicates that this trade-off is relevant in various settings. For the capacitated variant, we develop an arc-based Lagrange relaxation, combined with local improvement heuristics. For uncapacitated problems, we develop four Benders decomposition formulations and show how taking advantage of the problem structure leads to enhanced algorithmic performance. We then utilize real-world and artificial networks to generate 1080 instances, with which we conduc"
