battery_kwh,category,constraint_scenario,in_band_count,instance,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,phase,reason,required_majority,size,winner_count
113.0,multidepot,goeke_total_cap,0,e2-multidepot-15c-01,,,,,stage_a,missing_or_infeasible,1,15,0
113.0,multidepot,goeke_total_cap,0,e2-multidepot-200c-01,,,,,stage_a,missing_or_infeasible,1,200,0
113.0,multidepot,goeke_total_cap,0,e2-multidepot-20c-01,,,,,stage_a,missing_or_infeasible,1,20,0
113.0,multidepot,goeke_total_cap,0,e2-multidepot-25c-01,,,,,stage_a,missing_or_infeasible,1,25,0
113.0,multidepot,goeke_total_cap,0,e2-multidepot-50c-01,,,,,stage_a,missing_or_infeasible,1,50,0
113.0,multidepot,goeke_total_cap,0,e2-multidepot-75c-01,,,,,stage_a,missing_or_infeasible,1,75,0
113.0,threeshift,goeke_total_cap,0,e2-threeshift-100c-01,,,,,stage_a,missing_or_infeasible,1,100,0
113.0,threeshift,goeke_total_cap,0,e2-threeshift-150c-01,,,,,stage_a,missing_or_infeasible,1,150,0
113.0,threeshift,goeke_total_cap,0,e2-threeshift-200c-01,,,,,stage_a,missing_or_infeasible,1,200,0
113.0,threeshift,goeke_total_cap,0,e2-threeshift-50c-01,,,,,stage_a,missing_or_infeasible,1,50,0
113.0,threeshift,goeke_total_cap,0,e2-threeshift-75c-01,,,,,stage_a,missing_or_infeasible,1,75,0
113.0,vanilla,goeke_total_cap,0,e2-vanilla-100c-01,,,,,stage_a,missing_or_infeasible,1,100,0
113.0,vanilla,goeke_total_cap,0,e2-vanilla-10c-01,,,,,stage_a,missing_or_infeasible,1,10,0
113.0,vanilla,goeke_total_cap,0,e2-vanilla-150c-01,,,,,stage_a,missing_or_infeasible,1,150,0
113.0,vanilla,goeke_total_cap,0,e2-vanilla-15c-01,,,,,stage_a,missing_or_infeasible,1,15,0
113.0,vanilla,goeke_total_cap,0,e2-vanilla-200c-01,,,,,stage_a,missing_or_infeasible,1,200,0
113.0,vanilla,goeke_total_cap,0,e2-vanilla-20c-01,,,,,stage_a,missing_or_infeasible,1,20,0
113.0,vanilla,goeke_total_cap,0,e2-vanilla-25c-01,,,,,stage_a,missing_or_infeasible,1,25,0
113.0,vanilla,goeke_total_cap,0,e2-vanilla-50c-01,,,,,stage_a,missing_or_infeasible,1,50,0
113.0,vanilla,goeke_total_cap,0,e2-vanilla-75c-01,,,,,stage_a,missing_or_infeasible,1,75,0
113.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-100c-01,0.83,0.8501139534388379,0.7220869074065785,0.8571428571428571,stage_a,route_share_outside_practical_band,1,100,1
113.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-10c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,1
113.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
113.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
113.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-20c-01,0.85,0.8506729331339458,0.7250563455329644,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
113.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
113.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-50c-01,0.82,0.8693678111216813,0.7821358643299201,0.875,stage_a,route_share_outside_practical_band,1,50,1
113.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-75c-01,0.8133333333333334,0.847572656121723,0.7694025074309199,0.8518518518518519,stage_a,route_share_outside_practical_band,1,75,1
113.0,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-150c-01,0.7866666666666666,0.8117751504305061,0.645416501175784,0.82,stage_a,route_share_outside_practical_band,1,150,1
113.0,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
113.0,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
113.0,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-75c-01,0.8,0.8375303701586394,0.72425243925383,0.84,stage_a,route_share_outside_practical_band,1,75,1
113.0,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-150c-01,0.8,0.831231333248404,0.7358298105312523,0.8461538461538461,stage_a,route_share_outside_practical_band,1,150,1
113.0,vanilla,public_charging_disabled_diagnostic,1,e2-vanilla-15c-01,0.2,0.21263332871588864,0.11534773171498758,0.2,stage_a,fake_balance,1,15,1
113.0,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-20c-01,0.8,0.8296304208502456,0.7335933327914252,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
113.0,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-25c-01,0.8,0.8535795887281036,0.7799654158812326,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
113.0,multidepot,unbounded_reference,0,e2-multidepot-10c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,1
113.0,multidepot,unbounded_reference,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
113.0,multidepot,unbounded_reference,0,e2-multidepot-20c-01,0.85,0.8506729331339458,0.7250563455329644,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
113.0,multidepot,unbounded_reference,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
113.0,multidepot,unbounded_reference,0,e2-multidepot-50c-01,0.9,0.9321542852200986,0.8944609503461722,0.9375,stage_a,route_share_outside_practical_band,1,50,1
113.0,multidepot,unbounded_reference,0,e2-multidepot-75c-01,0.8933333333333333,0.9259208581905752,0.8802101410071682,0.9259259259259259,stage_a,route_share_outside_practical_band,1,75,1
113.0,threeshift,unbounded_reference,0,e2-threeshift-100c-01,0.82,0.831891502207804,0.7334773737659719,0.8387096774193549,stage_a,route_share_outside_practical_band,1,100,1
113.0,threeshift,unbounded_reference,0,e2-threeshift-150c-01,0.8066666666666666,0.8375632371799389,0.7136863286870193,0.8461538461538461,stage_a,route_share_outside_practical_band,1,150,1
113.0,threeshift,unbounded_reference,0,e2-threeshift-200c-01,0.8,0.8507614435176176,0.8240866494722164,0.863013698630137,stage_a,route_share_outside_practical_band,1,200,1
113.0,threeshift,unbounded_reference,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
113.0,vanilla,unbounded_reference,0,e2-vanilla-150c-01,0.9666666666666667,0.9777202145880222,0.9641080735907687,0.9811320754716981,stage_a,route_share_outside_practical_band,1,150,1
113.0,vanilla,unbounded_reference,0,e2-vanilla-200c-01,0.885,0.9066720191040843,0.8637264205570166,0.918918918918919,stage_a,route_share_outside_practical_band,1,200,1
113.0,vanilla,unbounded_reference,0,e2-vanilla-25c-01,0.8,0.8535795887281036,0.7799654158812326,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
113.0,vanilla,unbounded_reference,0,e2-vanilla-50c-01,0.84,0.8620167776528582,0.8269052468220893,0.8823529411764706,stage_a,route_share_outside_practical_band,1,50,1
123.9,multidepot,depot_chargers_manifest_ev_diagnostic,0,e2-multidepot-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
123.9,multidepot,depot_chargers_manifest_ev_diagnostic,0,e2-multidepot-20c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,20,1
123.9,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-100c-01,0.91,0.9302288906911778,0.90615071642523,0.9354838709677419,stage_a,route_share_outside_practical_band,1,100,1
123.9,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-150c-01,0.8,0.8302636585262743,0.6960145371613796,0.8431372549019608,stage_a,route_share_outside_practical_band,1,150,1
123.9,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-200c-01,0.895,0.9044396584709908,0.9141235545766426,0.9130434782608695,stage_a,route_share_outside_practical_band,1,200,1
123.9,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-50c-01,0.78,0.8137119422279677,0.7221977715024562,0.8235294117647058,stage_a,route_share_outside_practical_band,1,50,1
123.9,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-75c-01,0.8533333333333334,0.8710018579391168,0.8410085039641148,0.8846153846153846,stage_a,route_share_outside_practical_band,1,75,1
123.9,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-100c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,100,1
123.9,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-10c-01,0.2,0.2616822429906542,0.13513895558375247,0.25,stage_a,fake_balance,1,10,1
123.9,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-150c-01,0.24,0.19702181267428198,0.28580483004706114,0.19607843137254902,stage_a,route_share_outside_practical_band,1,150,1
123.9,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-15c-01,0.2,0.21263332871588864,0.11534773171498758,0.2,stage_a,fake_balance,1,15,1
123.9,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
123.9,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-20c-01,0.15,0.16898098696859645,0.14339080257645373,0.16666666666666666,stage_a,route_share_outside_practical_band,1,20,1
123.9,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-25c-01,0.12,0.14232673267326731,0.17290368206118256,0.14285714285714285,stage_a,route_share_outside_practical_band,1,25,1
123.9,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-50c-01,0.16,0.18477038830753265,0.1956475362129022,0.1875,stage_a,route_share_outside_practical_band,1,50,1
123.9,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-75c-01,0.16,0.17631766186853484,0.1523053577425951,0.19230769230769232,stage_a,route_share_outside_practical_band,1,75,1
123.9,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
123.9,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-15c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,15,1
123.9,multidepot,depot_chargers_manifest_total_diagnostic,1,e2-multidepot-200c-01,0.7,0.7267066040843215,0.802299681894318,0.7567567567567568,stage_a,fake_balance,1,200,1
123.9,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
123.9,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-50c-01,0.86,0.8704056040819856,0.8433074884915145,0.875,stage_a,route_share_outside_practical_band,1,50,1
123.9,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-100c-01,0.96,0.9649004235378931,0.9559910491088413,0.967741935483871,stage_a,route_share_outside_practical_band,1,100,1
123.9,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-150c-01,0.8,0.8302636585262743,0.6960145371613796,0.8431372549019608,stage_a,route_share_outside_practical_band,1,150,1
123.9,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-200c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,1
123.9,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
123.9,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-75c-01,0.9466666666666667,0.9568958124910676,0.9038163547035771,0.9615384615384616,stage_a,route_share_outside_practical_band,1,75,1
123.9,vanilla,depot_chargers_manifest_total_diagnostic,0,e2-vanilla-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
123.9,multidepot,depot_manifest_ev_no_public_diagnostic,0,e2-multidepot-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
123.9,multidepot,depot_manifest_ev_no_public_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
123.9,multidepot,depot_manifest_ev_no_public_diagnostic,0,e2-multidepot-20c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,20,1
123.9,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-150c-01,0.7533333333333333,0.7948790214618886,0.631236883900325,0.8076923076923077,stage_a,route_share_outside_practical_band,1,150,1
123.9,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-200c-01,0.82,0.8496463359972013,0.8180136532131884,0.8732394366197183,stage_a,route_share_outside_practical_band,1,200,1
123.9,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-50c-01,0.78,0.8137119422279677,0.7221977715024562,0.8235294117647058,stage_a,route_share_outside_practical_band,1,50,1
123.9,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-75c-01,0.8,0.8321852222381021,0.7704593958454027,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,1
123.9,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-100c-01,0.19,0.19299665594581356,0.17405333802877432,0.21212121212121213,stage_a,fake_balance,1,100,1
123.9,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-10c-01,0.2,0.2616822429906542,0.13513895558375247,0.25,stage_a,fake_balance,1,10,1
123.9,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
123.9,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-15c-01,0.2,0.21263332871588864,0.11534773171498758,0.2,stage_a,fake_balance,1,15,1
123.9,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
123.9,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-20c-01,0.15,0.16898098696859645,0.14339080257645373,0.16666666666666666,stage_a,route_share_outside_practical_band,1,20,1
123.9,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-25c-01,0.12,0.14232673267326731,0.17290368206118256,0.14285714285714285,stage_a,route_share_outside_practical_band,1,25,1
123.9,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-50c-01,0.16,0.18477038830753265,0.1956475362129022,0.1875,stage_a,route_share_outside_practical_band,1,50,1
123.9,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-75c-01,0.16,0.17631766186853484,0.1523053577425951,0.19230769230769232,stage_a,route_share_outside_practical_band,1,75,1
123.9,multidepot,goeke_ev_cap_only,1,e2-multidepot-100c-01,0.19,0.21617073846088308,0.2616940611654475,0.21875,stage_a,fake_balance,1,100,1
123.9,multidepot,goeke_ev_cap_only,1,e2-multidepot-150c-01,0.21333333333333335,0.20559967160672074,0.17379662379264732,0.20408163265306123,stage_a,fake_balance,1,150,1
123.9,multidepot,goeke_ev_cap_only,0,e2-multidepot-15c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,15,1
123.9,multidepot,goeke_ev_cap_only,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
123.9,multidepot,goeke_ev_cap_only,0,e2-multidepot-20c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,20,1
123.9,multidepot,goeke_ev_cap_only,0,e2-multidepot-25c-01,0.08,0.12633282559025133,0.07586319154437016,0.14285714285714285,stage_a,route_share_outside_practical_band,1,25,1
123.9,multidepot,goeke_ev_cap_only,0,e2-multidepot-50c-01,0.2,0.18969990486897864,0.16040934379821226,0.1875,stage_a,route_share_outside_practical_band,1,50,1
123.9,multidepot,goeke_ev_cap_only,0,e2-multidepot-75c-01,0.2,0.2001532483170051,0.18673705113614425,0.19230769230769232,stage_a,route_share_outside_practical_band,1,75,1
123.9,threeshift,goeke_ev_cap_only,1,e2-threeshift-150c-01,0.17333333333333334,0.1905077293800995,0.18569819080165048,0.20408163265306123,stage_a,fake_balance,1,150,1
123.9,threeshift,goeke_ev_cap_only,1,e2-threeshift-200c-01,0.195,0.21145499666560988,0.12007374305390583,0.21875,stage_a,fake_balance,1,200,1
123.9,threeshift,goeke_ev_cap_only,0,e2-threeshift-50c-01,0.16,0.18267730575491464,0.15428178337201942,0.1875,stage_a,route_share_outside_practical_band,1,50,1
123.9,vanilla,goeke_ev_cap_only,0,e2-vanilla-100c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,100,1
123.9,vanilla,goeke_ev_cap_only,1,e2-vanilla-10c-01,0.2,0.2616822429906542,0.1351389555837525,0.25,stage_a,fake_balance,1,10,1
123.9,vanilla,goeke_ev_cap_only,1,e2-vanilla-150c-01,0.20666666666666667,0.19792772516879698,0.2362303586273953,0.20408163265306123,stage_a,fake_balance,1,150,1
123.9,vanilla,goeke_ev_cap_only,0,e2-vanilla-15c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,15,1
123.9,vanilla,goeke_ev_cap_only,1,e2-vanilla-200c-01,0.165,0.1954771903820817,0.2222647074830762,0.20588235294117646,stage_a,fake_balance,1,200,1
123.9,vanilla,goeke_ev_cap_only,0,e2-vanilla-20c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,20,1
123.9,vanilla,goeke_ev_cap_only,0,e2-vanilla-25c-01,0.12,0.14232673267326731,0.1716214482888466,0.14285714285714285,stage_a,route_share_outside_practical_band,1,25,1
123.9,vanilla,goeke_ev_cap_only,0,e2-vanilla-50c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,50,1
123.9,vanilla,goeke_ev_cap_only,1,e2-vanilla-75c-01,0.2,0.2069946910404466,0.19535537624341692,0.2,stage_a,fake_balance,1,75,1
123.9,multidepot,goeke_total_cap,0,e2-multidepot-100c-01,,,,,stage_a,missing_or_infeasible,1,100,0
123.9,multidepot,goeke_total_cap,0,e2-multidepot-10c-01,,,,,stage_a,missing_or_infeasible,1,10,0
123.9,multidepot,goeke_total_cap,0,e2-multidepot-150c-01,,,,,stage_a,missing_or_infeasible,1,150,0
123.9,multidepot,goeke_total_cap,0,e2-multidepot-15c-01,,,,,stage_a,missing_or_infeasible,1,15,0
123.9,multidepot,goeke_total_cap,0,e2-multidepot-200c-01,,,,,stage_a,missing_or_infeasible,1,200,0
123.9,multidepot,goeke_total_cap,0,e2-multidepot-20c-01,,,,,stage_a,missing_or_infeasible,1,20,0
123.9,multidepot,goeke_total_cap,0,e2-multidepot-25c-01,,,,,stage_a,missing_or_infeasible,1,25,0
123.9,multidepot,goeke_total_cap,0,e2-multidepot-50c-01,,,,,stage_a,missing_or_infeasible,1,50,0
123.9,multidepot,goeke_total_cap,0,e2-multidepot-75c-01,,,,,stage_a,missing_or_infeasible,1,75,0
123.9,threeshift,goeke_total_cap,0,e2-threeshift-100c-01,,,,,stage_a,missing_or_infeasible,1,100,0
123.9,threeshift,goeke_total_cap,0,e2-threeshift-150c-01,,,,,stage_a,missing_or_infeasible,1,150,0
123.9,threeshift,goeke_total_cap,0,e2-threeshift-200c-01,,,,,stage_a,missing_or_infeasible,1,200,0
123.9,threeshift,goeke_total_cap,0,e2-threeshift-50c-01,,,,,stage_a,missing_or_infeasible,1,50,0
123.9,threeshift,goeke_total_cap,0,e2-threeshift-75c-01,,,,,stage_a,missing_or_infeasible,1,75,0
123.9,vanilla,goeke_total_cap,0,e2-vanilla-100c-01,,,,,stage_a,missing_or_infeasible,1,100,0
123.9,vanilla,goeke_total_cap,0,e2-vanilla-10c-01,,,,,stage_a,missing_or_infeasible,1,10,0
123.9,vanilla,goeke_total_cap,0,e2-vanilla-150c-01,,,,,stage_a,missing_or_infeasible,1,150,0
123.9,vanilla,goeke_total_cap,0,e2-vanilla-15c-01,,,,,stage_a,missing_or_infeasible,1,15,0
123.9,vanilla,goeke_total_cap,0,e2-vanilla-200c-01,,,,,stage_a,missing_or_infeasible,1,200,0
123.9,vanilla,goeke_total_cap,0,e2-vanilla-20c-01,,,,,stage_a,missing_or_infeasible,1,20,0
123.9,vanilla,goeke_total_cap,0,e2-vanilla-25c-01,,,,,stage_a,missing_or_infeasible,1,25,0
123.9,vanilla,goeke_total_cap,0,e2-vanilla-50c-01,,,,,stage_a,missing_or_infeasible,1,50,0
123.9,vanilla,goeke_total_cap,0,e2-vanilla-75c-01,,,,,stage_a,missing_or_infeasible,1,75,0
123.9,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-100c-01,0.83,0.868474301902064,0.7673596154306244,0.8857142857142857,stage_a,route_share_outside_practical_band,1,100,1
123.9,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-10c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,1
123.9,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
123.9,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-200c-01,0.975,0.9844985177865613,0.9670891964095,0.9864864864864865,stage_a,route_share_outside_practical_band,1,200,1
123.9,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-20c-01,0.85,0.8506729331339458,0.7250563455329644,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
123.9,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
123.9,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-50c-01,0.9,0.9321542852200986,0.8937185857316925,0.9375,stage_a,route_share_outside_practical_band,1,50,1
123.9,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-75c-01,0.9066666666666666,0.9240599857697991,0.8714680137521603,0.9230769230769231,stage_a,route_share_outside_practical_band,1,75,1
123.9,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-150c-01,0.7533333333333333,0.7948790214618886,0.631236883900325,0.8076923076923077,stage_a,route_share_outside_practical_band,1,150,1
123.9,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-200c-01,0.925,0.9545539023297002,0.9036638462652995,0.9552238805970149,stage_a,route_share_outside_practical_band,1,200,1
123.9,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
123.9,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-75c-01,0.9333333333333333,0.9571244819208232,0.9017114136877689,0.9615384615384616,stage_a,route_share_outside_practical_band,1,75,1
123.9,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-100c-01,0.85,0.8787407612515709,0.8162470037435914,0.8823529411764706,stage_a,route_share_outside_practical_band,1,100,1
123.9,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-150c-01,0.9266666666666666,0.9561057086642037,0.9199988996953675,0.9629629629629629,stage_a,route_share_outside_practical_band,1,150,1
123.9,vanilla,public_charging_disabled_diagnostic,1,e2-vanilla-15c-01,0.2,0.21263332871588864,0.11534773171498758,0.2,stage_a,fake_balance,1,15,1
123.9,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-25c-01,0.8,0.8535795887281036,0.7692060724832323,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
123.9,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-50c-01,0.78,0.8073596817434922,0.7484763528942241,0.8125,stage_a,route_share_outside_practical_band,1,50,1
123.9,multidepot,unbounded_reference,0,e2-multidepot-100c-01,0.83,0.868474301902064,0.7673596154306244,0.8857142857142857,stage_a,route_share_outside_practical_band,1,100,1
123.9,multidepot,unbounded_reference,0,e2-multidepot-10c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,1
123.9,multidepot,unbounded_reference,0,e2-multidepot-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
123.9,multidepot,unbounded_reference,0,e2-multidepot-200c-01,0.975,0.9844985177865613,0.9670891964095,0.9864864864864865,stage_a,route_share_outside_practical_band,1,200,1
123.9,multidepot,unbounded_reference,0,e2-multidepot-20c-01,0.85,0.8506729331339458,0.7250563455329644,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
123.9,multidepot,unbounded_reference,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
123.9,multidepot,unbounded_reference,0,e2-multidepot-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
123.9,multidepot,unbounded_reference,0,e2-multidepot-75c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,1
123.9,threeshift,unbounded_reference,0,e2-threeshift-100c-01,0.96,0.9649004235378931,0.9559910491088413,0.967741935483871,stage_a,route_share_outside_practical_band,1,100,1
123.9,threeshift,unbounded_reference,0,e2-threeshift-150c-01,0.8,0.8302636585262743,0.6960145371613796,0.8431372549019608,stage_a,route_share_outside_practical_band,1,150,1
123.9,threeshift,unbounded_reference,0,e2-threeshift-200c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,200,1
123.9,threeshift,unbounded_reference,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
123.9,threeshift,unbounded_reference,0,e2-threeshift-75c-01,0.9466666666666667,0.9568958124910676,0.9038163547035771,0.9615384615384616,stage_a,route_share_outside_practical_band,1,75,1
123.9,vanilla,unbounded_reference,0,e2-vanilla-100c-01,0.78,0.8067051481394705,0.7552870997814433,0.8285714285714286,stage_a,route_share_outside_practical_band,1,100,1
123.9,vanilla,unbounded_reference,0,e2-vanilla-150c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,150,1
123.9,vanilla,unbounded_reference,0,e2-vanilla-25c-01,0.8,0.8535795887281036,0.7692060724832323,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
123.9,vanilla,unbounded_reference,0,e2-vanilla-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
123.9,vanilla,unbounded_reference,0,e2-vanilla-75c-01,0.7733333333333333,0.7956597887362487,0.7372672833421441,0.8076923076923077,stage_a,route_share_outside_practical_band,1,75,1
140.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
140.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,e2-multidepot-75c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,1
140.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-100c-01,0.93,0.9318509507073984,0.9304509403651943,0.9375,stage_a,route_share_outside_practical_band,1,100,1
