all_cv_winner_count,all_ev_winner_count,balanced_winner_count,battery_kwh,constraint_mechanism,constraint_scenario,constraint_source_class,cv_heavy_winner_count,ev_heavy_winner_count,expected_winner_rows,fake_balance_bucket_count,instance_majority_fail_count,instance_majority_pass_count,max_ev_route_share,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,min_ev_route_share,phase,promotable,raw_cap_violation_rows,raw_init_infeasible_rows,raw_ok_rows,raw_rows,raw_timeout_error_rows,scale_bucket_count,scale_bucket_fail_count,scale_bucket_pass_count,scenario_stage_status,total_instances,winner_count
3,0,11,240.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,240.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5344202898550724,0.5568863755062484,0.5327563363932522,0.5658246076884185,0.0,stage_a,False,0,18,51,69,0,23,11,12,fail,23,23
3,0,11,240.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,240.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,7,11,12,0.25,0.15260869565217391,0.1584756669876448,0.15327381318944458,0.15921149441176502,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,240.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,240.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,240.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
3,0,11,280.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,280.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5344202898550724,0.5568863755062484,0.5327563363932522,0.5658246076884185,0.0,stage_a,False,0,18,51,69,0,23,11,12,fail,23,23
3,0,11,280.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,280.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,7,11,12,0.25,0.15260869565217391,0.1584756669876448,0.15327381318944458,0.15921149441176502,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,280.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,280.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,280.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
3,0,11,282.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,282.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5344202898550724,0.5568863755062484,0.5327563363932522,0.5658246076884185,0.0,stage_a,False,0,18,51,69,0,23,11,12,fail,23,23
3,0,11,282.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,282.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,7,11,12,0.25,0.15260869565217391,0.1584756669876448,0.15327381318944458,0.15921149441176502,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,282.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,282.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,282.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
3,0,11,291.0,depot_charging_capacity,depot_chargers_manifest_ev_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
4,2,12,291.0,depot_charging_capacity,depot_chargers_manifest_total_diagnostic,diagnostic_only,0,5,23,0,11,12,1.0,0.5344202898550724,0.5568863755062484,0.5327563363932522,0.5658246076884185,0.0,stage_a,False,0,18,51,69,0,23,11,12,fail,23,23
3,0,11,291.0,charging_capacity_combo,depot_manifest_ev_no_public_diagnostic,diagnostic_only,5,4,23,5,10,13,0.9375,0.3458695652173913,0.36906540904373025,0.361738396440438,0.37352148098492477,0.0,stage_a,False,0,23,46,69,0,23,10,13,fail_fake_balance,23,23
5,0,10,291.0,ev_fleet_capital,goeke_ev_cap_only,source_backed_diagnostic,8,0,23,7,11,12,0.25,0.15260869565217391,0.1584756669876448,0.15327381318944458,0.15921149441176502,0.0,stage_a,False,0,23,46,69,0,23,11,12,fail_fake_balance,23,23
0,0,0,291.0,fleet_capital,goeke_total_cap,source_backed_diagnostic,0,0,23,0,23,0,,,,,,,stage_a,False,0,69,0,69,0,23,23,0,incomplete,23,0
2,6,4,291.0,public_charging_availability,public_charging_disabled_diagnostic,diagnostic_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
2,6,4,291.0,none,unbounded_reference,reference_only,0,11,23,0,19,4,1.0,0.7692753623188405,0.7862078595707738,0.7356660550755819,0.7939863992453506,0.0,stage_a,False,0,0,69,69,0,23,19,4,fail,23,23
