instance_id,route_index,split_position,delta_vs_current
cn-jjj-75c-02-V2-LOCATIONS,3,3,189.612148
cn-jjj-75c-02-V2-LOCATIONS,3,4,186.951555
cn-jjj-75c-02-V2-LOCATIONS,4,4,169.011006
cn-jjj-75c-02-V2-LOCATIONS,6,4,198.689871
cn-jjj-75c-02-V2-LOCATIONS,7,3,188.780104
cn-jjj-75c-02-V2-LOCATIONS,8,3,199.242111
cn-prd-100c-01-V2-LOCATIONS,8,3,176.997654
cn-prd-100c-01-V2-LOCATIONS,8,4,175.647302
cn-prd-100c-01-V2-LOCATIONS,8,5,175.789988
cn-prd-100c-01-V2-LOCATIONS,9,3,181.857853
cn-prd-100c-01-V2-LOCATIONS,10,4,174.818192
cn-prd-100c-01-V2-LOCATIONS,11,4,183.651435
cn-prd-100c-01-V2-LOCATIONS,12,3,170.122997
cn-prd-100c-01-V2-LOCATIONS,13,4,162.06968
cn-prd-100c-01-V2-LOCATIONS,13,5,159.760201
cn-prd-100c-01-V2-LOCATIONS,14,2,176.847232
cn-prd-100c-02-V2-LOCATIONS,8,2,173.753921
cn-prd-100c-02-V2-LOCATIONS,9,2,173.313753
cn-prd-100c-02-V2-LOCATIONS,10,2,188.689338
cn-prd-100c-02-V2-LOCATIONS,10,3,189.489073
cn-prd-100c-02-V2-LOCATIONS,11,3,179.228335
cn-prd-100c-02-V2-LOCATIONS,12,2,167.00561
cn-prd-100c-02-V2-LOCATIONS,13,3,168.812634
cn-prd-100c-02-V2-LOCATIONS,14,2,179.871643
cn-prd-100c-02-V2-LOCATIONS,15,3,183.006525
cn-prd-100c-02-V2-LOCATIONS,16,2,170.627957
cn-prd-100c-02-V2-LOCATIONS,16,3,171.075653
cn-prd-100c-03-V2-LOCATIONS,0,2,199.316385
cn-prd-100c-03-V2-LOCATIONS,0,3,192.344493
cn-prd-100c-03-V2-LOCATIONS,1,4,183.914978
cn-prd-100c-03-V2-LOCATIONS,2,3,190.435712
cn-prd-100c-03-V2-LOCATIONS,2,4,190.533297
cn-prd-100c-03-V2-LOCATIONS,3,2,185.217025
cn-prd-100c-03-V2-LOCATIONS,3,3,181.58764
cn-prd-100c-03-V2-LOCATIONS,3,4,182.872391
cn-prd-100c-03-V2-LOCATIONS,4,4,181.975176
cn-prd-100c-03-V2-LOCATIONS,5,3,202.783042
cn-prd-100c-03-V2-LOCATIONS,5,4,198.838446
cn-prd-100c-03-V2-LOCATIONS,7,3,168.268001
cn-prd-100c-03-V2-LOCATIONS,8,2,170.148043
cn-prd-100c-03-V2-LOCATIONS,9,3,174.47654
cn-prd-100c-03-V2-LOCATIONS,9,4,173.106869
cn-prd-100c-03-V2-LOCATIONS,10,3,177.976432
cn-prd-100c-03-V2-LOCATIONS,10,4,181.458893
cn-prd-100c-03-V2-LOCATIONS,11,3,181.754475
cn-prd-100c-03-V2-LOCATIONS,11,4,175.422086
cn-prd-100c-03-V2-LOCATIONS,12,3,181.378293
cn-prd-100c-03-V2-LOCATIONS,12,4,177.365872
cn-prd-100c-03-V2-LOCATIONS,13,2,179.944507
cn-prd-100c-03-V2-LOCATIONS,13,3,177.719606
cn-prd-100c-03-V2-LOCATIONS,14,3,180.899852
cn-prd-100c-03-V2-LOCATIONS,15,2,186.843795
cn-prd-100c-03-V2-LOCATIONS,15,3,187.456566
cn-prd-150c-01-V2-LOCATIONS,1,4,172.327822
cn-prd-150c-01-V2-LOCATIONS,2,3,175.787801
cn-prd-150c-01-V2-LOCATIONS,7,2,192.982275
cn-prd-150c-01-V2-LOCATIONS,8,3,183.715768
cn-prd-150c-01-V2-LOCATIONS,8,4,180.4806
cn-prd-150c-01-V2-LOCATIONS,9,4,180.649754
cn-prd-150c-01-V2-LOCATIONS,10,3,203.088219
cn-prd-150c-01-V2-LOCATIONS,11,3,177.306503
cn-prd-150c-01-V2-LOCATIONS,12,3,171.306019
cn-prd-150c-01-V2-LOCATIONS,12,4,179.468219
cn-prd-150c-01-V2-LOCATIONS,13,3,181.093525
cn-prd-150c-01-V2-LOCATIONS,14,2,181.019061
cn-prd-150c-01-V2-LOCATIONS,16,2,187.998163
cn-prd-150c-01-V2-LOCATIONS,16,3,182.841969
cn-prd-150c-01-V2-LOCATIONS,20,4,173.638215
cn-prd-150c-01-V2-LOCATIONS,21,3,166.13235
cn-prd-150c-01-V2-LOCATIONS,21,4,171.722694
cn-prd-150c-01-V2-LOCATIONS,23,4,188.484857
cn-prd-150c-01-V2-LOCATIONS,24,3,172.965291
cn-prd-150c-01-V2-LOCATIONS,24,4,172.005282
cn-prd-150c-02-V2-LOCATIONS,7,3,154.041526
cn-prd-150c-02-V2-LOCATIONS,8,3,187.611832
cn-prd-150c-02-V2-LOCATIONS,9,3,190.738982
cn-prd-150c-02-V2-LOCATIONS,11,4,192.362381
cn-prd-150c-02-V2-LOCATIONS,12,3,200.978456
cn-prd-150c-02-V2-LOCATIONS,13,2,197.865282
cn-prd-150c-02-V2-LOCATIONS,14,4,174.774173
cn-prd-150c-02-V2-LOCATIONS,15,3,165.531486
cn-prd-150c-02-V2-LOCATIONS,16,3,174.055495
cn-prd-150c-02-V2-LOCATIONS,16,4,175.088774
cn-prd-150c-02-V2-LOCATIONS,17,3,175.201246
cn-prd-150c-02-V2-LOCATIONS,17,4,171.671073
cn-prd-150c-02-V2-LOCATIONS,18,3,185.326035
cn-prd-150c-02-V2-LOCATIONS,18,4,185.703171
cn-prd-150c-02-V2-LOCATIONS,19,3,167.36219
cn-prd-150c-02-V2-LOCATIONS,20,3,182.321214
cn-prd-150c-02-V2-LOCATIONS,21,3,173.314032
cn-prd-150c-02-V2-LOCATIONS,22,3,166.434413
cn-prd-150c-02-V2-LOCATIONS,22,4,168.197583
cn-prd-150c-02-V2-LOCATIONS,23,3,182.974982
cn-prd-150c-03-V2-LOCATIONS,3,2,174.212139
cn-prd-150c-03-V2-LOCATIONS,4,3,180.828094
cn-prd-150c-03-V2-LOCATIONS,4,4,185.675563
cn-prd-150c-03-V2-LOCATIONS,5,4,181.179996
cn-prd-150c-03-V2-LOCATIONS,6,3,174.507703
cn-prd-150c-03-V2-LOCATIONS,7,4,168.701965
cn-prd-150c-03-V2-LOCATIONS,8,3,162.932152
cn-prd-150c-03-V2-LOCATIONS,9,4,168.758796
cn-prd-150c-03-V2-LOCATIONS,10,4,176.5247
cn-prd-150c-03-V2-LOCATIONS,11,3,183.547537
cn-prd-150c-03-V2-LOCATIONS,11,4,184.333146
cn-prd-200c-01-V2-LOCATIONS,0,4,209.827368
cn-prd-200c-01-V2-LOCATIONS,0,5,215.278272
cn-prd-200c-01-V2-LOCATIONS,1,3,191.079875
cn-prd-200c-01-V2-LOCATIONS,3,2,183.388013
cn-prd-200c-01-V2-LOCATIONS,4,2,178.451865
cn-prd-200c-01-V2-LOCATIONS,4,3,174.304833
cn-prd-200c-01-V2-LOCATIONS,5,3,175.217997
cn-prd-200c-01-V2-LOCATIONS,5,4,174.469994
cn-prd-200c-01-V2-LOCATIONS,6,3,182.848027
cn-prd-200c-01-V2-LOCATIONS,7,2,182.0909
cn-prd-200c-01-V2-LOCATIONS,7,3,184.458505
cn-prd-200c-01-V2-LOCATIONS,8,4,179.339791
cn-prd-200c-01-V2-LOCATIONS,10,2,205.691564
cn-prd-200c-01-V2-LOCATIONS,11,3,174.6971
cn-prd-200c-01-V2-LOCATIONS,12,3,164.850947
cn-prd-200c-01-V2-LOCATIONS,13,3,173.766431
cn-prd-200c-01-V2-LOCATIONS,14,3,207.100432
cn-prd-200c-01-V2-LOCATIONS,14,4,208.064595
cn-prd-200c-01-V2-LOCATIONS,15,3,216.154569
cn-prd-200c-01-V2-LOCATIONS,16,3,202.225941
cn-prd-200c-01-V2-LOCATIONS,17,4,197.417124
cn-prd-200c-01-V2-LOCATIONS,18,4,178.374406
cn-prd-200c-01-V2-LOCATIONS,19,3,179.151828
cn-prd-200c-01-V2-LOCATIONS,20,3,186.069085
cn-prd-200c-01-V2-LOCATIONS,21,4,181.741288
cn-prd-200c-01-V2-LOCATIONS,22,3,191.618191
cn-prd-200c-01-V2-LOCATIONS,27,3,177.355209
cn-prd-200c-01-V2-LOCATIONS,27,4,176.182755
cn-prd-200c-01-V2-LOCATIONS,28,3,188.673861
cn-prd-200c-01-V2-LOCATIONS,29,5,182.413939
cn-prd-200c-01-V2-LOCATIONS,30,2,193.076997
cn-prd-200c-01-V2-LOCATIONS,30,3,193.252475
cn-prd-200c-01-V2-LOCATIONS,32,4,197.973063
cn-prd-200c-02-V2-LOCATIONS,0,3,177.202337
cn-prd-200c-02-V2-LOCATIONS,1,4,185.625003
cn-prd-200c-02-V2-LOCATIONS,2,2,197.476104
cn-prd-200c-02-V2-LOCATIONS,3,2,180.875519
cn-prd-200c-02-V2-LOCATIONS,3,3,185.152593
cn-prd-200c-02-V2-LOCATIONS,4,2,171.978769
cn-prd-200c-02-V2-LOCATIONS,5,3,206.334221
cn-prd-200c-02-V2-LOCATIONS,6,3,213.529695
cn-prd-200c-02-V2-LOCATIONS,6,4,210.395157
cn-prd-200c-02-V2-LOCATIONS,7,4,209.269304
cn-prd-200c-02-V2-LOCATIONS,8,3,199.698296
cn-prd-200c-02-V2-LOCATIONS,9,3,199.283719
cn-prd-200c-02-V2-LOCATIONS,11,2,201.589234
cn-prd-200c-02-V2-LOCATIONS,11,3,191.275048
cn-prd-200c-02-V2-LOCATIONS,13,3,196.182101
cn-prd-200c-02-V2-LOCATIONS,14,3,201.595866
cn-prd-200c-02-V2-LOCATIONS,14,4,199.874156
cn-prd-200c-02-V2-LOCATIONS,16,4,199.05615
cn-prd-200c-02-V2-LOCATIONS,17,3,201.442626
cn-prd-200c-02-V2-LOCATIONS,18,3,190.198148
cn-prd-200c-02-V2-LOCATIONS,19,2,187.095937
cn-prd-200c-02-V2-LOCATIONS,20,4,175.14201
cn-prd-200c-02-V2-LOCATIONS,22,2,180.351269
cn-prd-200c-02-V2-LOCATIONS,22,3,179.56102
cn-prd-200c-02-V2-LOCATIONS,23,4,166.140854
cn-prd-200c-02-V2-LOCATIONS,25,3,191.804179
cn-prd-200c-02-V2-LOCATIONS,28,3,179.132315
cn-prd-200c-02-V2-LOCATIONS,29,2,179.425422
cn-prd-200c-02-V2-LOCATIONS,29,3,179.774945
cn-prd-200c-02-V2-LOCATIONS,30,4,172.862657
cn-prd-200c-02-V2-LOCATIONS,31,3,183.331561
cn-prd-200c-02-V2-LOCATIONS,32,2,180.492804
cn-prd-200c-03-V2-LOCATIONS,5,3,220.557297
cn-prd-200c-03-V2-LOCATIONS,6,2,221.257535
cn-prd-200c-03-V2-LOCATIONS,7,3,202.440498
cn-prd-200c-03-V2-LOCATIONS,8,2,213.831723
cn-prd-200c-03-V2-LOCATIONS,8,3,203.771246
cn-prd-200c-03-V2-LOCATIONS,9,3,197.657896
cn-prd-200c-03-V2-LOCATIONS,10,2,184.629157
cn-prd-200c-03-V2-LOCATIONS,11,3,180.981095
cn-prd-200c-03-V2-LOCATIONS,12,3,191.012859
cn-prd-200c-03-V2-LOCATIONS,13,3,202.941546
cn-prd-200c-03-V2-LOCATIONS,14,2,206.517677
cn-prd-200c-03-V2-LOCATIONS,15,2,178.734372
cn-prd-200c-03-V2-LOCATIONS,17,3,188.631091
cn-prd-200c-03-V2-LOCATIONS,18,4,194.478908
cn-prd-200c-03-V2-LOCATIONS,19,4,196.355042
cn-prd-200c-03-V2-LOCATIONS,20,2,207.592109
cn-prd-200c-03-V2-LOCATIONS,22,4,160.783584
cn-prd-200c-03-V2-LOCATIONS,23,3,175.215122
cn-prd-200c-03-V2-LOCATIONS,24,2,174.113605
cn-prd-200c-03-V2-LOCATIONS,25,3,174.237659
cn-prd-200c-03-V2-LOCATIONS,26,3,185.433526
cn-prd-200c-03-V2-LOCATIONS,27,3,173.039857
cn-prd-200c-03-V2-LOCATIONS,27,4,171.84584
cn-prd-200c-03-V2-LOCATIONS,28,3,181.079694
cn-prd-200c-03-V2-LOCATIONS,29,3,181.865935
cn-prd-200c-03-V2-LOCATIONS,30,4,181.576393
cn-prd-200c-03-V2-LOCATIONS,31,2,178.614638
cn-prd-200c-03-V2-LOCATIONS,31,3,178.489132
cn-prd-200c-03-V2-LOCATIONS,32,2,189.071198
cn-prd-200c-03-V2-LOCATIONS,33,3,176.306938
cn-prd-200c-03-V2-LOCATIONS,34,3,180.520808
cn-prd-25c-01-V2-LOCATIONS,0,3,176.631085
cn-prd-25c-01-V2-LOCATIONS,1,2,167.592008
cn-prd-25c-01-V2-LOCATIONS,1,3,164.919367
cn-prd-25c-01-V2-LOCATIONS,2,2,180.117293
cn-prd-25c-01-V2-LOCATIONS,2,3,178.234837
cn-prd-25c-01-V2-LOCATIONS,3,4,160.12507
cn-prd-25c-03-V2-LOCATIONS,0,2,178.78767
cn-prd-25c-03-V2-LOCATIONS,0,3,180.44817
cn-prd-25c-03-V2-LOCATIONS,1,3,171.396498
cn-prd-25c-03-V2-LOCATIONS,2,4,172.743923
cn-prd-25c-03-V2-LOCATIONS,2,5,174.451617
cn-prd-25c-03-V2-LOCATIONS,3,3,166.346012
cn-prd-75c-01-V2-LOCATIONS,0,3,184.374439
cn-prd-75c-01-V2-LOCATIONS,1,3,180.818858
cn-prd-75c-01-V2-LOCATIONS,2,3,193.14167
cn-prd-75c-01-V2-LOCATIONS,2,4,185.810286
cn-prd-75c-01-V2-LOCATIONS,3,3,199.592033
cn-prd-75c-01-V2-LOCATIONS,3,4,199.656941
cn-prd-75c-01-V2-LOCATIONS,4,3,190.762021
cn-prd-75c-01-V2-LOCATIONS,4,4,189.189508
cn-prd-75c-02-V2-LOCATIONS,6,2,170.514017
cn-prd-75c-02-V2-LOCATIONS,7,3,184.301775
cn-prd-75c-02-V2-LOCATIONS,8,3,172.550112
cn-prd-75c-02-V2-LOCATIONS,8,4,178.116934
cn-prd-75c-02-V2-LOCATIONS,9,2,179.088987
cn-prd-75c-02-V2-LOCATIONS,10,3,181.422213
cn-prd-75c-02-V2-LOCATIONS,11,2,181.046418
cn-prd-75c-02-V2-LOCATIONS,11,3,180.330667
cn-prd-75c-02-V2-LOCATIONS,11,4,179.668017
cn-prd-75c-02-V2-LOCATIONS,12,3,173.21137
cn-prd-75c-02-V2-LOCATIONS,12,4,169.738679
cn-prd-75c-03-V2-LOCATIONS,0,2,182.673612
cn-prd-75c-03-V2-LOCATIONS,1,2,177.46287
cn-prd-75c-03-V2-LOCATIONS,1,3,180.861591
cn-prd-75c-03-V2-LOCATIONS,2,2,205.341399
cn-prd-75c-03-V2-LOCATIONS,2,3,203.490173
cn-prd-75c-03-V2-LOCATIONS,3,2,187.341051
cn-prd-75c-03-V2-LOCATIONS,3,3,193.788033
cn-prd-75c-03-V2-LOCATIONS,4,3,187.86109
cn-prd-75c-03-V2-LOCATIONS,5,3,189.838024
