category,instance,seed,profile,display_algorithm,best_cost,route_count,native_best_updates,scan_restart_attempts,scan_restart_accepts,scan_rebuild_attempts,scan_rebuild_accepts,scan_infeasible,route_elimination_selected_count,route_elimination_best_improve_count,route_elimination_objective_improve_count,route_elimination_accepted_non_improve_count,route_elimination_rejected_or_reverted_count,route_elimination_route_count_drop_count,route_elimination_reverted_reason,local_search_call_count,local_search_seconds,local_search_improve_count,local_search_route_count_delta,best_update_operator_distribution,best_update_operator_route_counts,history_route_count_available,destroy_operator_counts,repair_operator_counts
threeshift,e2-threeshift-75c-01,3,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,1924.7671976060924,11,63,1,0,60,0,61,0,0,0,0,0,UNKNOWN,UNKNOWN,4462,205.11065791052533,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:59|vehicle_type_swap+greedy_insert_repair:4,random_customer_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:59,9,1947,7666|route_segment_removal:0,0,1332,4684|shaw_related_removal:0,0,0,9|vehicle_type_swap:4,0,0,211|whole_route_removal:0,0,0,9|worst_customer_removal:0,0,0,9","greedy_insert_repair:4,0,0,220|regret2_insert_repair:59,9,1947,7675|regret3_insert_repair:0,0,1332,4693"
vanilla,e2-vanilla-100c-01,1,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,2892.5461292868913,14,58,1,0,58,0,59,0,0,0,0,0,UNKNOWN,UNKNOWN,7082,172.221099311515,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:53|route_segment_removal+greedy_insert_repair:2|shaw_related_removal+greedy_insert_repair:1|shaw_related_removal+regret3_insert_repair:2,random_customer_removal+regret2_insert_repair:UNKNOWN|route_segment_removal+greedy_insert_repair:UNKNOWN|shaw_related_removal+greedy_insert_repair:UNKNOWN|shaw_related_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:53,7,10,13123|route_segment_removal:2,0,0,830|shaw_related_removal:3,0,0,1139|vehicle_type_swap:0,0,0,258|whole_route_removal:0,0,0,258|worst_customer_removal:0,0,0,258","greedy_insert_repair:3,0,0,1397|regret2_insert_repair:53,7,10,13381|regret3_insert_repair:2,0,0,1088"
vanilla,e2-vanilla-100c-01,2,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,2885.1909184084993,14,66,1,0,58,0,59,0,0,0,0,0,UNKNOWN,UNKNOWN,13561,385.85981254215585,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:64|vehicle_type_swap+greedy_insert_repair:2,random_customer_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:64,10,3629,12093|route_segment_removal:0,0,0,9|shaw_related_removal:0,0,0,9|vehicle_type_swap:2,0,0,107|whole_route_removal:0,0,0,9|worst_customer_removal:0,0,0,9","greedy_insert_repair:2,0,0,116|regret2_insert_repair:64,10,3615,12046|regret3_insert_repair:0,0,14,74"
vanilla,e2-vanilla-100c-01,3,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,2878.4840204609695,14,64,1,0,56,0,57,0,0,0,0,0,UNKNOWN,UNKNOWN,12988,378.83520191535354,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:61|vehicle_type_swap+greedy_insert_repair:3,random_customer_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:61,12,5098,10643|route_segment_removal:0,0,1,8|shaw_related_removal:0,0,0,3|vehicle_type_swap:3,0,0,108|whole_route_removal:0,0,0,3|worst_customer_removal:0,0,0,3","greedy_insert_repair:3,0,0,111|regret2_insert_repair:61,12,5098,10646|regret3_insert_repair:0,0,1,11"
vanilla,e2-vanilla-150c-01,1,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,3534.0044279276362,21,82,1,0,53,0,54,0,0,0,0,0,UNKNOWN,UNKNOWN,7273,462.46315456723096,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:36|random_customer_removal+regret3_insert_repair:11|route_segment_removal+regret3_insert_repair:26|vehicle_type_swap+greedy_insert_repair:8|worst_customer_removal+regret3_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret3_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|worst_customer_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:47,17,187,2522|route_segment_removal:26,0,2527,10120|shaw_related_removal:0,0,0,9|vehicle_type_swap:8,0,0,402|whole_route_removal:0,0,0,9|worst_customer_removal:1,0,1,70","greedy_insert_repair:44,17,45,2548|regret2_insert_repair:0,0,116,463|regret3_insert_repair:38,0,2554,10121"
vanilla,e2-vanilla-150c-01,2,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,3476.6243447221304,21,77,1,0,58,0,59,0,0,0,0,0,UNKNOWN,UNKNOWN,5536,378.55475751083577,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:69|route_segment_removal+regret3_insert_repair:2|vehicle_type_swap+greedy_insert_repair:6,random_customer_removal+regret2_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:69,18,202,3495|route_segment_removal:2,0,3104,8765|shaw_related_removal:0,0,0,6|vehicle_type_swap:6,0,0,255|whole_route_removal:0,0,0,6|worst_customer_removal:0,0,1,12","greedy_insert_repair:6,0,0,261|regret2_insert_repair:69,18,202,3501|regret3_insert_repair:2,0,3105,8777"
vanilla,e2-vanilla-150c-01,3,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,3522.368039958557,21,68,1,0,56,0,57,0,0,0,0,0,UNKNOWN,UNKNOWN,6889,453.70086774302763,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:47|route_segment_removal+regret2_insert_repair:8|vehicle_type_swap+greedy_insert_repair:6|worst_customer_removal+regret3_insert_repair:7,random_customer_removal+greedy_insert_repair:UNKNOWN|route_segment_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|worst_customer_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:47,6,25,2774|route_segment_removal:8,0,2274,9899|shaw_related_removal:0,0,0,15|vehicle_type_swap:6,0,0,363|whole_route_removal:0,0,0,15|worst_customer_removal:7,0,16,488","greedy_insert_repair:53,6,696,5781|regret2_insert_repair:8,0,1603,7270|regret3_insert_repair:7,0,16,503"
vanilla,e2-vanilla-15c-01,1,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,642.185285005708,2,16,1,0,62,0,63,0,0,0,0,0,UNKNOWN,UNKNOWN,9441,20.332203881436726,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:14|whole_route_removal+regret3_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|whole_route_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:14,25,27,3867|route_segment_removal:0,0,0,99|shaw_related_removal:0,0,0,99|vehicle_type_swap:0,0,0,99|whole_route_removal:2,0,802,10804|worst_customer_removal:0,0,0,99","greedy_insert_repair:14,25,428,9131|regret2_insert_repair:0,0,46,871|regret3_insert_repair:2,0,355,5065"
vanilla,e2-vanilla-15c-01,2,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,728.6687678158102,3,8,1,0,63,0,64,0,0,0,0,0,UNKNOWN,UNKNOWN,2343,6.443537925864803,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:8,random_customer_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:8,18,15,9881|route_segment_removal:0,0,1,1207|shaw_related_removal:0,1,0,1430|vehicle_type_swap:0,0,0,1125|whole_route_removal:0,0,0,1125|worst_customer_removal:0,0,0,1125","greedy_insert_repair:8,18,16,11088|regret2_insert_repair:0,1,0,2555|regret3_insert_repair:0,0,0,2250"
vanilla,e2-vanilla-15c-01,3,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,642.185285005708,2,9,1,0,62,0,63,0,0,0,0,0,UNKNOWN,UNKNOWN,9863,21.519834155391436,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:6|route_segment_removal+regret3_insert_repair:1|whole_route_removal+regret3_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|whole_route_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:6,27,26,3069|route_segment_removal:1,0,0,306|shaw_related_removal:0,0,0,111|vehicle_type_swap:0,0,0,111|whole_route_removal:2,0,790,11377|worst_customer_removal:0,0,0,111","greedy_insert_repair:6,26,421,8508|regret2_insert_repair:0,1,100,1779|regret3_insert_repair:3,0,295,4798"
vanilla,e2-vanilla-25c-01,1,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,640.1754851140676,3,15,1,0,62,0,63,0,0,0,0,0,UNKNOWN,UNKNOWN,1722,7.467713622783776,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:13|shaw_related_removal+regret2_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|shaw_related_removal+regret2_insert_repair:UNKNOWN,False,"random_customer_removal:13,15,13,10235|route_segment_removal:0,0,0,903|shaw_related_removal:2,0,0,2047|vehicle_type_swap:0,0,0,903|whole_route_removal:0,0,0,903|worst_customer_removal:0,0,0,903","greedy_insert_repair:13,15,13,11138|regret2_insert_repair:2,0,0,2950|regret3_insert_repair:0,0,0,1806"
vanilla,e2-vanilla-25c-01,2,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,651.626936659881,3,9,1,0,63,0,64,0,0,0,0,0,UNKNOWN,UNKNOWN,1187,6.036190543673001,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:9,random_customer_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:9,21,15,10379|route_segment_removal:0,0,0,1029|shaw_related_removal:0,1,1,1395|vehicle_type_swap:0,0,0,1028|whole_route_removal:0,0,0,1029|worst_customer_removal:0,0,0,1029","greedy_insert_repair:9,21,15,11408|regret2_insert_repair:0,1,0,2347|regret3_insert_repair:0,0,1,2134"
vanilla,e2-vanilla-25c-01,3,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,651.626936659881,3,18,1,0,63,0,64,0,0,0,0,0,UNKNOWN,UNKNOWN,1178,5.300518655421911,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:18,random_customer_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:18,21,21,12216|route_segment_removal:0,0,0,732|shaw_related_removal:0,0,0,732|vehicle_type_swap:0,0,0,732|whole_route_removal:0,0,0,732|worst_customer_removal:0,0,0,732","greedy_insert_repair:18,21,21,12947|regret2_insert_repair:0,0,0,1465|regret3_insert_repair:0,0,0,1464"
vanilla,e2-vanilla-50c-01,1,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,1400.1420268014353,7,52,1,0,58,0,59,0,0,0,0,0,UNKNOWN,UNKNOWN,9394,174.2597793355817,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:42|random_customer_removal+regret3_insert_repair:2|route_segment_removal+regret3_insert_repair:4|vehicle_type_swap+greedy_insert_repair:1|vehicle_type_swap+regret2_insert_repair:1|worst_customer_removal+regret3_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret3_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|vehicle_type_swap+regret2_insert_repair:UNKNOWN|worst_customer_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:44,6,3650,11690|route_segment_removal:4,0,0,241|shaw_related_removal:0,0,0,12|vehicle_type_swap:2,0,0,140|whole_route_removal:0,0,0,12|worst_customer_removal:2,0,1,137","greedy_insert_repair:43,6,3650,11646|regret2_insert_repair:1,0,0,88|regret3_insert_repair:8,0,1,498"
vanilla,e2-vanilla-50c-01,2,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,1393.1167049431776,7,53,1,0,60,0,61,0,0,0,0,0,UNKNOWN,UNKNOWN,8218,127.63258696894627,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:52|vehicle_type_swap+greedy_insert_repair:1,random_customer_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:52,15,3567,12226|route_segment_removal:0,0,0,6|shaw_related_removal:0,0,0,6|vehicle_type_swap:1,0,0,54|whole_route_removal:0,0,0,6|worst_customer_removal:0,0,0,6","greedy_insert_repair:1,0,0,60|regret2_insert_repair:52,15,3567,12232|regret3_insert_repair:0,0,0,12"
vanilla,e2-vanilla-50c-01,3,A0_CURRENT,alns_e2_throughput+LOCAL_SEARCH,1385.3955005387913,7,51,1,0,60,0,61,0,0,0,0,0,UNKNOWN,UNKNOWN,6361,89.22188370770891,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:42|route_segment_removal+greedy_insert_repair:1|shaw_related_removal+regret2_insert_repair:6|whole_route_removal+regret2_insert_repair:1|whole_route_removal+regret3_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|route_segment_removal+greedy_insert_repair:UNKNOWN|shaw_related_removal+regret2_insert_repair:UNKNOWN|whole_route_removal+regret2_insert_repair:UNKNOWN|whole_route_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:42,6,21,8929|route_segment_removal:1,0,550,3918|shaw_related_removal:6,0,0,1443|vehicle_type_swap:0,0,0,171|whole_route_removal:2,0,0,676|worst_customer_removal:0,0,0,174","greedy_insert_repair:43,6,571,12848|regret2_insert_repair:7,0,0,1866|regret3_insert_repair:1,0,0,597"
multidepot,e2-multidepot-100c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2500.198803675879,14,72,1,0,57,0,58,3,0,0,0,3,UNKNOWN,UNKNOWN,14350,0.03351577784633264,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:69|vehicle_type_swap+greedy_insert_repair:3,random_customer_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:69,5,7372,8374|route_elimination_removal:0,0,0,3|route_segment_removal:0,0,5,14|shaw_related_removal:0,0,0,3|vehicle_type_swap:3,0,0,85|whole_route_removal:0,0,0,3|worst_customer_removal:0,0,0,3","greedy_insert_repair:3,0,0,89|regret2_insert_repair:69,5,7364,8364|regret3_insert_repair:0,0,13,32"
multidepot,e2-multidepot-100c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2558.135532611403,14,90,1,0,56,0,57,6,0,0,0,6,UNKNOWN,UNKNOWN,14661,0.03458827606300474,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:86|vehicle_type_swap+greedy_insert_repair:3|whole_route_removal+greedy_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|whole_route_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:86,14,3382,12233|route_elimination_removal:0,0,0,6|route_segment_removal:0,0,0,6|shaw_related_removal:0,0,0,6|vehicle_type_swap:3,0,0,139|whole_route_removal:1,0,0,55|worst_customer_removal:0,0,0,6","greedy_insert_repair:90,14,3374,12391|regret2_insert_repair:0,0,8,46|regret3_insert_repair:0,0,0,14"
multidepot,e2-multidepot-100c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2450.6208642739816,14,83,1,0,56,0,57,3,0,0,0,3,UNKNOWN,UNKNOWN,9088,0.019077825814747484,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:73|route_segment_removal+regret3_insert_repair:2|vehicle_type_swap+greedy_insert_repair:4|whole_route_removal+greedy_insert_repair:2|worst_customer_removal+regret3_insert_repair:2,random_customer_removal+regret2_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|whole_route_removal+greedy_insert_repair:UNKNOWN|worst_customer_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:73,12,347,2784|route_elimination_removal:0,0,0,3|route_segment_removal:2,0,4402,7872|shaw_related_removal:0,0,0,3|vehicle_type_swap:4,0,0,125|whole_route_removal:2,0,5,77|worst_customer_removal:2,0,55,172","greedy_insert_repair:6,0,5,203|regret2_insert_repair:73,12,348,2792|regret3_insert_repair:4,0,4456,8041"
multidepot,e2-multidepot-10c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,387.9007343319535,2,5,1,0,55,0,56,1818,1,1,0,1816,UNKNOWN,UNKNOWN,3621,0.004494315009651473,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:4|route_elimination_removal+regret3_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|route_elimination_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:4,16,16,6871|route_elimination_removal:1,1,0,1816|route_segment_removal:0,0,0,951|shaw_related_removal:0,2,2,1587|vehicle_type_swap:0,0,0,951|whole_route_removal:0,0,0,954|worst_customer_removal:0,0,0,954","greedy_insert_repair:4,18,18,8774|regret2_insert_repair:0,0,0,2224|regret3_insert_repair:1,1,0,3086"
multidepot,e2-multidepot-10c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,387.9007343319535,2,8,1,0,63,0,64,3,0,0,0,3,UNKNOWN,UNKNOWN,7873,0.01049261995103734,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:7|whole_route_removal+regret3_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|whole_route_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:7,12,13,252|route_elimination_removal:0,0,0,3|route_segment_removal:0,0,0,3|shaw_related_removal:0,0,1,5|vehicle_type_swap:0,0,0,3|whole_route_removal:1,0,7781,7849|worst_customer_removal:0,0,0,3","greedy_insert_repair:7,12,13,256|regret2_insert_repair:0,0,0,7|regret3_insert_repair:1,0,7782,7855"
multidepot,e2-multidepot-10c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,387.9007343319535,2,5,1,0,56,0,57,1751,1,0,0,1750,UNKNOWN,UNKNOWN,3625,0.005179287045393721,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:4|route_elimination_removal+regret3_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|route_elimination_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:4,15,14,7072|route_elimination_removal:1,0,0,1750|route_segment_removal:0,0,0,1067|shaw_related_removal:0,0,0,1068|vehicle_type_swap:0,0,0,1065|whole_route_removal:0,0,0,1068|worst_customer_removal:0,0,0,1068","greedy_insert_repair:4,15,14,8495|regret2_insert_repair:0,0,0,2491|regret3_insert_repair:1,0,0,3172"
multidepot,e2-multidepot-150c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,3318.5025537249,21,130,1,0,54,0,55,6,0,0,0,6,UNKNOWN,UNKNOWN,8855,0.019868331028192188,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:65|random_customer_removal+regret3_insert_repair:56|route_segment_removal+regret3_insert_repair:5|vehicle_type_swap+greedy_insert_repair:4,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret3_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:121,21,280,5049|route_elimination_removal:0,0,0,6|route_segment_removal:5,0,3327,6956|shaw_related_removal:0,0,0,6|vehicle_type_swap:4,0,0,152|whole_route_removal:0,0,0,6|worst_customer_removal:0,0,0,6","greedy_insert_repair:69,21,82,2830|regret2_insert_repair:0,0,0,13|regret3_insert_repair:61,0,3525,9338"
multidepot,e2-multidepot-150c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,3448.8902929440087,21,78,1,0,54,0,55,49,1,0,0,48,UNKNOWN,UNKNOWN,6332,0.01474975009659829,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:53|random_customer_removal+regret2_insert_repair:5|route_elimination_removal+greedy_insert_repair:1|route_segment_removal+regret3_insert_repair:6|vehicle_type_swap+greedy_insert_repair:8|whole_route_removal+regret2_insert_repair:4|worst_customer_removal+regret3_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret2_insert_repair:UNKNOWN|route_elimination_removal+greedy_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|whole_route_removal+regret2_insert_repair:UNKNOWN|worst_customer_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:58,9,31,2270|route_elimination_removal:1,0,0,48|route_segment_removal:6,0,3853,9071|shaw_related_removal:0,0,0,6|vehicle_type_swap:8,0,0,304|whole_route_removal:4,0,5,173|worst_customer_removal:1,0,0,48","greedy_insert_repair:62,9,34,2440|regret2_insert_repair:9,0,6,373|regret3_insert_repair:7,0,3849,9107"
multidepot,e2-multidepot-150c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,3516.065861355551,21,75,1,0,56,0,57,6,0,0,0,6,UNKNOWN,UNKNOWN,8016,0.018770454971672734,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:65|route_segment_removal+regret2_insert_repair:1|vehicle_type_swap+greedy_insert_repair:9,random_customer_removal+greedy_insert_repair:UNKNOWN|route_segment_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:65,11,245,3562|route_elimination_removal:0,0,0,6|route_segment_removal:1,0,3096,8531|shaw_related_removal:0,0,0,6|vehicle_type_swap:9,0,0,393|whole_route_removal:0,0,0,6|worst_customer_removal:0,0,0,6","greedy_insert_repair:74,11,245,3957|regret2_insert_repair:1,0,3096,8539|regret3_insert_repair:0,0,0,14"
multidepot,e2-multidepot-15c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,649.8601526479185,3,9,1,0,60,0,61,625,0,0,0,625,UNKNOWN,UNKNOWN,1371,0.0020964739578630542,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:7|random_customer_removal+regret2_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret2_insert_repair:UNKNOWN,False,"random_customer_removal:9,37,37,11205|route_elimination_removal:0,0,0,625|route_segment_removal:0,1,1,894|shaw_related_removal:0,0,0,627|vehicle_type_swap:0,0,0,624|whole_route_removal:0,0,0,627|worst_customer_removal:0,0,0,627","greedy_insert_repair:7,26,34,9281|regret2_insert_repair:2,11,3,4218|regret3_insert_repair:0,1,1,1730"
multidepot,e2-multidepot-15c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,621.371321439464,2,3,1,0,59,0,60,933,0,0,0,933,UNKNOWN,UNKNOWN,219,0.00034386900188110303,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:2|whole_route_removal+greedy_insert_repair:1,random_customer_removal+regret2_insert_repair:UNKNOWN|whole_route_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:2,4,8,3275|route_elimination_removal:0,0,0,933|route_segment_removal:0,11,10,3840|shaw_related_removal:0,0,4,1212|vehicle_type_swap:0,0,0,933|whole_route_removal:1,10,0,3831|worst_customer_removal:0,0,0,933","greedy_insert_repair:1,15,9,6419|regret2_insert_repair:2,8,11,5678|regret3_insert_repair:0,2,2,2860"
multidepot,e2-multidepot-15c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,621.371321439464,2,5,1,0,59,0,60,951,0,0,0,951,UNKNOWN,UNKNOWN,264,0.00043804897904919926,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:3|whole_route_removal+regret2_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|whole_route_removal+regret2_insert_repair:UNKNOWN,False,"random_customer_removal:3,23,25,8047|route_elimination_removal:0,0,0,951|route_segment_removal:0,0,0,951|shaw_related_removal:0,0,0,951|vehicle_type_swap:0,0,0,951|whole_route_removal:2,0,0,2134|worst_customer_removal:0,0,0,951","greedy_insert_repair:3,23,25,9315|regret2_insert_repair:2,0,0,3402|regret3_insert_repair:0,0,0,2219"
multidepot,e2-multidepot-20c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,727.4079495694979,3,15,1,0,59,0,60,921,0,0,0,921,UNKNOWN,UNKNOWN,1984,0.002901176023442531,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:15,random_customer_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:15,6,7,9456|route_elimination_removal:0,0,0,921|route_segment_removal:0,0,0,921|shaw_related_removal:0,0,0,924|vehicle_type_swap:0,0,0,921|whole_route_removal:0,0,0,924|worst_customer_removal:0,0,0,924","greedy_insert_repair:15,6,7,10685|regret2_insert_repair:0,0,0,2153|regret3_insert_repair:0,0,0,2153"
multidepot,e2-multidepot-20c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,725.8712528447718,3,5,1,0,59,0,60,810,0,0,0,810,UNKNOWN,UNKNOWN,2553,0.0038445699919975596,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:3|random_customer_removal+regret2_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret2_insert_repair:UNKNOWN,False,"random_customer_removal:5,34,19,10077|route_elimination_removal:0,0,0,810|route_segment_removal:0,0,0,810|shaw_related_removal:0,0,2,946|vehicle_type_swap:0,0,0,807|whole_route_removal:0,0,0,810|worst_customer_removal:0,0,0,810","greedy_insert_repair:3,27,20,8870|regret2_insert_repair:2,7,0,4243|regret3_insert_repair:0,0,1,1957"
multidepot,e2-multidepot-20c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,705.750850756463,3,18,1,0,59,0,60,714,0,0,0,714,UNKNOWN,UNKNOWN,2139,0.0031313289910031017,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:18,random_customer_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:18,15,14,10895|route_elimination_removal:0,0,0,714|route_segment_removal:0,0,0,714|shaw_related_removal:0,0,0,714|vehicle_type_swap:0,0,0,714|whole_route_removal:0,0,0,714|worst_customer_removal:0,0,0,714","greedy_insert_repair:18,15,14,11847|regret2_insert_repair:0,0,0,1666|regret3_insert_repair:0,0,0,1666"
