figure,series,source_row,x,y,source_path,source_sha256
figure3,Chongqing,129,16.00,173.800000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,130,16.50,173.800000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,131,17.00,230.300000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,132,17.50,230.300000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,133,18.00,7.200000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,134,18.50,7.200000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,135,19.00,7.100000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,136,19.50,7.100000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,137,20.00,7.100000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,138,20.50,7.100000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,139,21.00,7.100000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,140,21.50,7.100000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,141,22.00,18.800000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,142,22.50,18.800000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,143,23.00,56.600000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure3,Chongqing,144,23.50,56.600000,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure3_carbon_profile_v4.csv,15aad6ce554a8540f4b159e42fb91970a027627ffe1529088aaf90a743b652bd
figure4,HGS-F,1,0.0,2599.0986351907086,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-F,2,0.0012015465333509686,2525.624482136281,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-F,3,0.0012376597333362345,2524.784636130722,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-F,4,0.0013238750000103513,2519.204406616095,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-F,5,0.01022938265001964,2518.565915204853,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-F,6,0.19464580416667257,2480.060060310482,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-E,7,0.0,2599.0986351907086,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-E,8,0.0008651479166474019,2444.2639252511444,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-E,9,0.006307939583318027,2389.091190312187,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-E,10,0.012917405566652936,2379.480702572609,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-E,11,0.015902263199980855,2376.0766186904507,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-E,12,0.08952220486665587,2371.4194755554404,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-E,13,0.12285053194997696,2364.048690580053,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-E,14,0.3987023298666524,2359.19514463484,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-M,15,0.0,2599.0986351907086,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-M,16,0.004331326400006219,2559.510231489043,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-M,17,0.005406856250010606,2547.116575057289,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-M,18,0.005859857650011691,2448.9797097680053,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-M,19,0.008349286816671036,2386.230092974865,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-M,20,0.01322967223334975,2377.2368548187414,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,HGS-M,21,0.22216750486668388,2362.1210429152775,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,MV-HGS-SP,22,0.0,2599.0986351907086,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,MV-HGS-SP,23,0.008257912499993835,2435.7724914652117,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,MV-HGS-SP,24,0.01494051804999496,2410.402123604397,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,MV-HGS-SP,25,0.016783945133314167,2395.5556323787832,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,MV-HGS-SP,26,0.01769587569997384,2382.2432213154993,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,MV-HGS-SP,27,0.025812452083331057,2376.8755554060517,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,MV-HGS-SP,28,0.049108494449986516,2364.2867491773877,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
figure4,MV-HGS-SP,29,0.2687260861166578,2357.641276768278,baselines/e2_final_campaign_20260720/p2p3_threeview/artifacts/figure4_convergence_v4.csv,4d88559d9767de5dc244a47aba19b1887ff1239afb40a70fa8c9af789e2bcbb4
