algorithm,bundle,bundle_id,scale,seed,budget_multiplier,eval_budget,step_index,actual_evals,best_obj,current_obj,candidate_obj,reward,elapsed_seconds,wall_clock_capped,violation_count,feasible,action_destroy,action_repair,action_q,action_threshold,action_exploration,action_candidate_generator,action_search_control,requested_destroy,requested_repair,requested_q_ratio,requested_threshold_ratio,requested_exploration_ratio,requested_candidate_generator,requested_search_control,search_control_stop_requested,block_best_delta,block_current_delta,block_improved_best_count,block_improved_current_count,block_accepted_count,block_rejected_count,worker_python_executable,worker_python_version,worker_numpy_version,pilot17_best_obj,pilot17_actual_evals
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-03,e2-threeshift-75c-03,75,3,1,20,5,20,2478.309599401725,2478.309599401725,2478.309599401725,-0.02,3.8160456999903545,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,1,1,20,1,4,3335.9368875298255,3335.9368875298255,3423.387449346662,0.005000000000000001,6.389769000001252,0,0,1,0,1,0,0,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3335.9368875298255,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,1,1,20,2,8,3335.9368875298255,3335.9368875298255,3423.387449346662,0.005000000000000001,9.700207100016996,0,0,1,0,1,0,1,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3335.9368875298255,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,1,1,20,3,8,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.52,9.702829099958763,0,0,1,0,1,0,1,3,1,1,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,stop,1,0.0,0.0,0,0,0,0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3335.9368875298255,8
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,1,1,20,1,4,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,5.575752899982035,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,1,1,20,2,8,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,7.81419290008489,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,1,1,20,3,12,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,8.899154199985787,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,1,1,20,4,16,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,8.942151200026274,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,1,1,20,5,20,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,9.555390599998645,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,2,1,20,1,4,3335.9368875298255,3335.9368875298255,3423.387449346662,0.005000000000000001,5.86299469997175,0,0,1,0,1,0,0,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3335.9368875298255,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,2,1,20,2,8,3335.9368875298255,3335.9368875298255,3423.387449346662,0.005000000000000001,9.053546500043012,0,0,1,0,1,0,1,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3335.9368875298255,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,2,1,20,3,8,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.52,9.056304699974135,0,0,1,0,1,0,1,3,1,1,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,stop,1,0.0,0.0,0,0,0,0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3335.9368875298255,8
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,2,1,20,1,4,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,5.202776900026947,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,2,1,20,2,8,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,7.286540500004776,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,2,1,20,3,12,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,7.844514500000514,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,2,1,20,4,16,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,8.432161800097674,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,2,1,20,5,20,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,8.993898100103252,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,3,1,20,1,4,3335.9368875298255,3335.9368875298255,3423.387449346662,0.005000000000000001,5.867685899953358,0,0,1,0,1,0,0,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3335.9368875298255,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,3,1,20,2,8,3335.9368875298255,3335.9368875298255,3423.387449346662,0.005000000000000001,9.051375499926507,0,0,1,0,1,0,1,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3335.9368875298255,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,3,1,20,3,8,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.52,9.054048899910413,0,0,1,0,1,0,1,3,1,1,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,stop,1,0.0,0.0,0,0,0,0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,3335.9368875298255,8
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,3,1,20,1,4,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,5.092232000082731,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,3,1,20,2,8,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,7.279510400025174,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,3,1,20,3,12,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,8.279862000024877,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,3,1,20,4,16,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,8.320638400036842,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,e2-threeshift-100c-03,100,3,1,20,5,20,3335.9368875298255,3335.9368875298255,3335.9368875298255,-0.02,8.361678200075403,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,1,1,20,1,4,5017.380490168896,5017.380490168896,5017.380490168896,-0.27,10.633128100074828,0,0,1,0,1,0,0,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5017.380490168896,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,1,1,20,2,8,5017.380490168896,5017.380490168896,5017.380490168896,-0.27,16.147727900068276,0,0,1,0,1,0,1,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5017.380490168896,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,1,1,20,3,8,5017.380490168896,5017.380490168896,5017.380490168896,-0.52,16.150427900021896,0,0,1,0,1,0,1,3,1,1,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,stop,1,0.0,0.0,0,0,0,0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5017.380490168896,8
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,1,1,20,1,4,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,11.009759199921973,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,1,1,20,2,8,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,15.382427499978803,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,1,1,20,3,12,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,21.117876899894327,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,1,1,20,4,16,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,22.65598839998711,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,1,1,20,5,20,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,22.738306999905035,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,2,1,20,1,4,5017.380490168896,5017.380490168896,5017.380490168896,-0.27,10.434533799998462,0,0,1,0,1,0,0,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5017.380490168896,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,2,1,20,2,8,5017.380490168896,5017.380490168896,5017.380490168896,-0.27,15.825808199937455,0,0,1,0,1,0,1,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5017.380490168896,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,2,1,20,3,8,5017.380490168896,5017.380490168896,5017.380490168896,-0.52,15.828342099906877,0,0,1,0,1,0,1,3,1,1,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,stop,1,0.0,0.0,0,0,0,0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5017.380490168896,8
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,2,1,20,1,4,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,9.898827000055462,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,2,1,20,2,8,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,16.06279810005799,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,2,1,20,3,12,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,18.859098500106484,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,2,1,20,4,16,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,18.91368960007094,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,2,1,20,5,20,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,18.98632260004524,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,3,1,20,1,4,5017.380490168896,5017.380490168896,5017.380490168896,-0.27,10.574662099941634,0,0,1,0,1,0,0,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5017.380490168896,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,3,1,20,2,8,5017.380490168896,5017.380490168896,5017.380490168896,-0.27,16.038011000026017,0,0,1,0,1,0,1,3,1,0,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5017.380490168896,8
dr_pilot16_final_replay,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,3,1,20,3,8,5017.380490168896,5017.380490168896,5017.380490168896,-0.52,16.040630899951793,0,0,1,0,1,0,1,3,1,1,random_customer_removal,regret2_insert_repair,0.1,0.0025,0.3,route_compression_rebuild,stop,1,0.0,0.0,0,0,0,0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,5017.380490168896,8
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,3,1,20,1,4,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,11.187334000016563,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,3,1,20,2,8,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,15.792621599975973,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,3,1,20,3,12,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,21.471255899989046,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
winner_static_meta,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,e2-threeshift-150c-03,150,3,1,20,4,16,5017.380490168896,5017.380490168896,5017.380490168896,-0.02,23.038615499972366,0,0,1,6,3,4,1,2,,,alpha_ucb,alpha_ucb,0.4,0.0025,0.15,default,continue,0,0.0,0.0,0,0,0,4,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,,
