label,run_id,seed,budget,evaluation_index,view,source,iteration,candidate_id,completion_succeeded,status,complete_objective,complete_objective_float_hex,exception_type,exception_message,failure_category
post,seed1_budget1000,1,1000,20,cv_only,proxy_best_solution,1000,38b92bdce024e5bda08d74ae3771a0be430543478670affda9f905e379bc8870,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
post,seed1_budget1000,1,1000,21,naive_ev,hgs_iteration_checkpoint,100,aeebab66145645f69d169bd730b1d47a380d0a1d3bad4530a9c1cfc616bb04fd,True,PASS,2159.343882291147,0x1.0deb01156f44dp+11,,,
post,seed1_budget1000,1,1000,22,naive_ev,hgs_iteration_checkpoint,200,07422a1d50cde3b7574eba6a31a97e97f09d629f3bcf451cb1bd712771555298,True,PASS,2103.769574901767,0x1.06f8a05b8b5d3p+11,,,
post,seed1_budget1000,1,1000,23,naive_ev,hgs_iteration_checkpoint,300,b0d146e1acf5fd4c0798f74a89d36533d43bbf92ed67ba3f2bbcf2307e25e79e,True,PASS,2090.8600513163483,0x1.055b858a56932p+11,,,
post,seed1_budget1000,1,1000,24,naive_ev,hgs_iteration_checkpoint,400,b0d146e1acf5fd4c0798f74a89d36533d43bbf92ed67ba3f2bbcf2307e25e79e,True,PASS,2090.8600513163483,0x1.055b858a56932p+11,,,
post,seed1_budget1000,1,1000,25,naive_ev,hgs_iteration_checkpoint,500,566d79990e114dbcce62bb7eb43cf4c2b65cfc82a25f38b992375ee35dc76ef7,True,PASS,2089.5901333176716,0x1.0532e25f4475cp+11,,,
post,seed1_budget1000,1,1000,26,naive_ev,hgs_iteration_checkpoint,600,566d79990e114dbcce62bb7eb43cf4c2b65cfc82a25f38b992375ee35dc76ef7,True,PASS,2089.5901333176716,0x1.0532e25f4475cp+11,,,
post,seed1_budget1000,1,1000,27,naive_ev,hgs_iteration_checkpoint,700,566d79990e114dbcce62bb7eb43cf4c2b65cfc82a25f38b992375ee35dc76ef7,True,PASS,2089.5901333176716,0x1.0532e25f4475cp+11,,,
post,seed1_budget1000,1,1000,28,naive_ev,hgs_iteration_checkpoint,800,566d79990e114dbcce62bb7eb43cf4c2b65cfc82a25f38b992375ee35dc76ef7,True,PASS,2089.5901333176716,0x1.0532e25f4475cp+11,,,
post,seed1_budget1000,1,1000,29,naive_ev,hgs_iteration_checkpoint,900,566d79990e114dbcce62bb7eb43cf4c2b65cfc82a25f38b992375ee35dc76ef7,True,PASS,2089.5901333176716,0x1.0532e25f4475cp+11,,,
post,seed1_budget1000,1,1000,30,naive_ev,hgs_iteration_checkpoint,1000,566d79990e114dbcce62bb7eb43cf4c2b65cfc82a25f38b992375ee35dc76ef7,True,PASS,2089.5901333176716,0x1.0532e25f4475cp+11,,,
post,seed1_budget1000,1,1000,31,naive_ev,terminal_population_archive,,566d79990e114dbcce62bb7eb43cf4c2b65cfc82a25f38b992375ee35dc76ef7,True,PASS,2089.5901333176716,0x1.0532e25f4475cp+11,,,
post,seed1_budget1000,1,1000,32,naive_ev,terminal_population_archive,,6bbba177d9c36d7e9175914f3ed173a0b97b918e96b520366c55cb99e498eafb,True,PASS,1955.5389314072654,0x1.e8e27dda283f8p+10,,,
post,seed1_budget1000,1,1000,33,naive_ev,terminal_population_archive,,b0d146e1acf5fd4c0798f74a89d36533d43bbf92ed67ba3f2bbcf2307e25e79e,True,PASS,2090.8600513163483,0x1.055b858a56932p+11,,,
post,seed1_budget1000,1,1000,34,naive_ev,terminal_population_archive,,9f8f2d3b4846a11ae43c183460e2e5e6da7803c731cdfe1dc75552e4e22a2c7b,True,PASS,1930.5294826920604,0x1.e2a1e30b5f8cap+10,,,
post,seed1_budget1000,1,1000,35,naive_ev,terminal_population_archive,,4acd4ef04e32fde2272f195d9828cf5395e4b6cbf1f6c32959704533b1b57a74,True,PASS,2083.4493523218134,0x1.046e61181ed24p+11,,,
post,seed1_budget1000,1,1000,36,naive_ev,terminal_population_archive,,9726b0147aa9f53a70340d47b609de4936e5cd36aebc9cc257a71c9480ff8e05,True,PASS,2088.8563195896336,0x1.051b66f8570cdp+11,,,
post,seed1_budget1000,1,1000,37,naive_ev,terminal_population_archive,,2831058f40bf5185abf3f2cd861b8ff011259de2283c05870ebdbcfa6c591ee2,True,PASS,2096.9277524924178,0x1.061db025feb6fp+11,,,
post,seed1_budget1000,1,1000,38,naive_ev,terminal_population_archive,,633eb51ebc67e1e359984d1d587d2e34dda6489bb59e92f3548c8016a626755e,True,PASS,1950.578172164789,0x1.e7a500c5d2ce8p+10,,,
post,seed1_budget1000,1,1000,39,naive_ev,common_initial_solution,,496f46a91e32e671472a84b35d477fb54a4925bb7245c1adf8e8dbd71975f47c,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
post,seed1_budget1000,1,1000,40,naive_ev,proxy_best_solution,1000,566d79990e114dbcce62bb7eb43cf4c2b65cfc82a25f38b992375ee35dc76ef7,True,PASS,2089.5901333176716,0x1.0532e25f4475cp+11,,,
post,seed1_budget1000,1,1000,41,mechanism_ev,hgs_iteration_checkpoint,100,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,42,mechanism_ev,hgs_iteration_checkpoint,200,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,43,mechanism_ev,hgs_iteration_checkpoint,300,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,44,mechanism_ev,hgs_iteration_checkpoint,400,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,45,mechanism_ev,hgs_iteration_checkpoint,500,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,46,mechanism_ev,hgs_iteration_checkpoint,600,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,47,mechanism_ev,hgs_iteration_checkpoint,700,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,48,mechanism_ev,hgs_iteration_checkpoint,800,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,49,mechanism_ev,hgs_iteration_checkpoint,900,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,50,mechanism_ev,hgs_iteration_checkpoint,1000,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,51,mechanism_ev,terminal_population_archive,,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,52,mechanism_ev,terminal_population_archive,,9623046505aaa7a329f5794a16ef72f21b6d3debf8409ef8746d1267fb057afe,True,PASS,2059.9898433731423,0x1.017faccc0279ep+11,,,
post,seed1_budget1000,1,1000,53,mechanism_ev,terminal_population_archive,,b607b226816f662910b06cb16dbecdfddbfa70dadebab167bd6b08a3b0c7bbc5,True,PASS,1922.1983391919891,0x1.e08cb196ddc6fp+10,,,
post,seed1_budget1000,1,1000,54,mechanism_ev,terminal_population_archive,,a0e5e69f85744bb6ed2d687c547b90f6ec262f70338eed13cf3d63371cac592c,True,PASS,2138.1574489912628,0x1.0b4509d277886p+11,,,
post,seed1_budget1000,1,1000,55,mechanism_ev,terminal_population_archive,,46c7190c157af0f8f51914d38a2015a2ea9b8dca08481c79c3e628de575c9825,True,PASS,2062.4448677506143,0x1.01ce3c5b4afdep+11,,,
post,seed1_budget1000,1,1000,56,mechanism_ev,terminal_population_archive,,0d85c2fa387913621c34455bdf779542064767bfcbdf1e28f6c86d02458ecfab,True,PASS,2067.703981061188,0x1.027687034a59dp+11,,,
post,seed1_budget1000,1,1000,57,mechanism_ev,terminal_population_archive,,5a3aaa7d4c5cf8e03de8b3a9e6c221bba6decb93253473c732fe545021ebf9eb,True,PASS,2054.45933929376,0x1.00ceb2e8518efp+11,,,
post,seed1_budget1000,1,1000,58,mechanism_ev,terminal_population_archive,,e3225a9ae943c81095400af003a7c82ef45e61fb56ca028c3993128e56f0c7f8,True,PASS,1922.9508957648422,0x1.e0bcdb79e8f9cp+10,,,
post,seed1_budget1000,1,1000,59,mechanism_ev,common_initial_solution,,496f46a91e32e671472a84b35d477fb54a4925bb7245c1adf8e8dbd71975f47c,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
post,seed1_budget1000,1,1000,60,mechanism_ev,proxy_best_solution,1000,f76d2af07b3e0a1238fef663299a6ec22b05ec22f2394b3745cde7863aefa33d,True,PASS,2192.699308770718,0x1.121660bcc9814p+11,,,
post,seed1_budget1000,1,1000,61,route_pool,route_pool_candidate_or_parent,,5adff5a6c19f106e2b4af071ef4a79444c8fbd1f738e0aa1ff8ae4e957eaa882,True,PASS,1922.1983391919891,0x1.e08cb196ddc6fp+10,,,
post,seed1_budget1000,1,1000,62,route_pool,final_independent_certificate,,5adff5a6c19f106e2b4af071ef4a79444c8fbd1f738e0aa1ff8ae4e957eaa882,True,PASS,1922.1983391919891,0x1.e08cb196ddc6fp+10,,,
