arm,charging_emissions_kg,elapsed_seconds,failure_reason,fleet_level_percent,full_model_cost_cny,hgs_iterations_by_view,objective,operating_cost_cny,route_count,seed,solution_sha256,status,stop_reasons_by_view,system_emissions_kg,unit_id,used_cv,used_ev,used_physical_vehicles
COST_PLUS_CARBON,42.90341110310803,89.35363170900382,,50,3440.3755370118392,"{""cv_only"":502,""mechanism_ev"":410,""naive_ev"":618}",3440.3755370118392,3421.19395714174,16,9,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_09,4,6,10
COST_ONLY,42.90341110310803,87.1828972910298,,50,3421.19395714174,"{""cv_only"":539,""mechanism_ev"":250,""naive_ev"":601}",3421.19395714174,3421.19395714174,16,10,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_10,4,6,10
COST_PLUS_CARBON,42.90341110310803,111.1675090410281,,50,3440.3755370118392,"{""cv_only"":798,""mechanism_ev"":286,""naive_ev"":287}",3440.3755370118392,3421.19395714174,16,10,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,PASS,"{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",255.6862152772453,level_050__seed_10,4,6,10
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,1,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_01,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,1,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_01,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,2,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_02,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,2,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_02,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,3,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_03,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,3,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_03,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,4,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_04,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,4,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_04,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,5,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_05,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,5,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_05,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,6,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_06,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,6,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_06,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,7,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_07,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,7,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_07,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,8,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_08,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,8,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_08,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,9,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_09,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,9,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_09,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,10,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_10,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)",75,,,,,,10,,INFEASIBLE_OR_NOT_FOUND,,,level_075__seed_10,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,1,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_01,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,1,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_01,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,2,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_02,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,2,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_02,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,3,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_03,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,3,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_03,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,4,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_04,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,4,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_04,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,5,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_05,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,5,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_05,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,6,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_06,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,6,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_06,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,7,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_07,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,7,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_07,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,8,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_08,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,8,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_08,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,9,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_09,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,9,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_09,,,
COST_ONLY,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,10,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_10,,,
COST_PLUS_CARBON,,,"ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)",100,,,,,,10,,INFEASIBLE_OR_NOT_FOUND,,,level_100__seed_10,,,
