run_id,phase,category,instance,profile,algorithm,seed,status,failure_reason,eval_budget,actual_evals,best_cost,best_signature,feasible,violation_count,route_count
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__LNS_TRACE_REFERENCE__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,LNS_TRACE_REFERENCE,LNS,2,OK,,4000,4000,622.2834651918408,1c000eeb57695b515abd823486eee0551f00b65081b9aeb6fc8a1197a733b46f,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A0_THROUGHPUT_ONLY__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,3,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A3_BACKEND_ONLY__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A3_BACKEND_ONLY,alns_e2_throughput,3,OK,,4000,4000,621.371321439464,38dc01d650f6effda6eea13731fd4666a96256b68521f1f276a6448fd8e49b6e,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A0_MAIN_LOCAL_SEARCH__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__A3_BACKEND_LOCAL_SEARCH__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,621.371321439464,38dc01d650f6effda6eea13731fd4666a96256b68521f1f276a6448fd8e49b6e,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-15c-01__LNS_TRACE_REFERENCE__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-15c-01,LNS_TRACE_REFERENCE,LNS,3,OK,,4000,4000,649.8601526479185,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-20c-01__A0_THROUGHPUT_ONLY__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-20c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,1,OK,,4000,4000,727.4079495694979,f3ea6330afb7c16c2b641f138ae7e6d0f69104970851a7e75e7e9defc055c07e,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-20c-01__A3_BACKEND_ONLY__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-20c-01,A3_BACKEND_ONLY,alns_e2_throughput,1,OK,,4000,4000,705.750850756463,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-20c-01__A0_MAIN_LOCAL_SEARCH__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-20c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,708.8657846310797,fc9618d2f972064e205756ae8c03c1bdb0070b40f747ecac2256cba1749dacdb,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-20c-01__A3_BACKEND_LOCAL_SEARCH__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-20c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,705.750850756463,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-20c-01__LNS_TRACE_REFERENCE__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-20c-01,LNS_TRACE_REFERENCE,LNS,1,OK,,4000,4000,700.4933751651098,1e74f4726f46759aaff81def478a0dfa87dcc96562c97e10cc387ee2db1324ae,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-20c-01__A0_THROUGHPUT_ONLY__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-20c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,2,OK,,4000,4000,731.4747515610208,e8fe0c322fb1cb779f4158a05653830e0844f26bd8207666f1328aa6614b001f,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-20c-01__A3_BACKEND_ONLY__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-20c-01,A3_BACKEND_ONLY,alns_e2_throughput,2,OK,,4000,4000,705.750850756463,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-20c-01__A0_MAIN_LOCAL_SEARCH__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-20c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,705.750850756463,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100,True,0,3
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-20c-01__A3_BACKEND_LOCAL_SEARCH__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-20c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,705.750850756463,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100,True,0,3
