instance,algorithm,algorithm_label,eval,seed_count,mean_best_cost,median_best_cost,q10_best_cost,q90_best_cost
L-main-threeshift-25c-01,GA-VNS,GA-VNS,700,10,1384.3112269640335,1383.4157937989314,1329.5445812610178,1466.2331344980576
L-main-threeshift-25c-01,GA-VNS,GA-VNS,800,10,1381.3230842077892,1383.4157937989314,1329.5445812610178,1442.850406737466
L-main-threeshift-25c-01,GA-VNS,GA-VNS,900,10,1375.4165469208974,1383.4157937989314,1329.5445812610178,1423.1420681884645
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1000,10,1363.1808838594004,1358.113211017198,1304.5956510654562,1407.6726289512044
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1100,10,1360.0984963726273,1352.9806461752091,1304.5956510654562,1407.6726289512044
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1200,10,1358.6878487910903,1345.9274082675256,1304.5956510654562,1407.6726289512044
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1300,10,1354.5043705659748,1345.9274082675256,1304.5956510654562,1403.4891507260886
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1400,10,1349.9749511150342,1344.4112458649934,1304.5956510654562,1403.4891507260886
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1500,10,1346.2769442960093,1338.5775036722355,1304.5956510654562,1380.7078253018306
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1600,10,1346.2769442960093,1338.5775036722355,1304.5956510654562,1380.7078253018306
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1700,10,1346.2769442960093,1338.5775036722355,1304.5956510654562,1380.7078253018306
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1800,10,1343.2241485962845,1338.1955954395398,1304.5956510654562,1380.7078253018306
L-main-threeshift-25c-01,GA-VNS,GA-VNS,1900,10,1342.900394715813,1338.1955954395398,1304.2718971849847,1380.7078253018306
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2000,10,1341.8478185954082,1338.1955954395398,1299.7937115541997,1380.7078253018306
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2100,10,1333.060681443761,1335.8603477176255,1294.0458604454836,1367.6886961700486
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2200,10,1332.6508081937568,1335.8603477176255,1293.6359871954794,1367.6886961700486
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2300,10,1332.6508081937568,1335.8603477176255,1293.6359871954794,1367.6886961700486
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2400,10,1327.6506733065273,1330.3543491362664,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2500,10,1323.3525484397016,1317.1856403263623,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2600,10,1323.3525484397016,1317.1856403263623,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2700,10,1323.3525484397016,1317.1856403263623,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2800,10,1323.3525484397016,1317.1856403263623,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,2900,10,1323.3525484397016,1317.1856403263623,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3000,10,1323.3525484397016,1317.1856403263623,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3100,10,1323.3525484397016,1317.1856403263623,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3200,10,1323.3525484397016,1317.1856403263623,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3300,10,1323.3525484397016,1317.1856403263623,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3400,10,1321.3503437064282,1314.7135427531293,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3500,10,1321.3503437064282,1314.7135427531293,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3600,10,1321.3503437064282,1314.7135427531293,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3700,10,1321.3503437064282,1314.7135427531293,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3800,10,1321.3503437064282,1314.7135427531293,1293.6359871954794,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,3900,10,1319.4470460493117,1314.7135427531293,1278.7683764281564,1366.0980264175414
L-main-threeshift-25c-01,GA-VNS,GA-VNS,4000,10,1319.1977087645328,1314.7135427531293,1278.7683764281564,1366.0980264175414
L-main-threeshift-25c-01,LNS,LNS,0,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,LNS,LNS,100,10,1341.7798194820512,1295.8457347925587,1263.8026001434741,1506.113523726775
L-main-threeshift-25c-01,LNS,LNS,200,10,1306.5450956924683,1284.3267812500644,1260.9284296654614,1381.2600968559395
L-main-threeshift-25c-01,LNS,LNS,300,10,1273.4429961521662,1277.6550702602017,1236.8204678212203,1300.1663955108734
L-main-threeshift-25c-01,LNS,LNS,400,10,1272.3102542096617,1277.4327386078112,1236.4225990731536,1299.3498954322247
L-main-threeshift-25c-01,LNS,LNS,500,10,1269.707573798342,1270.3731618884142,1235.6862655932362,1299.3498954322247
L-main-threeshift-25c-01,LNS,LNS,600,10,1262.0852826904245,1258.5880279652179,1220.4398996436785,1299.3498954322247
L-main-threeshift-25c-01,LNS,LNS,700,10,1261.4997659570095,1257.0299976918836,1220.4398996436785,1299.3498954322247
L-main-threeshift-25c-01,LNS,LNS,800,10,1261.2344956595564,1256.3401461560645,1220.4398996436785,1299.3498954322247
L-main-threeshift-25c-01,LNS,LNS,900,10,1258.350209861549,1256.3401461560645,1220.2935732335259,1299.3498954322247
L-main-threeshift-25c-01,LNS,LNS,1000,10,1256.3716948585086,1256.3401461560645,1217.5931594859812,1290.831734376545
L-main-threeshift-25c-01,LNS,LNS,1100,10,1254.1626500644647,1256.3401461560645,1216.610683641119,1289.2130926684706
L-main-threeshift-25c-01,LNS,LNS,1200,10,1254.1626500644647,1256.3401461560645,1216.610683641119,1289.2130926684706
L-main-threeshift-25c-01,LNS,LNS,1300,10,1252.7745771490577,1253.9671301049616,1216.610683641119,1289.2130926684706
L-main-threeshift-25c-01,LNS,LNS,1400,10,1252.4125912304005,1253.9671301049616,1216.610683641119,1289.2130926684706
L-main-threeshift-25c-01,LNS,LNS,1500,10,1243.621201352087,1245.6257461857556,1216.610683641119,1272.6434405441912
L-main-threeshift-25c-01,LNS,LNS,1600,10,1243.4303015845296,1245.6257461857556,1216.610683641119,1272.6434405441912
L-main-threeshift-25c-01,LNS,LNS,1700,10,1239.89437945515,1241.2012186241377,1207.7717912038715,1272.6434405441912
L-main-threeshift-25c-01,LNS,LNS,1800,10,1234.7829600747275,1226.9791806625822,1199.345306657042,1272.4030614776386
L-main-threeshift-25c-01,LNS,LNS,1900,10,1226.2466092220961,1224.3786597723847,1193.8843335922536,1272.4030614776386
L-main-threeshift-25c-01,LNS,LNS,2000,10,1226.2466092220961,1224.3786597723847,1193.8843335922536,1272.4030614776386
L-main-threeshift-25c-01,LNS,LNS,2100,10,1223.6038774805138,1220.1418941569282,1193.8843335922536,1272.4030614776386
L-main-threeshift-25c-01,LNS,LNS,2200,10,1222.3579498665738,1215.2875602900617,1193.8843335922536,1270.6354263721985
L-main-threeshift-25c-01,LNS,LNS,2300,10,1221.066656745898,1215.2875602900617,1193.8843335922536,1270.1022787756403
L-main-threeshift-25c-01,LNS,LNS,2400,10,1220.857355237847,1214.449473847274,1193.8843335922536,1270.0175933081168
L-main-threeshift-25c-01,LNS,LNS,2500,10,1218.983443238469,1214.449473847274,1193.8843335922536,1263.941747587557
L-main-threeshift-25c-01,LNS,LNS,2600,10,1214.4089676691615,1212.8721757718308,1193.8843335922536,1250.2253931454316
L-main-threeshift-25c-01,LNS,LNS,2700,10,1214.0911094117212,1211.8026214789534,1193.8843335922536,1250.2253931454316
L-main-threeshift-25c-01,LNS,LNS,2800,10,1214.0473511102587,1211.8026214789534,1193.8843335922536,1250.181634843969
L-main-threeshift-25c-01,LNS,LNS,2900,10,1214.0473511102587,1211.8026214789534,1193.8843335922536,1250.181634843969
L-main-threeshift-25c-01,LNS,LNS,3000,10,1214.0473511102587,1211.8026214789534,1193.8843335922536,1250.181634843969
L-main-threeshift-25c-01,LNS,LNS,3100,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,LNS,LNS,3200,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,LNS,LNS,3300,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,LNS,LNS,3400,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,LNS,LNS,3500,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,LNS,LNS,3600,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,LNS,LNS,3700,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,LNS,LNS,3800,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,LNS,LNS,3900,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,LNS,LNS,4000,10,1212.6119190185393,1211.8026214789534,1193.8843335922536,1237.2627460184947
L-main-threeshift-25c-01,GWO,GWO,0,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,GWO,GWO,100,10,1701.6106069043867,1698.2610073460319,1676.0562272435543,1731.9925231501015
L-main-threeshift-25c-01,GWO,GWO,200,10,1641.4847936373521,1642.2952435916209,1616.7683415576928,1678.0258828684166
L-main-threeshift-25c-01,GWO,GWO,300,10,1600.8001731652964,1603.529257335746,1541.9382635343363,1646.5398767521372
L-main-threeshift-25c-01,GWO,GWO,400,10,1582.9309368225106,1590.0519229654585,1539.14102994361,1630.8746714947395
L-main-threeshift-25c-01,GWO,GWO,500,10,1563.1283767387317,1556.693901152584,1524.0126197990387,1630.2334880816163
L-main-threeshift-25c-01,GWO,GWO,600,10,1549.7650071685996,1540.4177361063257,1524.0126197990387,1584.1751008443355
L-main-threeshift-25c-01,GWO,GWO,700,10,1533.0537218384493,1523.4490778106924,1491.4037527246053,1583.917891608538
L-main-threeshift-25c-01,GWO,GWO,800,10,1520.0307621707202,1514.5849799277662,1475.176528517854,1573.5569058966553
L-main-threeshift-25c-01,GWO,GWO,900,10,1509.6028969931244,1494.5715441175805,1466.4000639866078,1572.7702122248356
L-main-threeshift-25c-01,GWO,GWO,1000,10,1498.0410491622808,1485.5307648168314,1436.7033787328794,1572.0960332630223
L-main-threeshift-25c-01,GWO,GWO,1100,10,1491.1617943979304,1478.798613867511,1436.7033787328794,1550.4290441951325
L-main-threeshift-25c-01,GWO,GWO,1200,10,1486.8195930170464,1471.1328451511051,1436.7033787328794,1550.4290441951325
L-main-threeshift-25c-01,GWO,GWO,1300,10,1479.7750693849507,1454.0012595382664,1436.7033787328794,1550.4290441951325
L-main-threeshift-25c-01,GWO,GWO,1400,10,1470.09709221419,1454.0012595382664,1413.8232833406125,1550.4290441951325
L-main-threeshift-25c-01,GWO,GWO,1500,10,1463.5020775320913,1452.835770305844,1413.8232833406125,1547.9247410731275
L-main-threeshift-25c-01,GWO,GWO,1600,10,1455.8613753234408,1444.2413882915305,1413.8232833406125,1544.4747385713417
L-main-threeshift-25c-01,GWO,GWO,1700,10,1449.743605949377,1444.2413882915305,1381.358434764262,1534.6715174485505
L-main-threeshift-25c-01,GWO,GWO,1800,10,1447.4763617878484,1438.6288402969085,1381.358434764262,1534.4827217837596
L-main-threeshift-25c-01,GWO,GWO,1900,10,1438.4595016148633,1438.5761136523436,1381.358434764262,1500.4409602413298
L-main-threeshift-25c-01,GWO,GWO,2000,10,1434.9285082295864,1431.0100817241482,1379.3406477646245,1500.4409602413298
L-main-threeshift-25c-01,GWO,GWO,2100,10,1427.253433440167,1420.9613214544574,1371.1990933072295,1500.4409602413298
L-main-threeshift-25c-01,GWO,GWO,2200,10,1427.253433440167,1420.9613214544574,1371.1990933072295,1500.4409602413298
L-main-threeshift-25c-01,GWO,GWO,2300,10,1427.1506469997535,1420.9613214544574,1371.1990933072295,1500.4409602413298
L-main-threeshift-25c-01,GWO,GWO,2400,10,1419.7926817881064,1406.752428304183,1371.1990933072295,1495.2515516724777
L-main-threeshift-25c-01,GWO,GWO,2500,10,1416.2779859865245,1406.0165987872465,1371.1990933072295,1475.06359252588
L-main-threeshift-25c-01,GWO,GWO,2600,10,1413.6394092042863,1406.0165987872465,1357.555184500846,1475.06359252588
L-main-threeshift-25c-01,GWO,GWO,2700,10,1411.0526967556489,1406.0165987872465,1357.555184500846,1460.3136871537888
L-main-threeshift-25c-01,GWO,GWO,2800,10,1406.5752069614255,1405.012515257835,1356.933541632112,1458.3755921848083
L-main-threeshift-25c-01,GWO,GWO,2900,10,1403.3488494525932,1405.012515257835,1356.933541632112,1458.3755921848083
L-main-threeshift-25c-01,GWO,GWO,3000,10,1401.857107190377,1405.012515257835,1356.933541632112,1445.1156233070762
L-main-threeshift-25c-01,GWO,GWO,3100,10,1395.552376594868,1382.4909987796354,1356.933541632112,1441.609609899095
L-main-threeshift-25c-01,GWO,GWO,3200,10,1394.7164089497414,1382.4909987796354,1356.933541632112,1440.773642253968
L-main-threeshift-25c-01,GWO,GWO,3300,10,1393.3712468246567,1382.4909987796354,1355.5883795070274,1440.773642253968
L-main-threeshift-25c-01,GWO,GWO,3400,10,1389.8318612990352,1380.3275348707193,1341.1220107092333,1440.773642253968
L-main-threeshift-25c-01,GWO,GWO,3500,10,1384.3236769264975,1371.4429486471931,1341.1220107092333,1440.773642253968
L-main-threeshift-25c-01,GWO,GWO,3600,10,1382.6877319227,1371.4429486471931,1340.7242325322907,1430.2099310375738
L-main-threeshift-25c-01,GWO,GWO,3700,10,1378.585814617216,1368.920804761472,1335.1338399106266,1429.0200571427629
L-main-threeshift-25c-01,GWO,GWO,3800,10,1377.9609444646617,1368.920804761472,1333.414856321138,1429.0200571427629
L-main-threeshift-25c-01,GWO,GWO,3900,10,1376.6227706846234,1368.06256711056,1333.414856321138,1429.0200571427629
L-main-threeshift-25c-01,GWO,GWO,4000,10,1376.6227706846234,1368.06256711056,1333.414856321138,1429.0200571427629
L-main-threeshift-25c-01,IWD,IWD,0,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,100,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,200,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,300,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,400,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,500,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,600,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,700,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,800,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,900,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1000,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1100,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1200,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1300,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1400,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1500,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1600,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1700,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1800,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,1900,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2000,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2100,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2200,10,1811.8374767193643,1811.8374767193643,1811.8374767193643,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2300,10,1809.4029236789956,1811.8374767193643,1809.4029236789956,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2400,10,1809.4029236789956,1811.8374767193643,1809.4029236789956,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2500,10,1809.4029236789956,1811.8374767193643,1809.4029236789956,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2600,10,1809.4029236789956,1811.8374767193643,1809.4029236789956,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2700,10,1809.4029236789956,1811.8374767193643,1809.4029236789956,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2800,10,1809.4029236789956,1811.8374767193643,1809.4029236789956,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,2900,10,1808.522501603431,1811.8374767193643,1801.4791249989125,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3000,10,1808.522501603431,1811.8374767193643,1801.4791249989125,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3100,10,1808.522501603431,1811.8374767193643,1801.4791249989125,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3200,10,1808.522501603431,1811.8374767193643,1801.4791249989125,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3300,10,1808.522501603431,1811.8374767193643,1801.4791249989125,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3400,10,1808.522501603431,1811.8374767193643,1801.4791249989125,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3500,10,1803.6378056586939,1811.8374767193643,1785.04180341131,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3600,10,1803.6378056586939,1811.8374767193643,1785.04180341131,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3700,10,1803.6378056586939,1811.8374767193643,1785.04180341131,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3800,10,1803.6378056586939,1811.8374767193643,1785.04180341131,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,3900,10,1803.6378056586939,1811.8374767193643,1785.04180341131,1811.8374767193643
L-main-threeshift-25c-01,IWD,IWD,4000,10,1794.640173009365,1811.8374767193643,1758.8775805674022,1811.8374767193643
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,0,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,100,10,6524.808982365606,6641.934235142954,5568.746694169782,7016.886042389118
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,200,10,6470.304647209281,6563.344799203338,5408.183012474279,7016.886042389118
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,300,10,6344.064382770612,6437.898689713513,5235.534266276981,6993.628085999571
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,400,10,6276.246549781047,6337.1790698893565,5235.534266276981,6895.166383438844
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,500,10,6178.460336635145,6303.314279308379,5235.534266276981,6696.276009855084
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,600,10,6116.044860888624,6299.556647850697,5222.986127883414,6611.867854030604
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,700,10,6078.979055661141,6231.616714778262,5193.910817600532,6597.5657443851005
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,800,10,6013.771850882147,6151.097635655939,5193.910817600532,6480.090549710641
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,900,10,5971.85010672441,6094.850412899037,5193.910817600532,6460.135833468451
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1000,10,5957.162991744684,6067.4265409453665,5193.910817600532,6453.914146672988
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1100,10,5929.169219411791,6049.680315006838,5193.910817600532,6429.625246502184
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1200,10,5918.0539288997,6026.27026696057,5193.910817600532,6400.282683528801
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1300,10,5881.115118169742,6007.6671991182475,5193.910817600532,6334.495846017777
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1400,10,5863.751036456002,6007.6671991182475,5193.910817600532,6334.495846017777
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1500,10,5848.888092841791,6007.6671991182475,5193.910817600532,6334.495846017777
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1600,10,5838.797564106319,5974.293239499242,5193.910817600532,6334.495846017777
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1700,10,5802.406465726299,5950.315727700429,5193.910817600532,6323.092318569027
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1800,10,5797.8665062189675,5945.275830905895,5193.910817600532,6319.5603384206015
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1900,10,5779.732095795528,5931.880376867062,5193.910817600532,6197.751908437988
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2000,10,5730.459653264524,5902.160427835055,5193.910817600532,6052.996613825795
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2100,10,5698.2733111989655,5854.0022523825555,5193.910817600532,6052.996613825795
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2200,10,5660.355665068192,5707.455708530748,5193.910817600532,6052.996613825795
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2300,10,5641.56898948343,5666.804049229348,5193.910817600532,6052.732396876926
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2400,10,5614.840683709409,5666.804049229348,5193.910817600532,6052.732396876926
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2500,10,5612.787364227899,5666.804049229348,5193.910817600532,6051.369624888067
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2600,10,5608.045348514796,5666.804049229348,5193.910817600532,6051.179244486477
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2700,10,5602.188275678717,5666.804049229348,5193.910817600532,6045.322171650398
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2800,10,5584.037009733487,5666.804049229348,5193.910817600532,6039.338433975812
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2900,10,5583.225500578314,5666.804049229348,5193.910817600532,6038.834447053026
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3000,10,5582.522262435735,5666.03545597124,5193.910817600532,6038.284927562069
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3100,10,5562.6005359874325,5566.426823729728,5193.910817600532,6038.284927562069
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3200,10,5550.331796820857,5505.299390325703,5193.910817600532,6038.2416750763
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3300,10,5548.634673540855,5505.299390325703,5193.910817600532,6038.2416750763
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3400,10,5447.013144378636,5370.377507097997,5005.9798373294625,5918.335772827484
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3500,10,5445.1566722714215,5370.377507097997,5005.9798373294625,5918.335772827484
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3600,10,5443.685345367835,5370.377507097997,5005.9798373294625,5918.335772827484
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3700,10,5419.64534068763,5360.330681348476,5005.9798373294625,5898.811993518241
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3800,10,5397.567133402635,5342.838576306609,5005.9798373294625,5898.670119780331
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3900,10,5370.0384124633565,5341.185885388162,5005.9798373294625,5837.203240435068
L-main-threeshift-100c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,4000,10,5367.659530754562,5341.185885388162,5005.9798373294625,5836.350777395113
L-main-threeshift-100c-01,GA,GA,0,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,GA,GA,100,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,200,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,300,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,400,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,500,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,600,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,700,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,800,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,900,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
