instance,algorithm,algorithm_label,eval,seed_count,mean_best_cost,median_best_cost,q10_best_cost,q90_best_cost
L-main-threeshift-100c-01,LNS,LNS,3700,10,5576.92061510241,5485.15060708468,5326.885985491166,5858.844760454025
L-main-threeshift-100c-01,LNS,LNS,3800,10,5564.600065636376,5470.366833392562,5321.925780355054,5858.844760454025
L-main-threeshift-100c-01,LNS,LNS,3900,10,5556.346910969091,5466.368269615266,5270.272231200586,5858.844760454025
L-main-threeshift-100c-01,LNS,LNS,4000,10,5543.650460810479,5460.866084243625,5270.272231200586,5858.844760454025
L-main-threeshift-100c-01,GWO,GWO,0,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,GWO,GWO,100,10,7364.15859225705,7395.190039679996,7364.158592257052,7395.190039679996
L-main-threeshift-100c-01,GWO,GWO,200,10,7352.696097395808,7395.190039679996,7330.523735163191,7395.190039679996
L-main-threeshift-100c-01,GWO,GWO,300,10,7331.38399609546,7395.190039679996,7185.825520397885,7395.190039679996
L-main-threeshift-100c-01,GWO,GWO,400,10,7294.383764603818,7337.433789641303,7175.9855122102,7395.190039679996
L-main-threeshift-100c-01,GWO,GWO,500,10,7246.584848818915,7195.010755671325,7128.035067192029,7395.190039679996
L-main-threeshift-100c-01,GWO,GWO,600,10,7206.187613515397,7174.833892446153,7040.589255267989,7395.190039679996
L-main-threeshift-100c-01,GWO,GWO,700,10,7188.289676724145,7174.833892446153,7034.988362489687,7390.444227867952
L-main-threeshift-100c-01,GWO,GWO,800,10,7166.296631198673,7109.994955178604,7034.988362489687,7390.444227867952
L-main-threeshift-100c-01,GWO,GWO,900,10,7147.124637707345,7105.447067030935,7001.582803863292,7390.444227867952
L-main-threeshift-100c-01,GWO,GWO,1000,10,7101.195784816281,7032.271813586364,6940.379352773266,7379.745389395798
L-main-threeshift-100c-01,GWO,GWO,1100,10,7074.912916087737,6984.894673692226,6886.041038145053,7378.821034993515
L-main-threeshift-100c-01,GWO,GWO,1200,10,7063.91438743939,6984.894673692226,6880.1195941211245,7347.372367937079
L-main-threeshift-100c-01,GWO,GWO,1300,10,7054.663706126036,6969.399509728665,6880.1195941211245,7347.372367937079
L-main-threeshift-100c-01,GWO,GWO,1400,10,7023.136935157639,6935.667194526286,6875.279487809721,7338.4642487635665
L-main-threeshift-100c-01,GWO,GWO,1500,10,7012.911778061182,6935.667194526286,6866.00226092954,7329.932876817086
L-main-threeshift-100c-01,GWO,GWO,1600,10,6994.366231393176,6935.667194526286,6816.262137199388,7329.932876817086
L-main-threeshift-100c-01,GWO,GWO,1700,10,6968.734995522437,6920.035039922468,6816.262137199388,7271.2232483825965
L-main-threeshift-100c-01,GWO,GWO,1800,10,6955.498753198571,6902.060986955406,6731.351209852676,7271.2232483825965
L-main-threeshift-100c-01,GWO,GWO,1900,10,6954.379950438086,6902.060986955406,6731.351209852676,7271.2232483825965
L-main-threeshift-100c-01,GWO,GWO,2000,10,6942.982765542991,6901.026565717975,6731.351209852676,7271.2232483825965
L-main-threeshift-100c-01,GWO,GWO,2100,10,6929.349445436131,6871.54509000938,6731.351209852676,7271.2232483825965
L-main-threeshift-100c-01,GWO,GWO,2200,10,6929.349445436131,6871.54509000938,6731.351209852676,7271.2232483825965
L-main-threeshift-100c-01,GWO,GWO,2300,10,6929.349445436131,6871.54509000938,6731.351209852676,7271.2232483825965
L-main-threeshift-100c-01,GWO,GWO,2400,10,6929.349445436131,6871.54509000938,6731.351209852676,7271.2232483825965
L-main-threeshift-100c-01,GWO,GWO,2500,10,6922.913340514661,6871.54509000938,6731.351209852676,7270.400845886149
L-main-threeshift-100c-01,GWO,GWO,2600,10,6915.182279273642,6871.54509000938,6714.209732465994,7264.574393243651
L-main-threeshift-100c-01,GWO,GWO,2700,10,6915.182279273642,6871.54509000938,6714.209732465994,7264.574393243651
L-main-threeshift-100c-01,GWO,GWO,2800,10,6898.288103618952,6826.14364649042,6714.209732465994,7210.342605786716
L-main-threeshift-100c-01,GWO,GWO,2900,10,6882.068656146771,6789.641390595908,6714.209732465994,7210.342605786716
L-main-threeshift-100c-01,GWO,GWO,3000,10,6860.141828869049,6765.598411614095,6674.498310050615,7182.6160376541975
L-main-threeshift-100c-01,GWO,GWO,3100,10,6860.141828869049,6765.598411614095,6674.498310050615,7182.6160376541975
L-main-threeshift-100c-01,GWO,GWO,3200,10,6855.937886335411,6765.598411614095,6674.498310050615,7182.6160376541975
L-main-threeshift-100c-01,GWO,GWO,3300,10,6831.368611544749,6765.598411614095,6568.842023004218,7137.601498960679
L-main-threeshift-100c-01,GWO,GWO,3400,10,6811.418439927516,6748.721772870977,6568.842023004218,7128.063125519399
L-main-threeshift-100c-01,GWO,GWO,3500,10,6811.418439927516,6748.721772870977,6568.842023004218,7128.063125519399
L-main-threeshift-100c-01,GWO,GWO,3600,10,6809.775821386536,6748.721772870977,6567.199404463239,7128.063125519399
L-main-threeshift-100c-01,GWO,GWO,3700,10,6803.605280334125,6739.747040747448,6567.199404463239,7128.063125519399
L-main-threeshift-100c-01,GWO,GWO,3800,10,6803.421725670679,6739.747040747448,6567.015849799792,7128.063125519399
L-main-threeshift-100c-01,GWO,GWO,3900,10,6796.235185231964,6725.770974228515,6567.015849799792,7098.202146859045
L-main-threeshift-100c-01,GWO,GWO,4000,10,6795.975877272678,6724.474434432086,6567.015849799792,7098.202146859045
L-main-threeshift-100c-01,IWD,IWD,0,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,100,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,200,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,300,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,400,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,500,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,600,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,700,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,800,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,900,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1000,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1100,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1200,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1300,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1400,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1500,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1600,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1700,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1800,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,1900,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2000,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2100,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2200,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2300,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2400,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2500,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2600,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2700,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2800,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,2900,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3000,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3100,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3200,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3300,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3400,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3500,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3600,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3700,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3800,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,3900,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,IWD,IWD,4000,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,0,10,13894.903728480227,13894.903728480227,13894.903728480227,13894.903728480227
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,100,10,11782.420309943005,11808.322961296202,10041.56101883699,13464.667436961543
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,200,10,11551.388535792405,11199.257680063638,9908.002799298587,13399.904089832125
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,300,10,11495.48835655599,11107.427398274749,9907.606509316898,13297.548558189164
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,400,10,11489.05375704432,11102.894982939964,9906.855826610275,13286.868420507393
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,500,10,11412.820935611411,11032.97550202838,9906.855826610275,13235.54719198682
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,600,10,11367.269506205246,10990.692838727939,9906.855826610275,13170.502866168912
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,700,10,11345.672290542698,10955.959665784114,9906.855826610275,13139.286669259025
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,800,10,11312.19590567915,10948.623872572807,9906.855826610275,13043.079449344194
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,900,10,11283.215626655241,10872.534473736188,9906.855826610275,12988.831127817373
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1000,10,11247.887753784713,10872.534473736188,9906.855826610275,12742.379714696575
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1100,10,11218.898503242972,10872.534473736188,9906.855826610275,12719.910595491196
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1200,10,11203.686599958723,10872.534473736188,9906.855826610275,12704.246824452663
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1300,10,11189.1937389071,10872.534473736188,9906.855826610275,12664.483101867769
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1400,10,11101.586590181985,10872.534473736188,9428.808111422133,12659.228210793566
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1500,10,11095.829093225202,10872.534473736188,9428.774173893915,12653.450218730031
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1600,10,11088.007030620523,10872.534473736188,9428.4653638866,12640.817200884954
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1700,10,11051.257370289159,10872.534473736188,9428.4653638866,12488.898868432441
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1800,10,11036.758486147224,10872.534473736188,9428.4653638866,12473.981124438667
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,1900,10,11025.91708297636,10872.534473736188,9428.4653638866,12442.987434377457
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2000,10,11010.136714732304,10872.534473736188,9428.4653638866,12383.155792146208
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2100,10,11000.977041536502,10872.534473736188,9428.4653638866,12383.155792146208
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2200,10,10987.75580465689,10872.534473736188,9428.4653638866,12378.850488361402
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2300,10,10980.257949969991,10872.534473736188,9428.4653638866,12340.312194289201
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2400,10,10972.807786779955,10872.534473736188,9428.4653638866,12332.925805089239
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2500,10,10956.682505229852,10872.534473736188,9428.4653638866,12311.127754168696
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2600,10,10937.477416054928,10872.534473736188,9428.4653638866,12308.166793315693
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2700,10,10910.32097494036,10872.534473736188,9428.4653638866,12221.573908122878
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2800,10,10889.920467895947,10872.534473736188,9428.4653638866,12195.66393439491
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,2900,10,10873.71907629992,10872.534473736188,9428.4653638866,12160.710601905785
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3000,10,10852.082470418422,10872.534473736188,9378.520801140608,12140.382678852839
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3100,10,10843.792496854727,10872.534473736188,9372.070808934259,12136.627540407493
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3200,10,10835.358587917068,10872.534473736188,9371.111478971172,12107.280078469536
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3300,10,10829.172525745575,10872.534473736188,9371.111478971172,12074.290070949228
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3400,10,10826.742278861791,10872.534473736188,9371.111478971172,12070.89200190424
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3500,10,10821.24961514616,10859.453096515987,9371.111478971172,12059.825762251934
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3600,10,10782.364166571111,10693.169429334666,9371.111478971172,12016.694856810835
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3700,10,10703.890251696863,10455.960290475257,9371.111478971172,12000.858187570488
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3800,10,10660.917209091433,10367.288974416573,9371.111478971172,11999.853154698101
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,3900,10,10659.636180064048,10367.288974416573,9371.111478971172,11996.942032016843
L-main-threeshift-200c-01,staged_hybrid_carbon_aware,Staged ALNS-LNS hybrid,4000,10,10658.337673652128,10367.288974416573,9371.111478971172,11993.799802993877
L-main-threeshift-200c-01,GA,GA,0,10,13894.903728480227,13894.903728480227,13894.903728480227,13894.903728480227
L-main-threeshift-200c-01,GA,GA,100,10,12298.147268534665,12378.395487494154,11939.80597630599,12602.45720436084
L-main-threeshift-200c-01,GA,GA,200,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,300,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,400,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,500,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,600,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,700,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,800,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,900,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1000,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1100,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1200,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1300,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1400,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1500,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1600,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1700,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1800,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,1900,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2000,10,11595.884180821582,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2100,10,11595.70561309537,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2200,10,11595.70561309537,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2300,10,11595.70561309537,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2400,10,11595.70561309537,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2500,10,11595.70561309537,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2600,10,11595.70561309537,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2700,10,11595.70561309537,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2800,10,11595.70561309537,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,2900,10,11595.70561309537,11672.233138324558,11221.171754775563,11898.94745548532
L-main-threeshift-200c-01,GA,GA,3000,10,11595.568722069836,11672.233138324558,11221.171754775563,11898.810564459787
L-main-threeshift-200c-01,GA,GA,3100,10,11595.568722069836,11672.233138324558,11221.171754775563,11898.810564459787
L-main-threeshift-200c-01,GA,GA,3200,10,11595.568722069836,11672.233138324558,11221.171754775563,11898.810564459787
L-main-threeshift-200c-01,GA,GA,3300,10,11595.568722069836,11672.233138324558,11221.171754775563,11898.810564459787
L-main-threeshift-200c-01,GA,GA,3400,10,11595.568722069836,11672.233138324558,11221.171754775563,11898.810564459787
L-main-threeshift-200c-01,GA,GA,3500,10,11594.805078379404,11672.233138324558,11221.171754775563,11898.810564459787
L-main-threeshift-200c-01,GA,GA,3600,10,11588.33207915896,11672.233138324558,11221.171754775563,11881.812780576945
L-main-threeshift-200c-01,GA,GA,3700,10,11586.2268637649,11672.233138324558,11219.066539381502,11881.812780576945
L-main-threeshift-200c-01,GA,GA,3800,10,11582.1977824062,11652.087731531068,11219.066539381502,11881.812780576945
L-main-threeshift-200c-01,GA,GA,3900,10,11582.1977824062,11652.087731531068,11219.066539381502,11881.812780576945
L-main-threeshift-200c-01,GA,GA,4000,10,11582.1977824062,11652.087731531068,11219.066539381502,11881.812780576945
L-main-threeshift-200c-01,PSO,PSO,0,10,13894.903728480227,13894.903728480227,13894.903728480227,13894.903728480227
L-main-threeshift-200c-01,PSO,PSO,100,10,12781.761642234556,12770.67504882695,12634.426783003391,13005.2294782413
L-main-threeshift-200c-01,PSO,PSO,200,10,12767.17774460703,12742.514640824782,12615.539161261771,13004.161009132758
L-main-threeshift-200c-01,PSO,PSO,300,10,12747.017716326754,12728.470945286936,12550.506575749887,12967.19350756982
L-main-threeshift-200c-01,PSO,PSO,400,10,12726.19414249331,12728.470945286936,12546.86840519013,12940.538085613895
L-main-threeshift-200c-01,PSO,PSO,500,10,12710.544970153338,12702.747664307964,12530.899030373743,12897.894442516328
L-main-threeshift-200c-01,PSO,PSO,600,10,12686.396834312185,12676.61975144434,12518.118819974086,12883.361279149098
L-main-threeshift-200c-01,PSO,PSO,700,10,12676.793956858854,12660.851617031945,12497.68348077729,12883.361279149098
L-main-threeshift-200c-01,PSO,PSO,800,10,12664.506598802682,12652.165581329098,12468.805808376235,12873.055972968135
L-main-threeshift-200c-01,PSO,PSO,900,10,12644.689118949716,12610.433193986566,12461.412966861204,12837.760114854189
L-main-threeshift-200c-01,PSO,PSO,1000,10,12639.54611864236,12610.433193986566,12435.681093217481,12837.760114854189
L-main-threeshift-200c-01,PSO,PSO,1100,10,12617.898977036177,12592.44878900642,12403.529090969445,12832.039091391474
L-main-threeshift-200c-01,PSO,PSO,1200,10,12609.93311847072,12585.249787332712,12366.124842612839,12830.186988176201
L-main-threeshift-200c-01,PSO,PSO,1300,10,12596.184404125983,12570.128523866493,12365.928387404621,12805.931173940142
L-main-threeshift-200c-01,PSO,PSO,1400,10,12574.610894970003,12549.613074493456,12331.793721791975,12781.301919252735
L-main-threeshift-200c-01,PSO,PSO,1500,10,12557.698306934493,12543.540868335447,12331.793721791975,12766.500688214017
L-main-threeshift-200c-01,PSO,PSO,1600,10,12538.442950149623,12519.255984232732,12324.354399591297,12760.994718077194
L-main-threeshift-200c-01,PSO,PSO,1700,10,12525.353705507678,12507.245219970111,12322.352907645045,12743.405455960672
L-main-threeshift-200c-01,PSO,PSO,1800,10,12506.28052595481,12471.076347401242,12319.173027322337,12743.405455960672
L-main-threeshift-200c-01,PSO,PSO,1900,10,12495.73302273126,12466.972196149169,12307.817719827155,12720.755422037988
L-main-threeshift-200c-01,PSO,PSO,2000,10,12485.080883664603,12455.145826644446,12300.166066876993,12682.531594501359
L-main-threeshift-200c-01,PSO,PSO,2100,10,12468.781873621832,12430.415619815974,12224.399063855772,12682.002174158717
L-main-threeshift-200c-01,PSO,PSO,2200,10,12457.031931778178,12425.867731013986,12223.845465306706,12682.002174158717
L-main-threeshift-200c-01,PSO,PSO,2300,10,12441.8070661743,12410.445165737496,12221.110112310742,12639.339822228138
L-main-threeshift-200c-01,PSO,PSO,2400,10,12417.570703289044,12382.739055770773,12200.103894593265,12628.486984328338
L-main-threeshift-200c-01,PSO,PSO,2500,10,12398.933699497195,12341.777984393328,12200.103894593265,12607.229882253709
L-main-threeshift-200c-01,PSO,PSO,2600,10,12393.359681139906,12341.211082484268,12195.944962475758,12607.229882253709
L-main-threeshift-200c-01,PSO,PSO,2700,10,12378.059658970213,12331.095653827697,12194.832526243734,12593.212238754786
L-main-threeshift-200c-01,PSO,PSO,2800,10,12358.156843778783,12306.061438461596,12163.144708912116,12593.212238754786
L-main-threeshift-200c-01,PSO,PSO,2900,10,12341.841878501258,12291.35743043018,12158.601223052334,12560.509044693812
L-main-threeshift-200c-01,PSO,PSO,3000,10,12312.889445487514,12280.209586230947,12127.321721085684,12557.279251729065
L-main-threeshift-200c-01,PSO,PSO,3100,10,12298.284549490218,12270.280614203115,12093.936434809411,12546.617345436653
L-main-threeshift-200c-01,PSO,PSO,3200,10,12287.392501403543,12261.701353786251,12053.398493558567,12546.617345436653
L-main-threeshift-200c-01,PSO,PSO,3300,10,12262.717451677714,12253.012319160332,12008.55878827984,12545.657925483263
L-main-threeshift-200c-01,PSO,PSO,3400,10,12243.41654704166,12222.228948587268,12005.310282044587,12507.265554541864
L-main-threeshift-200c-01,PSO,PSO,3500,10,12227.208366398067,12190.162143437432,12003.464662505827,12507.265554541864
L-main-threeshift-200c-01,PSO,PSO,3600,10,12213.252282391924,12186.18607896355,12003.464662505827,12490.599460751495
L-main-threeshift-200c-01,PSO,PSO,3700,10,12203.377197748303,12150.938410766621,12000.63911150159,12490.599460751495
L-main-threeshift-200c-01,PSO,PSO,3800,10,12189.169258138243,12143.586747983998,11998.780827111306,12460.93271878005
L-main-threeshift-200c-01,PSO,PSO,3900,10,12176.545054265143,12127.768250024139,11998.780827111306,12427.668334487267
L-main-threeshift-200c-01,PSO,PSO,4000,10,12168.489531757896,12127.768250024139,11976.133550060722,12427.668334487267
L-main-threeshift-200c-01,VNS,VNS,0,10,13894.903728480227,13894.903728480227,13894.903728480227,13894.903728480227
L-main-threeshift-200c-01,VNS,VNS,100,10,12385.412647695755,12495.977492979597,12075.344544601472,12597.980039315518
L-main-threeshift-200c-01,VNS,VNS,200,10,12034.574455576516,12469.740342758792,11286.419680379002,12488.210879659919
L-main-threeshift-200c-01,VNS,VNS,300,10,11993.45987561173,12469.740342758792,11190.468581755316,12488.210879659919
L-main-threeshift-200c-01,VNS,VNS,400,10,11914.52129205049,12416.31382669558,11055.503760019817,12488.210879659919
L-main-threeshift-200c-01,VNS,VNS,500,10,11881.8351969827,12416.31382669558,10912.482501545164,12482.202962952762
L-main-threeshift-200c-01,VNS,VNS,600,10,11839.336360048099,12295.6497897993,10900.251210992801,12471.893047353085
L-main-threeshift-200c-01,VNS,VNS,700,10,11810.20717308274,12282.12921240907,10757.448561018253,12471.893047353085
L-main-threeshift-200c-01,VNS,VNS,800,10,11797.24232907976,12282.12921240907,10757.448561018253,12471.893047353085
L-main-threeshift-200c-01,VNS,VNS,900,10,11790.163312832921,12282.12921240907,10757.448561018253,12471.893047353085
L-main-threeshift-200c-01,VNS,VNS,1000,10,11788.734476589281,12282.12921240907,10757.448561018253,12471.893047353085
L-main-threeshift-200c-01,VNS,VNS,1100,10,11788.734476589281,12282.12921240907,10757.448561018253,12471.893047353085
L-main-threeshift-200c-01,VNS,VNS,1200,10,11779.299440564133,12282.12921240907,10757.448561018253,12471.893047353085
