block_index,customer_ids,customers,full_signature,home_depot_id,instance,isolated_cost,seed,source,structural_signature,vehicle_type
42,C008|C034|C013|C029|C066|C156|C186|C200,8,b6ef57f906ea30720ad07069b2f36c49055332caaaaf952957a87474ad5a3639,D0,L-main-threeshift-100c-01,216.02128968264415,4,LNS,e76604b437a52381283d6faad4a85901af583b0a159b9cc4d4b98aa6fd0586db,ev
43,C097|C009|C007|C166|C128|C142|C195|C172,8,c051313de4e8637980b534fbd7a9f5faf1a0a2e47dace4cef94aba2a39862c98,D0,L-main-threeshift-100c-01,203.55561074124495,4,LNS,b2ea2e6b09acf75a1d982bac7492cbee4e599cacf2522757b1547c424f3ad227,ev
44,C035|C046|C146|C161|C118|C143,6,2d1467c557b7f1b2a91afaac0c8da3caf25609fc6a96bcf74c491298eeb055d4,D0,L-main-threeshift-100c-01,248.17010432644753,4,LNS,18959dbbc85ef1fbf99abbe9957315274130c1674f8153335da3b8f154a93b2c,ev
45,C038|C028|C084|C086|C069|C005|C019|C125,8,d4cfd6134e67020ab49732d6d716bb0bbcc866a97708693bf2b5bfab5ea8dae0,D0,L-main-threeshift-100c-01,216.53315693308687,4,LNS,c20f3be34605bceadd5c18a195ebda485aa37620f2130e560a4d50569b469f08,ev
46,C027|C055|C040|C122,4,7f339f677d2905c319ffd80c7c48544d6adf1e71f3c7ab622a1616e83f19b67e,D0,L-main-threeshift-100c-01,164.38364623522943,4,LNS,3fd2d11f6120846acbec02bcefc2e04eb657d833b0375490a508913758b75667,ev
47,C012|C105|C114|C154|C174|C135,6,8f634e450b5df87dd46b0dfcbec7f93cc2d2d041fac7b38c0b053c2e1f5b2749,D1,L-main-threeshift-100c-01,164.62241999004996,4,LNS,f55cb23a7730ff5bb1504ac0c992713e7b6cf880c3f89796a1517d0b115a2d48,ev
48,C192|C191|C111|C171|C141|C126,6,734933c1df4e75b9da89e7eecfd38c0e7fbbfd64f338bae539ff7cc0aee6f3ff,D1,L-main-threeshift-100c-01,157.47779281421253,4,LNS,051894bc3bf595619a75009fb5417e88371d719464370aef835c4013f9afcb29,ev
49,C041|C138|C140|C198|C110,5,98cad384fc2160b476b60c50fbc2019b53a6684e488d5842772a6de2b5ba0ede,D1,L-main-threeshift-100c-01,141.6714830309494,4,LNS,c3efed17a1b6b6ecb7ca3d2f7d82c4f347a2423043995a9d5bc59c0c005a666f,ev
50,C094|C057|C072|C004|C194|C113|C116,7,0ab9c07b40312be4abd7da41014d8fefda681a0fbbc3d945141650de34ae9306,D1,L-main-threeshift-100c-01,139.16149863613225,4,LNS,47ec5109c3be906a3fb4c84f96f21840960d2b81bc345143d7d52ab1614e3a9a,ev
51,C044|C090|C099|C068|C093|C067|C076|C221,8,a06ddb7eda4e45c6eaff8e1004d9ef4932dfa911c183475dc451f87e419df93c,D1,L-main-threeshift-100c-01,149.68878783200444,4,LNS,93ecf3da6c1e2d180c23db200a75657e57252b235aca5cfd4981ea35af3f3fd2,ev
52,C078|C036|C145|C165|C180|C123|C188|C202|C211,9,872fe65fb95408c4ebf3663b9c840aa3345bac1134aeff09804a4c57a12cc569,D1,L-main-threeshift-100c-01,222.69688313409654,4,LNS,86419adc8b154b7aedc3a51e0061b17c946b74d458330ab69cd449e38edc6293,cv
53,C014|C063|C033|C087|C147|C167|C149,7,58878a50e773a403ab23cdcda2c37dc3160f990803dbaa474d6c21ccb7d3003b,D1,L-main-threeshift-100c-01,149.2417051547827,4,LNS,2ff21f4caf7c81af835b1412538e039992eb5b038ebef46f053d9f56d6a55ff1,ev
54,C095|C064|C003|C144|C153|C184|C175,7,4c4d0aa81931149ac2d59cb0863c5b427bee0d5d83d52247cbb8bf856bd43a43,D1,L-main-threeshift-100c-01,162.23330188780042,4,LNS,49c70765143c029a4d6634884955280f792adc4a867db529b5d2ac19e1dd0541,ev
55,C088|C136|C162|C160|C173|C197|C120|C130,8,9571e0ddad68977d69edd5c1be7f58dbc10dd625ff3f50c2f65373b57f349e95,D1,L-main-threeshift-100c-01,170.32437351297563,4,LNS,b576af64142379453de721802fce8fcc90ca67c33cc3b40601d29f9bedfe4bf8,ev
56,C091|C070|C026|C022|C117|C193|C137|C205,8,80538ec845ede1a41d3aaa982dcbf0c556f3a74edacb9aca5bdb103779a71fbf,D1,L-main-threeshift-100c-01,226.94737452869984,4,LNS,a55973705a72007d27fea174ce899474f4fd5c7a2587cae99a2b71da4286ba67,cv
57,C073|C018|C045|C089|C050|C065|C032|C023,8,c312c6d50fae74b12f4ef2b508494cd7aa29b96babe0652db6ff261ce3751aaf,D1,L-main-threeshift-100c-01,134.78714293753853,4,LNS,9916e9ff6d4ff407a0967f707158bc4c7c1f8b632f0f6ea22489399a99c03cc1,ev
58,C016|C017|C043|C104|C124|C168|C133|C179,8,963daa1f0500ef40a44e2e5fbe72fc9ac46c72863a8593c7c2f5ba9294e125af,D1,L-main-threeshift-100c-01,442.04980201110754,4,LNS,a18b05c55aa0ab197f6843c33cb5053ba30c02b9b7a4a2f9515520ee637ef43b,cv
59,C074|C059|C042|C025|C107,5,2f561dab862c7b9765dd40af44006febdebe8dd6a24726b8855ad3a12a7af369,D1,L-main-threeshift-100c-01,150.1755016895815,4,LNS,d1d3ea46cc68d283e49aec61f513b855310f49812c466c56f259090a73993e55,ev
60,C061|C047|C062|C071|C039|C049|C083|C157,8,8dfdc06f657b25fac763cdfcee3d1b98c4e7be00968fac61d07df83c1879abb0,D1,L-main-threeshift-100c-01,252.05357537144118,4,LNS,685f2d836b3c0f74278ca3394ba2342adc5c416d8efb802e0be40a87a90bbdaf,ev
61,C103|C151|C152|C164|C133|C168|C124|C199,8,cafff026a73cacfe3d1cf55982edb8d019cae8428a4243ea691bd5d5fa338169,D0,L-main-threeshift-100c-01,181.4895307388595,4,restarted,218730d892e88cb3860a2824b5f95f3fb3059f9d82e11ee2ec3a5f19b636982a,ev
62,C035|C075|C029|C121|C179|C101|C156|C213,8,590891d46a4f21e67fbd271661928959fae7b778e966dbc6cf7583dee670cbc9,D0,L-main-threeshift-100c-01,217.12599965231755,4,restarted,59d1ac8339a30268123ddb037d94ff19b9fffb14f9ae96284f1376be0ff7975c,cv
63,C028|C041|C138|C159|C163|C182,6,70d0b75c0c0d03532812c78c19a9713ec2671051a9470b298681cc7f9a975fe7,D0,L-main-threeshift-100c-01,122.35000190491776,4,restarted,6ceee3fd39cb46e67fdf2addfb5edbbcc71bd8dd22fb5a233aeba2987d7cee0a,ev
64,C098|C080|C060|C024|C092|C172,6,60d5ae1a3be18c35e3e46c0cb653c72b49a05d997b873441ca1204523d27d624,D0,L-main-threeshift-100c-01,136.75595182198384,4,restarted,c4b938c1079e60f668c0e7aef6c0348b4d59d4716a6a36f2ee0308c98883bd15,ev
65,C027|C031|C190|C134|C155|C178|C112|C131,8,3139312eb063c1c9a6052f0d32616ab73552abb17d2408ceee1808e3e057ef24,D0,L-main-threeshift-100c-01,142.42900449770508,4,restarted,477fa4d5f07e3612c203f54fb837b647d60d809ef9bacf6be402eb22a43c1e5d,ev
66,C043|C017|C001|C085|C081|C030|C011|C077,8,e26887ada20f228890a32dfc172958b13e6e8f9f8faf9bbd3a1cf3b26cc38fc7,D0,L-main-threeshift-100c-01,223.63769962117138,4,restarted,8e72f842adfe867ed62380325605c9c82aae172707421c3ed8588d411c04e2d0,ev
67,C053|C015|C006|C020|C054|C100|C176,7,7a387e7e617a05d772fc00e369fa9d8c16a08f10aca8443b7b63e6efa786dcaf,D0,L-main-threeshift-100c-01,187.1872837195316,4,restarted,ca12926945dc56c6724fae8083ad85dfc88a8faa78eff309cc34fca445641803,ev
68,C049|C083|C157|C150|C127|C185|C102|C170,8,0551227292a0fa3a1f7bff2479ffb24f293a6330c675f72c316a5591936442d2,D0,L-main-threeshift-100c-01,207.53469201239736,4,restarted,28958cc88c41fae05021cbbbd737aa46bc4bc0d9c3708db2b662e9055142b58f,ev
69,C052|C051|C119|C129|C220|C219,6,466be7e7a996f2fad5d851fcae202b85a109634fc7c8d5e5aacf376bae107c24,D0,L-main-threeshift-100c-01,141.03543887342914,4,restarted,eeb60935f4dfd27ea104b247de14b24b379da3e4abce1389436b424d817044a7,ev
70,C038|C108|C169|C115|C132|C184|C144|C177|C196|C158|C106,11,1282792a7be600c5250f032be31434d0a68ff168e73bab6e17e6339bf520e8fa,D0,L-main-threeshift-100c-01,166.10324819655384,4,restarted,8f4ca835fba4588d4758052ef3f6dd99abcfc2f52b882c53f8e469301fbc5a80,ev
71,C055|C058|C037|C010|C139|C183|C215|C203,8,2b036c1a14d1f45b1aa93675024ef1dba6605436259e9a5acf08e904fa13d582,D0,L-main-threeshift-100c-01,129.6002504661788,4,restarted,69947b63d8f7ec59862c8ec5433dc7470bdb172cabe59cd582c87c0bc46b3117,ev
72,C040|C066|C048|C021|C002|C217,6,7680ab09b4374fbd8eaf3306bdf781c4a32ff8939bc5a6bc84235a180c28cad6,D0,L-main-threeshift-100c-01,195.4131531707356,4,restarted,70984b7a7b34ea1b0f6cbea0cfa779cda104054bdcad7618b5237a3fdfa36795,cv
73,C063|C033|C093|C087|C136|C162|C147,7,2a178a5d3014304c10e4f35fb8752d2cd2e358a74d5c13bb61e6b5533771d78b,D1,L-main-threeshift-100c-01,153.21954646103814,4,restarted,b09ab78d4ecff829ca0af86040c99816d459d3ce14feef34fbd3064af1c8528d,ev
74,C059|C025|C005|C165|C107|C180,6,9e3b8aa520675b6791cbf6850cbafa64e1f875c0d77fb882252c0d81d51863e0,D1,L-main-threeshift-100c-01,153.3658852773338,4,restarted,023113e5653ae10a97f4ff40ec21f0ad1db0d7b3dd388723b9ee3bf63a2b0297,ev
75,C078|C036|C069|C042|C007|C019|C003|C153|C175,9,6e6ae6c716720ae5516c5007373dab05e2c2ddc18a98e4afcf8778338b6baee4,D1,L-main-threeshift-100c-01,187.6121021432425,4,restarted,6daeca6807a3440c59449b26487365ff8533c810ca6054ba58e07f42628e5f8b,ev
76,C084|C016|C057|C072|C074|C145|C116,7,35859e93137f9233f720b19395c72c65eaa9b56b7ebd352c34b2faf9aff4e350,D1,L-main-threeshift-100c-01,133.55127572662167,4,restarted,11baedb3f4ee149c0417270ff9ab5ccd1b6b94513681fae5cedceba3de08bee9,ev
77,C090|C076|C008|C187|C186|C146|C204|C208,8,24071b7656d0c5ae11806525569f4bea9d52871fda6cd88d45416afa0b25326d,D1,L-main-threeshift-100c-01,146.35854035195314,4,restarted,1066542e248dc30f362ed6116372777c51cadf62ca0fb24eaf126c34d2c18557,ev
78,C073|C045|C018|C094|C086|C111|C211|C202,8,67476cf0432c56b55803528c0590eb0a05cde3f206986f59b3c5df14499c7e10,D1,L-main-threeshift-100c-01,158.4822563272498,4,restarted,b781dd391eee7f6f7e34199f81ca6b22df0ee1b425b9b7022ce8c99790fda31b,ev
79,C068|C013|C034|C096|C046|C067|C167|C198|C140|C122,10,a7610dc7ed9e6eace9cc07d674200e235bf4a64096849d52f95141a1f3ea190e,D1,L-main-threeshift-100c-01,146.19476222018602,4,restarted,dc2bb62cb3416c3eb9baf3d5419a4c5131721ea0c4c79598e48a386922aac74e,ev
80,C099|C110|C200|C174|C221,5,443cb1943819ecde25e3424d2bf1b549aead850d197cff7a594dbb6d8acfd65a,D1,L-main-threeshift-100c-01,116.91278320762594,4,restarted,63dafada720d15d4ed9d27030c23131e700f8b7434484c1715bdc73537a34401,ev
81,C143|C191|C126|C141|C105|C130,6,90efae7c1f05e39d88e80eaf1b094e2b7fdcd2ac9ddf8491168a25547d624234,D1,L-main-threeshift-100c-01,119.14970475944864,4,restarted,0f35baf9e7c49b7a284f18fbf7714f22c815942e187dc11490cd75e3b7c28803,ev
82,C088|C062|C071|C039|C181|C193|C117|C160|C173,9,d2aa56785da392ea07d015301eaf143160ae80f82efa7a0ccebc9f67dd8de749,D1,L-main-threeshift-100c-01,218.87088514111318,4,restarted,f8f988bfab3a82eb9e88eab8d62e0920435ea6b22555631f5abf4931bd5df685,ev
83,C064|C044|C082|C148|C135,5,520e3e737acc02cae3d8dae5a361c9403afc7353624a91e52dfe30827fe1756d,D1,L-main-threeshift-100c-01,118.49629611232747,4,restarted,78554d8def72c36e7502657c637a48446244a250409c364732116eb9be3c9c66,ev
84,C089|C070|C026|C022|C047|C154|C114,7,58d54a2a3639475552d05242948984467109049a848717504f60d781acb6fa4f,D1,L-main-threeshift-100c-01,135.92014946394917,4,restarted,fbd460624aa580bc1da49bab43ee621edb8f29c9845275a383dedafd6301e369,ev
85,C095|C091|C050|C192|C120,5,566b09c8b572af3efdcbe949baf321dcc047966ae584caa70a7d32996b6a99b3,D1,L-main-threeshift-100c-01,110.64011825606886,4,restarted,a8ee8aaac7679d7b42912123d7007efa21932fc9d43e4b6a9fac1fb94a016783,ev
86,C065|C032|C061|C197|C137|C161|C118|C205,8,c59c4665bd798dd0c56f15c23664290eb77169d21459058c8efc0234844adff0,D1,L-main-threeshift-100c-01,155.84419517837543,4,restarted,5d67a9599c971b59af15fdebd9072df235239a63866e25ca17385195d1a7fb64,ev
87,C012|C023|C014|C149,4,cd9fd04cc3836a90a260d07e04bf9c108153d50ca46604fcc394c29028015ff9,D1,L-main-threeshift-100c-01,110.056715515606,4,restarted,eeed664b4e5204385da78719fa99484af3502b2de2607b2c8f3c499eed01fe00,ev
88,C009|C097|C195|C214|C218|C212|C206,7,44d7239ca4a3b6eb17086f6a1f52ff2af96c44420b823084f3358c532881ee8a,D0,L-main-threeshift-100c-01,130.8314074322176,4,restarted,e8210976f2883811905829d5c29445547d67a4e4edfcca6ebb63bcb71fbf360b,ev
89,C079|C056|C125|C109|C207,5,8ad3fd9bf6abb1b7c31f9a78e0d94cdfaf94bdb98be3c3ef9adddc0a55cedca2,D0,L-main-threeshift-100c-01,106.87028505594161,4,restarted,a55df42b037d9719c835a61390111a4927deafb5d1052d032fd767a5d00e3066,ev
90,C104|C142|C128|C166|C189|C210|C216|C209|C201,9,b3c9897dc6d70a39c1bf50a10b86544fc9826d8bdcee0818f26eb206543b124e,D0,L-main-threeshift-100c-01,176.83034428659695,4,restarted,4f13586320a030ed3a0a574e0a50dd1aa5e445aa3fd88a5e85d8aa83378b24a5,ev
91,C004|C194|C123|C188|C171|C113,6,aa53a42ffbd7fcbc895240752bd685d0302ec7d02389365045c169bca1972229,D1,L-main-threeshift-100c-01,125.95233475015537,4,restarted,35ca4fc61ce5872eb3c0cb831e3dec0183c6b03afbbcfdb597e04ca2e1cbceea,ev
92,C103|C151|C152|C164|C133|C168|C124|C199,8,cafff026a73cacfe3d1cf55982edb8d019cae8428a4243ea691bd5d5fa338169,D0,L-main-threeshift-100c-01,181.4895307388595,4,true_lns_middle,218730d892e88cb3860a2824b5f95f3fb3059f9d82e11ee2ec3a5f19b636982a,ev
93,C035|C075|C029|C121|C179|C101|C156|C213,8,590891d46a4f21e67fbd271661928959fae7b778e966dbc6cf7583dee670cbc9,D0,L-main-threeshift-100c-01,217.12599965231755,4,true_lns_middle,59d1ac8339a30268123ddb037d94ff19b9fffb14f9ae96284f1376be0ff7975c,cv
94,C028|C041|C138|C159|C163|C182,6,70d0b75c0c0d03532812c78c19a9713ec2671051a9470b298681cc7f9a975fe7,D0,L-main-threeshift-100c-01,122.35000190491776,4,true_lns_middle,6ceee3fd39cb46e67fdf2addfb5edbbcc71bd8dd22fb5a233aeba2987d7cee0a,ev
95,C098|C080|C060|C024|C092|C172,6,60d5ae1a3be18c35e3e46c0cb653c72b49a05d997b873441ca1204523d27d624,D0,L-main-threeshift-100c-01,136.75595182198384,4,true_lns_middle,c4b938c1079e60f668c0e7aef6c0348b4d59d4716a6a36f2ee0308c98883bd15,ev
96,C027|C031|C190|C134|C155|C178|C112|C131,8,3139312eb063c1c9a6052f0d32616ab73552abb17d2408ceee1808e3e057ef24,D0,L-main-threeshift-100c-01,142.42900449770508,4,true_lns_middle,477fa4d5f07e3612c203f54fb837b647d60d809ef9bacf6be402eb22a43c1e5d,ev
97,C043|C017|C001|C085|C081|C030|C011|C077,8,e26887ada20f228890a32dfc172958b13e6e8f9f8faf9bbd3a1cf3b26cc38fc7,D0,L-main-threeshift-100c-01,223.63769962117138,4,true_lns_middle,8e72f842adfe867ed62380325605c9c82aae172707421c3ed8588d411c04e2d0,ev
98,C053|C015|C006|C020|C054|C100|C176,7,7a387e7e617a05d772fc00e369fa9d8c16a08f10aca8443b7b63e6efa786dcaf,D0,L-main-threeshift-100c-01,187.1872837195316,4,true_lns_middle,ca12926945dc56c6724fae8083ad85dfc88a8faa78eff309cc34fca445641803,ev
99,C049|C083|C157|C150|C127|C185|C102|C170,8,0551227292a0fa3a1f7bff2479ffb24f293a6330c675f72c316a5591936442d2,D0,L-main-threeshift-100c-01,207.53469201239736,4,true_lns_middle,28958cc88c41fae05021cbbbd737aa46bc4bc0d9c3708db2b662e9055142b58f,ev
100,C052|C051|C119|C129|C220|C219,6,466be7e7a996f2fad5d851fcae202b85a109634fc7c8d5e5aacf376bae107c24,D0,L-main-threeshift-100c-01,141.03543887342914,4,true_lns_middle,eeb60935f4dfd27ea104b247de14b24b379da3e4abce1389436b424d817044a7,ev
101,C038|C108|C169|C115|C132|C184|C144|C177|C196|C158|C106,11,1282792a7be600c5250f032be31434d0a68ff168e73bab6e17e6339bf520e8fa,D0,L-main-threeshift-100c-01,166.10324819655384,4,true_lns_middle,8f4ca835fba4588d4758052ef3f6dd99abcfc2f52b882c53f8e469301fbc5a80,ev
102,C055|C058|C037|C010|C139|C183|C215|C203,8,2b036c1a14d1f45b1aa93675024ef1dba6605436259e9a5acf08e904fa13d582,D0,L-main-threeshift-100c-01,129.6002504661788,4,true_lns_middle,69947b63d8f7ec59862c8ec5433dc7470bdb172cabe59cd582c87c0bc46b3117,ev
103,C040|C066|C048|C021|C002|C217,6,7680ab09b4374fbd8eaf3306bdf781c4a32ff8939bc5a6bc84235a180c28cad6,D0,L-main-threeshift-100c-01,195.4131531707356,4,true_lns_middle,70984b7a7b34ea1b0f6cbea0cfa779cda104054bdcad7618b5237a3fdfa36795,cv
104,C063|C033|C093|C087|C136|C162|C147,7,2a178a5d3014304c10e4f35fb8752d2cd2e358a74d5c13bb61e6b5533771d78b,D1,L-main-threeshift-100c-01,153.21954646103814,4,true_lns_middle,b09ab78d4ecff829ca0af86040c99816d459d3ce14feef34fbd3064af1c8528d,ev
105,C059|C025|C005|C165|C107|C180,6,9e3b8aa520675b6791cbf6850cbafa64e1f875c0d77fb882252c0d81d51863e0,D1,L-main-threeshift-100c-01,153.3658852773338,4,true_lns_middle,023113e5653ae10a97f4ff40ec21f0ad1db0d7b3dd388723b9ee3bf63a2b0297,ev
106,C078|C036|C069|C042|C007|C019|C003|C153|C175,9,6e6ae6c716720ae5516c5007373dab05e2c2ddc18a98e4afcf8778338b6baee4,D1,L-main-threeshift-100c-01,187.6121021432425,4,true_lns_middle,6daeca6807a3440c59449b26487365ff8533c810ca6054ba58e07f42628e5f8b,ev
107,C084|C016|C057|C072|C074|C145|C116,7,35859e93137f9233f720b19395c72c65eaa9b56b7ebd352c34b2faf9aff4e350,D1,L-main-threeshift-100c-01,133.55127572662167,4,true_lns_middle,11baedb3f4ee149c0417270ff9ab5ccd1b6b94513681fae5cedceba3de08bee9,ev
108,C090|C076|C008|C187|C186|C146|C204|C208,8,24071b7656d0c5ae11806525569f4bea9d52871fda6cd88d45416afa0b25326d,D1,L-main-threeshift-100c-01,146.35854035195314,4,true_lns_middle,1066542e248dc30f362ed6116372777c51cadf62ca0fb24eaf126c34d2c18557,ev
109,C073|C045|C018|C094|C086|C111|C211|C202,8,67476cf0432c56b55803528c0590eb0a05cde3f206986f59b3c5df14499c7e10,D1,L-main-threeshift-100c-01,158.4822563272498,4,true_lns_middle,b781dd391eee7f6f7e34199f81ca6b22df0ee1b425b9b7022ce8c99790fda31b,ev
110,C068|C013|C034|C096|C046|C067|C167|C198|C140|C122,10,a7610dc7ed9e6eace9cc07d674200e235bf4a64096849d52f95141a1f3ea190e,D1,L-main-threeshift-100c-01,146.19476222018602,4,true_lns_middle,dc2bb62cb3416c3eb9baf3d5419a4c5131721ea0c4c79598e48a386922aac74e,ev
111,C099|C110|C200|C174|C221,5,443cb1943819ecde25e3424d2bf1b549aead850d197cff7a594dbb6d8acfd65a,D1,L-main-threeshift-100c-01,116.91278320762594,4,true_lns_middle,63dafada720d15d4ed9d27030c23131e700f8b7434484c1715bdc73537a34401,ev
112,C143|C191|C126|C141|C105|C130,6,90efae7c1f05e39d88e80eaf1b094e2b7fdcd2ac9ddf8491168a25547d624234,D1,L-main-threeshift-100c-01,119.14970475944864,4,true_lns_middle,0f35baf9e7c49b7a284f18fbf7714f22c815942e187dc11490cd75e3b7c28803,ev
113,C088|C062|C071|C039|C181|C193|C117|C160|C173,9,d2aa56785da392ea07d015301eaf143160ae80f82efa7a0ccebc9f67dd8de749,D1,L-main-threeshift-100c-01,218.87088514111318,4,true_lns_middle,f8f988bfab3a82eb9e88eab8d62e0920435ea6b22555631f5abf4931bd5df685,ev
114,C064|C044|C082|C148|C135,5,520e3e737acc02cae3d8dae5a361c9403afc7353624a91e52dfe30827fe1756d,D1,L-main-threeshift-100c-01,118.49629611232747,4,true_lns_middle,78554d8def72c36e7502657c637a48446244a250409c364732116eb9be3c9c66,ev
115,C089|C070|C026|C022|C047|C154|C114,7,58d54a2a3639475552d05242948984467109049a848717504f60d781acb6fa4f,D1,L-main-threeshift-100c-01,135.92014946394917,4,true_lns_middle,fbd460624aa580bc1da49bab43ee621edb8f29c9845275a383dedafd6301e369,ev
116,C095|C091|C050|C192|C120,5,566b09c8b572af3efdcbe949baf321dcc047966ae584caa70a7d32996b6a99b3,D1,L-main-threeshift-100c-01,110.64011825606886,4,true_lns_middle,a8ee8aaac7679d7b42912123d7007efa21932fc9d43e4b6a9fac1fb94a016783,ev
117,C065|C032|C061|C197|C137|C161|C118|C205,8,c59c4665bd798dd0c56f15c23664290eb77169d21459058c8efc0234844adff0,D1,L-main-threeshift-100c-01,155.84419517837543,4,true_lns_middle,5d67a9599c971b59af15fdebd9072df235239a63866e25ca17385195d1a7fb64,ev
118,C012|C023|C014|C149,4,cd9fd04cc3836a90a260d07e04bf9c108153d50ca46604fcc394c29028015ff9,D1,L-main-threeshift-100c-01,110.056715515606,4,true_lns_middle,eeed664b4e5204385da78719fa99484af3502b2de2607b2c8f3c499eed01fe00,ev
119,C009|C097|C195|C214|C218|C212|C206,7,44d7239ca4a3b6eb17086f6a1f52ff2af96c44420b823084f3358c532881ee8a,D0,L-main-threeshift-100c-01,130.8314074322176,4,true_lns_middle,e8210976f2883811905829d5c29445547d67a4e4edfcca6ebb63bcb71fbf360b,ev
120,C079|C056|C125|C109|C207,5,8ad3fd9bf6abb1b7c31f9a78e0d94cdfaf94bdb98be3c3ef9adddc0a55cedca2,D0,L-main-threeshift-100c-01,106.87028505594161,4,true_lns_middle,a55df42b037d9719c835a61390111a4927deafb5d1052d032fd767a5d00e3066,ev
121,C104|C142|C128|C166|C189|C210|C216|C209|C201,9,b3c9897dc6d70a39c1bf50a10b86544fc9826d8bdcee0818f26eb206543b124e,D0,L-main-threeshift-100c-01,176.83034428659695,4,true_lns_middle,4f13586320a030ed3a0a574e0a50dd1aa5e445aa3fd88a5e85d8aa83378b24a5,ev
122,C004|C194|C123|C188|C171|C113,6,aa53a42ffbd7fcbc895240752bd685d0302ec7d02389365045c169bca1972229,D1,L-main-threeshift-100c-01,125.95233475015537,4,true_lns_middle,35ca4fc61ce5872eb3c0cb831e3dec0183c6b03afbbcfdb597e04ca2e1cbceea,ev
123,C103|C178|C152|C164|C133|C168|C124|C199,8,5aa7ee8527a2b2f04e21e03816291b131bce2745c279d81f24867fe479f145da,D0,L-main-threeshift-100c-01,171.65805727238327,4,proportional_true_lns_middle,1cd79d7bed39b9e7a8874834a523321e05989c1c83a24335c1f6f492d721d59b,ev
124,C040|C035|C075|C029|C121|C156|C213|C217,8,83665e3c7373872c1b3854d5d935bc718664503c80496669399b26667bbb9ccb,D0,L-main-threeshift-100c-01,213.814209440539,4,proportional_true_lns_middle,fc69dd837acc4c0dab0820adfe921d21cf03c86575c7f03408c80bf45a849223,cv
125,C028|C041|C138|C159|C163|C182,6,70d0b75c0c0d03532812c78c19a9713ec2671051a9470b298681cc7f9a975fe7,D0,L-main-threeshift-100c-01,122.35000190491776,4,proportional_true_lns_middle,6ceee3fd39cb46e67fdf2addfb5edbbcc71bd8dd22fb5a233aeba2987d7cee0a,ev
126,C098|C080|C060|C024|C092|C131|C172,7,5ba8954a333c20ec4f7ca6e188cb837d8f10b6130fb140d545af072a149ecf18,D0,L-main-threeshift-100c-01,139.36299424565772,4,proportional_true_lns_middle,97a22ffe724c7737498bb4d75d3d20feef7fc2aad499815759f059ea07b4eb86,ev
127,C027|C031|C112|C190|C134|C151|C155,7,f4e37efe992478ca2f33dec0cf68c58f237a71eaf1b406676586455c31bfbe19,D0,L-main-threeshift-100c-01,152.47867390081427,4,proportional_true_lns_middle,e396f9c96737aa9c28fe3a5956ae42162b65f60821f733a1802acec33dbccd33,ev
128,C043|C017|C001|C085|C081|C030|C011|C077,8,e26887ada20f228890a32dfc172958b13e6e8f9f8faf9bbd3a1cf3b26cc38fc7,D0,L-main-threeshift-100c-01,223.63769962117138,4,proportional_true_lns_middle,8e72f842adfe867ed62380325605c9c82aae172707421c3ed8588d411c04e2d0,ev
129,C053|C015|C006|C020|C054|C100|C176,7,7a387e7e617a05d772fc00e369fa9d8c16a08f10aca8443b7b63e6efa786dcaf,D0,L-main-threeshift-100c-01,187.1872837195316,4,proportional_true_lns_middle,ca12926945dc56c6724fae8083ad85dfc88a8faa78eff309cc34fca445641803,ev
130,C002|C049|C157|C150|C127|C185|C102|C170|C119,9,4cf1129cf4a71fcd6bdb7d75f2902073ca1989ac4334ff18066ff2fa03647bd1,D0,L-main-threeshift-100c-01,210.98167449079486,4,proportional_true_lns_middle,08114437f6f57da6c2e6f6e87ec755cd0703a8a4fa9696af542fa12d1ac552cd,ev
131,C052|C051|C129|C220|C219,5,a60d512282aba27632e56c4ce7e9e80fe752f1ed7a5fa1bc8de6a849bdb3f90f,D0,L-main-threeshift-100c-01,138.66044373873103,4,proportional_true_lns_middle,dc4502a0649e7cfd5debd094c6cb248a8e7f46c9a3e2260d3a57c49671b11c3d,ev
132,C038|C108|C169|C115|C132|C184|C144|C177|C196|C158|C209,11,a987d1112c5445f4c3bc49faa518a6306d5e57788d6628ff322022721a9aacec,D0,L-main-threeshift-100c-01,165.59685533388753,4,proportional_true_lns_middle,c2eef8f9fdb694a2b7e95875abfbb4bfb16999660408a6537e6aa4d363386407,ev
133,C055|C058|C037|C010|C139|C183|C215|C203,8,2b036c1a14d1f45b1aa93675024ef1dba6605436259e9a5acf08e904fa13d582,D0,L-main-threeshift-100c-01,129.6002504661788,4,proportional_true_lns_middle,69947b63d8f7ec59862c8ec5433dc7470bdb172cabe59cd582c87c0bc46b3117,ev
134,C021|C066|C048|C083|C101|C179,6,10e324911b148c84a727d44637afbc0cc2bdb4608e8c1f58b306023c5873855d,D0,L-main-threeshift-100c-01,200.35063121209336,4,proportional_true_lns_middle,a11ba2b1e218e3d288d906187d496f854687425b96d2bd64f7c9084c570d0259,ev
135,C063|C033|C093|C087|C088|C062|C136|C147,8,c7cd334f045414f8a3f5ee45b754f230bce96b95891f2e5a93fb808e7ba30a5f,D1,L-main-threeshift-100c-01,159.88956847325434,4,proportional_true_lns_middle,175ec3644e485617806a571f6ebb5e96c84b4d23e541eb13d260f536a7e3f5b4,ev
