scenario,seed,scale,stage,depot,vehicle_type,dynamic_cost,static_revealed_cost,information_cost,information_cost_pct,committed_customer_count,newly_revealed_customer_count,rejected_deferred_pending_customer_count,route_slack,time_slack,ev_route_count,charging_action_count,soc_or_charging_slack,depot_level_load_capacity_proxy,event_density,trigger_count,event_spatial_clustering_proxy,trace_status,payload_path
E-UK50_01__curric_d2_s3_seed1_24h,908,50,2,ALL,ALL,1548.993384120361,1139.1884658219358,409.80491829842526,35.97340831595823,,,,,,,,,,12,4,62577.895594443355,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed908.json
E-UK50_01__curric_d2_s3_seed1_24h,908,50,3,ALL,ALL,1548.993384120361,1139.1884658219358,409.80491829842526,35.97340831595823,,,,,,,,,,12,4,62577.895594443355,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed908.json
E-UK50_01__curric_d2_s3_seed1_24h,909,50,0,ALL,ALL,1656.3700749106433,1158.6461783645816,497.7238965460617,42.95736747249229,,,,,,,,,,12,5,60221.8091742472,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed909.json
E-UK50_01__curric_d2_s3_seed1_24h,909,50,1,ALL,ALL,1656.3700749106433,1158.6461783645816,497.7238965460617,42.95736747249229,,,,,,,,,,12,5,60221.8091742472,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed909.json
E-UK50_01__curric_d2_s3_seed1_24h,909,50,2,ALL,ALL,1656.3700749106433,1158.6461783645816,497.7238965460617,42.95736747249229,,,,,,,,,,12,5,60221.8091742472,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed909.json
E-UK50_01__curric_d2_s3_seed1_24h,909,50,3,ALL,ALL,1656.3700749106433,1158.6461783645816,497.7238965460617,42.95736747249229,,,,,,,,,,12,5,60221.8091742472,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed909.json
E-UK50_01__curric_d2_s3_seed1_24h,909,50,4,ALL,ALL,1656.3700749106433,1158.6461783645816,497.7238965460617,42.95736747249229,,,,,,,,,,12,5,60221.8091742472,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed909.json
E-UK50_01__curric_d2_s3_seed1_24h,910,50,0,ALL,ALL,1310.441934426096,1066.181026705404,244.26090772069188,22.909890684838032,,,,,,,,,,12,4,26483.68584560532,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed910.json
E-UK50_01__curric_d2_s3_seed1_24h,910,50,1,ALL,ALL,1310.441934426096,1066.181026705404,244.26090772069188,22.909890684838032,,,,,,,,,,12,4,26483.68584560532,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed910.json
E-UK50_01__curric_d2_s3_seed1_24h,910,50,2,ALL,ALL,1310.441934426096,1066.181026705404,244.26090772069188,22.909890684838032,,,,,,,,,,12,4,26483.68584560532,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed910.json
E-UK50_01__curric_d2_s3_seed1_24h,910,50,3,ALL,ALL,1310.441934426096,1066.181026705404,244.26090772069188,22.909890684838032,,,,,,,,,,12,4,26483.68584560532,TRACE_LIMITED_EXISTING_PAYLOAD,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed910.json
