category,instance,seed,decoder,feasible,violation_count,violation_sample,route_count,lns_route_count,a7_route_count,route_count_delta_vs_lns,route_delta_before,route_count_match_lns,route_delta_half_reduced,cost_fix,lns_cost_fix,a7_cost_fix,total_cost,lns_cost,a7_cost,gap_vs_lns,gap_vs_a7,no_material_total_cost_blowup,reachable_structure,best_reachable,best_no_blowup,solution_signature
vanilla,e2-vanilla-15c-01,3,decode_lns_order,True,0,,2,2,2,0,0,True,False,160.0,160.0,160.0,642.185285005708,642.185285005708,644.386285554954,0.0,0.0034156539308568636,True,True,True,True,afb7d3ffa44b76e4b1987a952ebfd2656976f823cc372d01427664ba1fbadf6a
vanilla,e2-vanilla-15c-01,3,decode_mixed_route_blocks,True,0,,2,2,2,0,0,True,False,160.0,160.0,160.0,698.992341518016,642.185285005708,644.386285554954,-0.08845898191485824,-0.0847411827147043,False,True,False,False,f18d3f7dab90ffc0089de5f8718d12f03d26a5bee678ac17879039dda1d19e39
vanilla,e2-vanilla-15c-01,3,decode_angle_scan_order,True,0,,3,2,2,1,0,False,False,240.0,160.0,160.0,884.1891161552845,642.185285005708,644.386285554954,-0.3768442485371266,-0.3721414250674331,False,False,False,False,80effb543f66d783376f1426ce9619e9255665981c7ee811dccc2a2bc24c9f30
vanilla,e2-vanilla-15c-01,3,decode_a11_8000_order,True,0,,2,2,2,0,0,True,False,160.0,160.0,160.0,644.386285554954,642.185285005708,644.386285554954,-0.003427360608592065,0.0,True,True,False,False,e108019aef761e52082971a1b982d87f9ded4cc3e00c63e865e7b8417ec37295
vanilla,e2-vanilla-25c-01,3,decode_a7_order,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,650.9475876768483,640.1754851140676,640.5619371609267,-0.01682679642264245,-0.016213343181070795,True,True,False,False,2d17a227f61c09e214a7442b0bd7a7273d1ac24642d3fff9fa7092051af5e547
vanilla,e2-vanilla-25c-01,3,decode_lns_order,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,640.1754851140676,640.1754851140676,640.5619371609267,0.0,0.0006033016082285404,True,True,True,True,7d3aea02facf119454324ccd67bb50bb4c3c41a5d9baf07c286526121b923982
vanilla,e2-vanilla-25c-01,3,decode_mixed_route_blocks,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,640.1754851140676,640.1754851140676,640.5619371609267,0.0,0.0006033016082285404,True,True,False,False,7d3aea02facf119454324ccd67bb50bb4c3c41a5d9baf07c286526121b923982
vanilla,e2-vanilla-25c-01,3,decode_angle_scan_order,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,771.4078231359117,640.1754851140676,640.5619371609267,-0.20499431964106055,-0.20426734463011484,False,True,False,False,9761d61bd1bbe4a8f6663cf6cb99d82f388180d0bd614e6c0db92cd5d5203283
vanilla,e2-vanilla-25c-01,3,decode_a11_8000_order,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,650.9475876768483,640.1754851140676,640.5619371609267,-0.01682679642264245,-0.016213343181070795,True,True,False,False,2d17a227f61c09e214a7442b0bd7a7273d1ac24642d3fff9fa7092051af5e547
vanilla,e2-vanilla-50c-01,1,decode_a7_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1690.7559310606155,1388.3330801451787,1391.931291039346,-0.2178316250188408,-0.21468347033001828,False,True,False,False,cabc286f3f9bc806b801a65484786021fbf671f79cd1bc68165011d5d5edcbd5
vanilla,e2-vanilla-50c-01,1,decode_lns_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1406.461726730921,1388.3330801451787,1391.931291039346,-0.013057851062546694,-0.010439046657773848,True,True,True,True,2be074705b0565e2e2d21e431e3d36c63fb1eceb4cc95f68660db2c56a26eee2
vanilla,e2-vanilla-50c-01,1,decode_mixed_route_blocks,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1706.8054836748368,1388.3330801451787,1391.931291039346,-0.22939192913011572,-0.22621389048620086,False,True,False,False,82804ba6e14d72419b6c09c7e709ecd9dbb70f87a63d79df4bf3f009a2df2864
vanilla,e2-vanilla-50c-01,1,decode_angle_scan_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1857.8725424472416,1388.3330801451787,1391.931291039346,-0.3382037560129036,-0.33474443344109345,False,True,False,False,cc5058d9d33373983eb7d414c0b98b120caea049d24f6caf9cc72994454726f2
vanilla,e2-vanilla-50c-01,1,decode_a11_8000_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1706.9766496945738,1388.3330801451787,1391.931291039346,-0.22951521800235028,-0.22633686065063277,False,True,False,False,0868ffe57163ee11e896e4aca2b33560820f80e8ad3c378a22741ae1bc541b3b
vanilla,e2-vanilla-50c-01,2,decode_a7_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1482.3626325440548,1388.2976527846358,1397.711619932921,-0.06775562831986658,-0.060564004336743256,False,True,False,False,6280e2cd789be94bbcd1a4e53bd1f220c8063a1a512722261e4d55a24bb99ecc
vanilla,e2-vanilla-50c-01,2,decode_lns_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1405.5121468494235,1388.2976527846358,1397.711619932921,-0.012399714160907063,-0.00558092728518415,True,True,True,True,045b4856c0b3596d78255442b79287c862905a8bdb9c9cf7665df540e011f2f9
vanilla,e2-vanilla-50c-01,2,decode_mixed_route_blocks,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1666.3098630304892,1388.2976527846358,1397.711619932921,-0.20025403751725632,-0.1921700007834655,False,True,False,False,134dfc6636b99d91d221e748a1f191c28aed91014d98f723410144e7922bbe74
vanilla,e2-vanilla-50c-01,2,decode_angle_scan_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1857.8725424472416,1388.2976527846358,1397.711619932921,-0.33823790504920637,-0.3292245095139187,False,True,False,False,cc5058d9d33373983eb7d414c0b98b120caea049d24f6caf9cc72994454726f2
vanilla,e2-vanilla-50c-01,2,decode_a11_8000_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1493.5054433231812,1388.2976527846358,1397.711619932921,-0.07578186877109566,-0.06853618587992967,False,True,False,False,f9b78ef6436f447783a80dd879983c76a5b54833fb3929e19901d69f0e602503
