task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-cy-25c-03-V2-LOCATIONS__seed5,cn-cy-25c-03-V2-LOCATIONS,cy,25,5,1622.0218742707166,10.901490208998439,1623.143591011307,12.03133358299965,1622.0218742707166,11.981494332998409,1622.0218742707166,34.99249758300721,152.62886467715614,152.8097709316622,152.62886467715614,152.62886467715614,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1622.0218742707166,1622.0218742707166,0.0,0,5.0,True,best_exact_hgs_parent,f10194d85c678e31dd1e540121f5c00b81fd8b5a6d612d9ef9969bb993344455,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed1,cn-cy-50c-01-V2-LOCATIONS,cy,50,1,2687.5470250969447,28.288906709000003,2711.4523378310555,25.875909458001843,2714.080900247794,26.541360583010828,2687.5470250969447,81.18013166700257,229.06824205904962,233.49300585497315,234.02798322380082,229.06824205904962,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2687.5470250969447,2687.5470250969447,0.0,1,5.0,True,best_exact_hgs_parent,d532682a1b654cfc6e58a021d95a386f8568d098069d53518297beca9e2b9108,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed2,cn-cy-50c-01-V2-LOCATIONS,cy,50,2,2687.5470250969447,28.100235250007245,2711.4523378310555,26.903430042002583,2712.257135026512,27.42395166598726,2687.5470250969447,82.84439275000477,229.06824205904962,233.49300585497315,233.71619417824894,229.06824205904962,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2687.5470250969447,2687.5470250969447,0.0,1,5.0,True,best_exact_hgs_parent,afb65c878e7f826e8577766acd1d3b26f21c802bf065fc796eb19cc4e7624370,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed3,cn-cy-50c-01-V2-LOCATIONS,cy,50,3,2687.5470250969447,26.304328416998032,2713.411848180546,26.505365249991883,2711.4523378310555,28.475315667004907,2687.5470250969447,81.68846029198903,229.06824205904962,233.89299752611362,233.49300585497315,229.06824205904962,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2687.5470250969447,2687.5470250969447,0.0,1,5.0,True,best_exact_hgs_parent,d58b16dc72543184fd0078aa7616646576eff83a1bc0d8f64e413244c674cb06,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed4,cn-cy-50c-01-V2-LOCATIONS,cy,50,4,2687.5470250969447,26.578838875007932,2705.0719586805885,26.886425042001065,2708.7466029054117,30.88514275000489,2687.5470250969447,85.47745266700804,229.06824205904962,232.34398285002948,232.95444315683926,229.06824205904962,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2687.5470250969447,2687.5470250969447,0.0,1,5.0,True,best_exact_hgs_parent,25b5c799e8692f8b1e0192b2f7c7b956d29aa0aaaf5801d6a4ebfbc9568f3c3a,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed5,cn-cy-50c-01-V2-LOCATIONS,cy,50,5,2687.5470250969447,25.994030000001658,2711.4523378310555,27.119411791994935,2711.4523378310555,31.587394125002902,2687.5470250969447,85.08027820799907,229.06824205904962,233.49300585497315,233.49300585497315,229.06824205904962,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2687.5470250969447,2687.5470250969447,0.0,1,5.0,True,best_exact_hgs_parent,8c4b6f3cf90da091f8558fe31d0d4b0d4589fc777d8651d9be39facf8de653bc,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed1,cn-cy-50c-02-V2-LOCATIONS,cy,50,1,2759.2893530165506,24.093075708005927,2803.679331865148,22.570012500000303,2804.858390062198,25.040364915999817,2759.2893530165506,72.13674558399362,243.33131367768968,251.78285441562107,251.82400994926624,243.33131367768968,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2759.28935301655,2759.28935301655,0.0,1,5.0,True,best_exact_hgs_parent,b5025a154959c92ea50723aaf45741ac7a5a7886f8796ae5faf618ff9b321036,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed2,cn-cy-50c-02-V2-LOCATIONS,cy,50,2,2759.2893530165506,29.257618916002684,2798.635187993553,21.43353575000947,2804.079067092743,22.75598654198984,2759.2893530165506,73.82383837499947,243.33131367768968,250.74846968203732,251.78262247861338,243.33131367768968,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2759.28935301655,2759.28935301655,0.0,1,5.0,True,best_exact_hgs_parent,2381e382430b37f07d7acc3c90180c7c29a07ddac3204391488b67118fa0a42a,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed3,cn-cy-50c-02-V2-LOCATIONS,cy,50,3,2759.2893530165506,29.032637291005813,2803.679331865148,22.863586708001094,2803.679331865148,21.890601625011186,2759.2893530165506,74.31504504100303,243.33131367768968,251.78285441562107,251.78285441562107,243.33131367768968,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2759.28935301655,2759.28935301655,0.0,1,5.0,True,best_exact_hgs_parent,96bc4ad4a542125d9bb45ff4fe0e199c67e15c776d602ab6f04b9c3e794d7d95,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed4,cn-cy-50c-02-V2-LOCATIONS,cy,50,4,2759.2893530165506,27.331742374997702,2803.679331865148,24.779383291999693,2803.679331865148,20.92973487501149,2759.2893530165506,73.44119329200475,243.33131367768968,251.78285441562107,251.78285441562107,243.33131367768968,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2759.28935301655,2759.28935301655,0.0,1,5.0,True,best_exact_hgs_parent,7d3d708f441fb8d0e6abcd284193ea13c49fe870d283f7fb8265922ed78d454e,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed5,cn-cy-50c-02-V2-LOCATIONS,cy,50,5,2759.2893530165506,25.648293834005017,2803.679331865148,25.016035583990742,2803.679331865148,21.627983916987432,2759.2893530165506,72.73294937500032,243.33131367768968,251.78285441562107,251.78285441562107,243.33131367768968,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2759.28935301655,2759.28935301655,0.0,1,5.0,True,best_exact_hgs_parent,59d01095a9b0a5180c4f5f356f43c59ad9e1f7ea07935e43e538263f0cf5b9f3,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed1,cn-cy-50c-03-V2-LOCATIONS,cy,50,1,2776.1438589788654,22.40032987500308,2776.1438589788654,24.564687165999203,2776.1438589788654,25.05103970899654,2776.1438589788654,72.45726949999516,247.39395313568374,247.39395313568374,247.39395313568374,247.39395313568374,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2776.1438589788654,2776.1438589788654,0.0,1,5.0,True,best_exact_hgs_parent,5534129435e6b701644c79d811412545083ca25cea7f79d50bfe6da204dda884,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed2,cn-cy-50c-03-V2-LOCATIONS,cy,50,2,2776.1438589788654,22.787419957996462,2776.1438589788654,24.625724833007553,2776.1438589788654,24.79618454100273,2776.1438589788654,72.65783399999782,247.39395313568374,247.39395313568374,247.39395313568374,247.39395313568374,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2776.1438589788654,2776.1438589788654,0.0,1,5.0,True,best_exact_hgs_parent,c8985119847a9338a1dcbe94808c3c1edc589d91bc314e1f873b940eb3d485c7,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed3,cn-cy-50c-03-V2-LOCATIONS,cy,50,3,2776.1438589788654,24.22722779099422,2776.1438589788654,23.274295958006405,2776.1438589788654,22.646091000002343,2776.1438589788654,70.61235291699995,247.39395313568374,247.39395313568374,247.39395313568374,247.39395313568374,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2776.1438589788654,2776.143858978865,0.0,0,5.0,True,best_exact_hgs_parent,5534129435e6b701644c79d811412545083ca25cea7f79d50bfe6da204dda884,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed4,cn-cy-50c-03-V2-LOCATIONS,cy,50,4,2776.1438589788654,22.821304291996057,2776.1438589788654,23.33835687499959,2776.1438589788654,23.172520874999464,2776.1438589788654,69.73378837500059,247.39395313568374,247.39395313568374,247.39395313568374,247.39395313568374,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2776.1438589788654,2776.1438589788654,0.0,1,5.0,True,best_exact_hgs_parent,5534129435e6b701644c79d811412545083ca25cea7f79d50bfe6da204dda884,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed5,cn-cy-50c-03-V2-LOCATIONS,cy,50,5,2776.1438589788654,21.655139041991788,2776.1438589788654,22.89020758299739,2776.1438589788654,23.93151774999569,2776.1438589788654,68.82729495799867,247.39395313568374,247.39395313568374,247.39395313568374,247.39395313568374,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2776.1438589788654,2776.143858978865,0.0,0,5.0,True,best_exact_hgs_parent,52693ff681eac9d4ef8748513a2529c5c2ec720bbd37a237cde41dd872888fcf,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed1,cn-cy-75c-01-V2-LOCATIONS,cy,75,1,3666.491858768272,26.4762768340006,3722.187495087442,30.040463915996952,3732.964216850514,30.313213834000635,3666.491858768272,87.6296880000009,323.1976864281318,334.02472025635154,335.8623175165301,323.1976864281318,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3666.4918587682714,3666.4918587682714,0.0,1,5.0,True,best_exact_hgs_parent,edcaa5ee0386438b8c0657fdfd3af4fda17cf055b7e34ff00dbf1d7ca8ea8828,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed2,cn-cy-75c-01-V2-LOCATIONS,cy,75,2,3666.491858768272,27.65038037499471,3722.187495087442,30.679663792005158,3722.8917640593772,32.00701924999885,3666.491858768272,91.0906575830013,323.1976864281318,334.02472025635154,334.5466463231258,323.1976864281318,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3666.4918587682714,3666.4918587682714,0.0,1,5.0,True,best_exact_hgs_parent,0b2302c1bcf77048be59be24279b9842290eecd3c4ba9f4caada5799dc3fb621,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed3,cn-cy-75c-01-V2-LOCATIONS,cy,75,3,3666.491858768272,25.82629862500471,3717.697559584964,30.0579748750024,3721.7986040485985,30.937081334006507,3666.491858768272,87.65045162499882,323.1976864281318,333.2934615282618,334.2134660033151,323.1976864281318,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3666.4918587682714,3666.4918587682714,0.0,1,5.0,True,best_exact_hgs_parent,8f7953551a592f5718afe23d7902b291d5f184213af57a5e7e7185246545f180,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed4,cn-cy-75c-01-V2-LOCATIONS,cy,75,4,3666.491858768272,27.839888624992454,3729.415796732431,32.91322437499184,3725.1204587254842,32.4938793330075,3666.491858768272,94.21222395800578,323.1976864281318,335.4929833872672,334.7548615551616,323.1976864281318,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3666.4918587682714,3666.4918587682714,0.0,1,5.0,True,best_exact_hgs_parent,809d1e98e22700951dfe23aac5329c3072ea37e2a44fc39d76b9f583a31b70d7,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed5,cn-cy-75c-01-V2-LOCATIONS,cy,75,5,3666.491858768272,28.159022834006464,3719.9676487363477,31.93643079100002,3724.534098996694,30.139680708001833,3666.491858768272,91.53541583399056,323.1976864281318,333.4902120513846,334.31472842611555,323.1976864281318,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3666.4918587682714,3666.4918587682714,0.0,1,5.0,True,best_exact_hgs_parent,483080aa70ee8f83bbbd729254bebe87ddb03ba23962a51d58965a431cdf7aa3,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed1,cn-cy-75c-02-V2-LOCATIONS,cy,75,1,3935.354673376081,34.73140829200565,3956.986850708413,30.894161749994964,3960.474933137432,31.602591457995004,3935.354673376081,98.06600583299587,342.3546968543003,346.70504650921526,346.8998977219346,342.3546968543003,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3935.3546733760804,3935.3546733760804,0.0,1,5.0,True,best_exact_hgs_parent,964a2bb2b99a5aecbdd0da9e6aa25e47a337a4647eee029ddc6a1e0aa141718b,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed2,cn-cy-75c-02-V2-LOCATIONS,cy,75,2,3935.354673376081,34.1006670420029,3957.7677493779347,29.892646334003075,3958.9811968800564,30.676711916006752,3935.354673376081,96.29818258299201,342.3546968543003,346.65605012017676,346.47561268758267,342.3546968543003,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3935.3546733760804,3935.3546733760804,0.0,1,5.0,True,best_exact_hgs_parent,e16d049c3d1b4bc7a2592740ef31ae889d1ba67ed94431aff3a951079c6b0458,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed3,cn-cy-75c-02-V2-LOCATIONS,cy,75,3,3935.354673376081,33.57008879201021,3954.8141391991558,31.3887016249937,3961.4321538988993,30.699432958994294,3935.354673376081,96.47940187499626,342.3546968543003,346.3371506358054,347.50960594765263,342.3546968543003,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3935.3546733760804,3935.3546733760804,0.0,1,5.0,True,best_exact_hgs_parent,5d3f3c553b79da151ae462957e120932c7aeb07d74862fc205dea5adff3b1dd3,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed4,cn-cy-75c-02-V2-LOCATIONS,cy,75,4,3935.354673376081,33.25543737500266,3956.8383238998954,30.88857233300223,3958.829327199096,30.94586954198894,3935.354673376081,96.00283408300311,342.3546968543003,346.5489967243629,346.9493329345848,342.3546968543003,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3935.3546733760804,3935.3546733760804,0.0,1,5.0,True,best_exact_hgs_parent,60d94f3b04a95322e2f5492eba17a4adcf7215afcb22cdca7334a4999c6a185b,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed5,cn-cy-75c-02-V2-LOCATIONS,cy,75,5,3935.354673376081,32.345315124999615,3956.8383238998954,31.072930750000523,3964.3941623581936,34.873122459001024,3935.354673376081,99.22754041700682,342.3546968543003,346.5489967243629,348.0647096848999,342.3546968543003,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3935.3546733760804,3935.3546733760804,0.0,1,5.0,True,best_exact_hgs_parent,412f3963281c9123af00d9fe089a4bea5b91f8268bcbbaa13681ba5b5f17789b,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed1,cn-cy-75c-03-V2-LOCATIONS,cy,75,1,3703.421850641588,27.780167083008564,3751.729799309984,32.475280208003824,3750.186474236749,34.317498375006835,3703.421850641588,95.76985479200084,330.6149234196916,339.70686523406,339.1775704989212,330.6149234196916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3703.421850641588,3703.421850641588,0.0,1,5.0,True,best_exact_hgs_parent,ff5936f36453f4913766946085a9d375a5856d9ee5444b6adb53f72e8f246993,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed2,cn-cy-75c-03-V2-LOCATIONS,cy,75,2,3703.421850641588,27.927916208005627,3748.8631902454554,32.61326758300129,3760.74170954276,34.64088208301109,3703.421850641588,95.95526083301229,330.6149234196916,339.031465648714,341.2835822234198,330.6149234196916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3703.421850641588,3703.421850641588,0.0,1,5.0,True,best_exact_hgs_parent,c174e30aec0d82dbc3283050ddf901df74405a0f05fd60cf41d128c031b0b574,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed3,cn-cy-75c-03-V2-LOCATIONS,cy,75,3,3703.421850641588,32.94416062498931,3726.676807217665,32.81325375000597,3757.159770083582,37.26718799999799,3703.421850641588,104.03077329100051,330.6149234196916,334.73602068832247,340.4262250258822,330.6149234196916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3703.421850641588,3703.421850641588,0.0,1,5.0,True,best_exact_hgs_parent,408c54b9589ea0f80dd7d148df4e49b89e36861d5d3acac4f273c5e9e4d6606c,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed4,cn-cy-75c-03-V2-LOCATIONS,cy,75,4,3703.421850641588,32.307196875000955,3726.613962466815,35.36505337500421,3750.1473177932567,37.41676062499755,3703.421850641588,106.2617462920025,330.6149234196916,334.9014727119093,339.33006348668613,330.6149234196916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3703.421850641588,3703.421850641588,0.0,1,5.0,True,best_exact_hgs_parent,8352fac6145d8ab527e2d0d071acebbab89b0c52c377e01518d9b0afc6194e88,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed5,cn-cy-75c-03-V2-LOCATIONS,cy,75,5,3703.421850641588,32.67702587500389,3728.8835853317764,35.9639342080045,3748.3048986724325,35.09560000000056,3703.421850641588,105.21087641699705,330.6149234196916,335.16707315239495,338.8575620317459,330.6149234196916,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3703.421850641588,3703.421850641588,0.0,1,5.0,True,best_exact_hgs_parent,2a6aa70ade902d59ee29dc382dd9230d02808f891dd9c86ad2c6ec1d4730ec5b,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed1,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,5059.148391001032,55.3585152500018,5108.030418960264,50.33245162499952,5153.834156201865,61.11087591700198,5059.116563586518,168.35364504200697,432.4673772886346,442.0631304510772,451.4992383054153,432.456098902014,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,5059.116563586518,5059.116563586518,0.0,1,5.0,True,time_limited_mip_recombination,edf9ba50c90df2615aab35b17d62e7250ff1fc90d8249a50d7c5899556e6c661,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed2,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,2,5056.858885761698,52.958299874997465,5118.20357976351,47.73660995899991,5136.879874445396,59.814013584007625,5056.858885761698,162.47241904199473,432.2488813237074,443.92153050474843,448.1670726938079,432.2488813237074,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,5056.85888576149,5056.8588857614905,0.0,1,5.0,True,best_exact_hgs_parent,c6a1e55051c8597c3a2d9d45b7091e369428e6e31fd0954adeabdd04f633ad6e,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed3,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,3,5056.858885761698,53.259998874986195,5122.756830577267,49.73967883300793,5118.877881846431,58.83107170800213,5056.858885761698,164.30532374999893,432.2488813237074,445.16862363266176,444.6156701599301,432.2488813237074,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,5056.858885761697,5056.858885761697,0.0,1,5.0,True,best_exact_hgs_parent,15631fe9304a12cccf75cec49d97ad4b4fa3a0cc4cea76cc8d80d61552517ad2,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed4,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,4,5059.978819392366,47.30538937500387,5104.505509775618,56.753777959005674,5160.455198742087,59.13595825000084,5059.978819392366,164.8662022500066,432.8401967536209,441.7263184622258,452.5961915946602,432.8401967536209,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,5059.978819392366,5059.978819392366,0.0,1,5.0,True,best_exact_hgs_parent,b38e68328d530cde459904df61a356b4c7d6a0182e2ff0d99cc3c853523287cb,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
D6-E2__cn-jjj-100c-01-V2-LOCATIONS__seed5,cn-jjj-100c-01-V2-LOCATIONS,jjj,100,5,5056.858885761698,44.883484374993714,5100.4289559855515,56.60953404199972,5108.07587842539,62.94100241700653,5056.858885761698,166.38760550000006,432.2488813237074,440.47781692257934,442.2861015268858,432.2488813237074,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,5056.858885761697,5056.858885761698,0.0,1,5.0,True,best_exact_hgs_parent,f89ca29c8da25c018049ce106ceb04d35ca39fbc257f0d62c5f4b34c984f0ef4,c9da2059a0ba7048a866e569d0721f7d8b562588d6c5d18fa1f7d1e954a6f3fa,b3aba19bc2389846ee1425df38a698a9460d5a7f5613e903046eaa5336159b5b,PASS
