task_id,group,instance_id,arm_id,algorithm,seed,terminal_status,feasible,objective_cny,hgs_iterations_actual,complete_search_evaluations_actual,complete_search_evaluations_max,post_search_certificate_evaluations,max_hgs_iterations,max_no_improvement_iterations,stop_reason,cpu_seconds,cpu_minutes,wall_seconds,violation_count,solution_path,solution_sha256,common_initial_solution_sha256,route_count,physical_vehicle_count,sp_status,sp_mip_gap,per_view_json,error_type,error_message
G1__MV_HGS_SP__S2026080206,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP,MV-HGS-SP,2026080206,PASS_FEASIBLE,True,3621.569907766804,1370,92,100,1,2000,150,NO_IMPROVEMENT_150,30.712631000000016,0.5118772500000001,94.98332583298907,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__MV_HGS_SP__S2026080206/solution.json,2d3de04cb515b235b9801e5c40466622450f99b3190a333b0abac76f12639101,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 482, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 339, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 549, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__PYVRP_HGS__S2026080207,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,PYVRP_HGS,PyVRP-HGS,2026080207,PASS_FEASIBLE,True,3621.569907766804,408,36,100,1,2000,150,NO_IMPROVEMENT_150,18.32374600000003,0.305395816666667,52.02409337495919,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__PYVRP_HGS__S2026080207/solution.json,6105014f66f983a9c15ecd3b750d7991eae22bc4ae4c1f741248f3dcf70bb759,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""distance_only"": {""complete_search_evaluations"": 36, ""hgs_iterations"": 408, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_F__S2026080207,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_F,HGS-F,2026080207,PASS_FEASIBLE,True,3621.569907766804,287,31,100,1,2000,150,NO_IMPROVEMENT_150,16.019408999999996,0.26699021666666645,54.94644225004595,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_F__S2026080207/solution.json,fdf2eedcb9718a08fcc13d26eb35d7be08f8c886092df420783a77a3fa1c8df6,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 287, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_E__S2026080207,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_E,HGS-E,2026080207,PASS_FEASIBLE,True,3621.569907766804,631,45,100,1,2000,150,NO_IMPROVEMENT_150,24.221720000000005,0.40369545000000023,81.28967562492471,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_E__S2026080207/solution.json,d801f7f06f4eb20e8dbed9f25970d0372823a3dcc118e0936b8c55e07aba04c9,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""naive_ev"": {""complete_search_evaluations"": 45, ""hgs_iterations"": 631, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_M__S2026080207,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_M,HGS-M,2026080207,PASS_FEASIBLE,True,3621.569907766804,235,29,100,1,2000,150,NO_IMPROVEMENT_150,17.146235999999988,0.2857706666666668,58.32720920792781,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_M__S2026080207/solution.json,86188536e2aded2a8d99513a6e9ecc5ed0e50270ee4f29444283acd20b3339a1,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""mechanism_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 235, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__MV_HGS_SP__S2026080207,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP,MV-HGS-SP,2026080207,PASS_FEASIBLE,True,3621.569907766804,1122,90,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,31.552937000000014,0.52588235,96.3052321249852,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__MV_HGS_SP__S2026080207/solution.json,8ff247033c9334ecbc630e380d598737c14e8030431747e4de7cad1689f07054,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 28, ""hgs_iterations"": 287, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 28, ""hgs_iterations"": 235, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,
G1__PYVRP_HGS__S2026080208,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,PYVRP_HGS,PyVRP-HGS,2026080208,PASS_FEASIBLE,True,3621.569907766804,646,45,100,1,2000,150,NO_IMPROVEMENT_150,25.20856599999999,0.420142833333333,77.37168350000866,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__PYVRP_HGS__S2026080208/solution.json,558e2705f49b1f1e79603410e7abb7fbf3bae48a10bc535859a13e61ee7b1a75,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""distance_only"": {""complete_search_evaluations"": 45, ""hgs_iterations"": 646, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_F__S2026080208,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_F,HGS-F,2026080208,PASS_FEASIBLE,True,3621.569907766804,751,50,100,1,2000,150,NO_IMPROVEMENT_150,26.583035999999993,0.4430506333333331,80.70578199997544,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_F__S2026080208/solution.json,3a47d4f51d5c69b2a84400caa56b617335b3190e8bbbec01edf03f94fd486205,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 50, ""hgs_iterations"": 751, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_E__S2026080208,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_E,HGS-E,2026080208,PASS_FEASIBLE,True,3621.569907766804,347,33,100,1,2000,150,NO_IMPROVEMENT_150,19.179620999999997,0.31966043333333355,58.62050416704733,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_E__S2026080208/solution.json,78bb38574a032c6e6e40d7d110fc0d72b1141d580385320771593d63fd185d13,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""naive_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 347, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_M__S2026080208,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_M,HGS-M,2026080208,PASS_FEASIBLE,True,3621.569907766804,631,45,100,1,2000,150,NO_IMPROVEMENT_150,28.380892999999986,0.4730149500000001,82.67248333303723,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_M__S2026080208/solution.json,ff21b6fc6d9222d9c39f491492c8cc7d0c508665de74eff13d9edfec4441e971,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""mechanism_ev"": {""complete_search_evaluations"": 45, ""hgs_iterations"": 631, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__MV_HGS_SP__S2026080208,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP,MV-HGS-SP,2026080208,PASS_FEASIBLE,True,3621.569907766804,1578,95,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,33.554337000000004,0.5592390166666665,96.40426920808386,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__MV_HGS_SP__S2026080208/solution.json,93473fbedb5b6aac2375116be13fdcd4dc677b1a41a002f619529d5c497e3f1c,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 631, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 347, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__PYVRP_HGS__S2026080209,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,PYVRP_HGS,PyVRP-HGS,2026080209,PASS_FEASIBLE,True,3621.569907766804,286,31,100,1,2000,150,NO_IMPROVEMENT_150,17.776746000000003,0.29627916666666654,51.52187087503262,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__PYVRP_HGS__S2026080209/solution.json,ab0d5d79d23b032f588cf09f11482f66204de5d6649b930ff45464717f1f95be,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""distance_only"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 286, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_F__S2026080209,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_F,HGS-F,2026080209,PASS_FEASIBLE,True,3621.569907766804,457,38,100,1,2000,150,NO_IMPROVEMENT_150,21.77898400000001,0.36298311666666666,63.02493750001304,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_F__S2026080209/solution.json,a09039c36a4e9711e0471e301e6b54c552466865ebd426caf75ed11ba3311a42,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 38, ""hgs_iterations"": 457, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_E__S2026080209,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_E,HGS-E,2026080209,PASS_FEASIBLE,True,3621.569907766804,594,43,100,1,2000,150,NO_IMPROVEMENT_150,23.206538999999964,0.3867757000000002,65.97863695898559,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_E__S2026080209/solution.json,4228594eac25553c7a538d620e630a7c74a6bc3265cbe1cad3883bc9b01f1035,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""naive_ev"": {""complete_search_evaluations"": 43, ""hgs_iterations"": 594, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_M__S2026080209,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_M,HGS-M,2026080209,PASS_FEASIBLE,True,3621.569907766804,753,50,100,1,2000,150,NO_IMPROVEMENT_150,29.31599,0.48859993333333307,81.88506383402273,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_M__S2026080209/solution.json,9e3c420d666a8aa46ba8112a638b96b66e5cd6ab75f4f4d8d58f9c93f7757ab2,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""mechanism_ev"": {""complete_search_evaluations"": 50, ""hgs_iterations"": 753, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__MV_HGS_SP__S2026080209,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP,MV-HGS-SP,2026080209,PASS_FEASIBLE,True,3621.569907766804,1804,96,100,1,2000,150,NO_IMPROVEMENT_150,35.97806400000002,0.5996345666666666,99.49804258299991,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__MV_HGS_SP__S2026080209/solution.json,96ed4c0fcb037bcc5802431a88ab9cd7d7b659b9c814387b1adc378d9be25523,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 457, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 753, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 594, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__PYVRP_HGS__S2026080210,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,PYVRP_HGS,PyVRP-HGS,2026080210,PASS_FEASIBLE,True,3621.569907766804,187,27,100,1,2000,150,NO_IMPROVEMENT_150,17.138168000000007,0.28563621666666655,48.886081374948844,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__PYVRP_HGS__S2026080210/solution.json,f8776f261ef68ee15426cd4894c122edcab373aa0c37fffccf9698d164674dcd,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""distance_only"": {""complete_search_evaluations"": 27, ""hgs_iterations"": 187, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_F__S2026080210,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_F,HGS-F,2026080210,PASS_FEASIBLE,True,3621.569907766804,166,26,100,1,2000,150,NO_IMPROVEMENT_150,16.690514000000007,0.27817529999999996,45.49399854207877,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_F__S2026080210/solution.json,203ac0bfea38564b3e2bb7023aee3c6cdd1117ddc8d317b9519a0a4671bbe00c,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 26, ""hgs_iterations"": 166, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_E__S2026080210,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_E,HGS-E,2026080210,PASS_FEASIBLE,True,3621.569907766804,388,35,100,1,2000,150,NO_IMPROVEMENT_150,19.659557000000007,0.32765934999999996,55.81408999999985,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_E__S2026080210/solution.json,5ff07705905850c9f40f2da6a142b1ba587121f280fee34b3a8de7070c2b8a13,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""naive_ev"": {""complete_search_evaluations"": 35, ""hgs_iterations"": 388, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__HGS_M__S2026080210,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,HGS_M,HGS-M,2026080210,PASS_FEASIBLE,True,3621.569907766804,365,34,100,1,2000,150,NO_IMPROVEMENT_150,22.649727999999982,0.37749553333333286,65.23101745801978,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__HGS_M__S2026080210/solution.json,275bb517fa08913a669a8880f080461fe5c7b849df696d89859cc12c2f24284c,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""mechanism_ev"": {""complete_search_evaluations"": 34, ""hgs_iterations"": 365, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G1__MV_HGS_SP__S2026080210,4.2_five_algorithm_comparison,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP,MV-HGS-SP,2026080210,PASS_FEASIBLE,True,3621.569907766804,919,87,100,1,2000,150,NO_IMPROVEMENT_150,28.42919999999998,0.47382006666666615,81.14203070895746,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G1__MV_HGS_SP__S2026080210/solution.json,482ff0b495454ad633aa1361f12b05d7302ee827535c6cd93a0b129be27d3c2c,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 27, ""hgs_iterations"": 166, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 365, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 388, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_SP_FULL__S2026080201,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080201,PASS_FEASIBLE,True,3621.569907766804,1369,93,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,32.33936899999998,0.5389895499999995,91.88686562504154,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080201/solution.json,3cf63f35aab99d13f307cd411ff1ed951fc2233cceb6fba70e0c4ab1b9e154be,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 27, ""hgs_iterations"": 169, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080201,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080201,PASS_FEASIBLE,True,3621.569907766804,169,26,100,1,2000,150,NO_IMPROVEMENT_150,16.01373000000001,0.26689555000000004,46.48687874991447,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080201/solution.json,09dbfd693ec4a2824995fe5fc9453c18b1f3fadae1af59baaf26fcc8e9b3e1be,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 24, ""hgs_iterations"": 169, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_NO_SP__S2026080201,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP recombination),2026080201,PASS_FEASIBLE,True,3621.569907766804,1369,93,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,63.198559999999986,1.0533094333333328,180.1084012920037,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_NO_SP__S2026080201/solution.json,6e6f1869e8b1bce2c8e6a78769159ff31e86fe9d6f90eb4c76e90305fa9cfdb9,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 27, ""hgs_iterations"": 169, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_SP_FULL__S2026080202,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP full,2026080202,PASS_FEASIBLE,True,3621.569907766804,1385,93,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,33.322239999999965,0.5553707333333325,96.7777270830702,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_SP_FULL__S2026080202/solution.json,adb9b3979aacfc3b0e0a8da26df222c16592a4d8a41e9cad1790dda804519b13,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 401, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 384, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,
G2__HGS_M_SP_NO_MULTIVIEW__S2026080202,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080202,PASS_FEASIBLE,True,3621.569907766804,384,35,100,1,2000,150,NO_IMPROVEMENT_150,21.997355000000027,0.36662265000000027,62.85970949998591,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080202/solution.json,8bb5027e898cac935793cc0f7f36b3998f8212c370fffc63d1494c6b4e904b39,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 384, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,
G2__MV_HGS_NO_SP__S2026080202,4.3_one_factor_ablation,cn-prd-100c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP recombination),2026080202,PASS_FEASIBLE,True,3621.569907766804,1385,93,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,67.33033799999998,1.1221723666666663,172.7187773749465,0,baselines/china_e3_e7/formal_algorithm_20260802/units/G2__MV_HGS_NO_SP__S2026080202/solution.json,b20a49f3b4b37ef06313c1e3501410b101c8ad13138029d1a716b224e595292d,d7f54cf1a1cab6cfaf9eae597f91a70f404cf861857b10c14686fce4a7d293d9,16,10,,,"{""cv_only"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 401, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 384, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,
